Nested Sampling Global Log-Evidence           :   -0.121761269365258983E+03  +/-    0.396639667047583633E+00
Nested Importance Sampling Global Log-Evidence:   -0.126317408134828938E+03  +/-    0.535835752736845278E-01

Dim No.       Mean        Sigma
   1    0.895133635920650067E-01    0.425887720018316776E-01
   2    0.121895997717229356E+02    0.233895920959307890E+01
   3    0.820077299269531768E+00    0.807812206062298727E-01
   4    0.150765217125493844E+01    0.418869866938162583E+00
   5    0.785736231427252262E-02    0.391288988471666550E-02
   6    0.169718166849397400E+01    0.405793396635770354E+00
   7   -0.177751021801537656E+01    0.384853255489348789E+00
   8   -0.942582013323752244E-01    0.809629438193941037E-01
   9   -0.372277525033593548E+01    0.329291264240630088E+01
  10   -0.123499962374347308E+00    0.163544846723376019E+00
  11   -0.309593894676666384E-01    0.124345949186127624E+00
  12   -0.241213387578409960E+00    0.225506394063424709E+00
  13   -0.161681794683828206E+00    0.226715204990430769E+00
  14   -0.106762336699017801E+01    0.501012848265550426E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.111716199418872994E+00
   2    0.149725207944971217E+02
   3    0.890895539552992388E+00
   4    0.168903716121135483E+01
   5    0.136316595838147803E-01
   6    0.219491368565549383E+01
   7   -0.260134722483199443E+01
   8   -0.785895826789591301E-01
   9   -0.353051005959001207E+01
  10    0.222752530659403841E+00
  11   -0.560290536175359205E-01
  12   -0.948914089758097629E-01
  13   -0.508897161662535957E+00
  14   -0.107847330577025713E+01

MAP Parameters
Dim No.        Parameter
   1    0.111716199418872994E+00
   2    0.149725207944971217E+02
   3    0.890895539552992388E+00
   4    0.168903716121135483E+01
   5    0.136316595838147803E-01
   6    0.219491368565549383E+01
   7   -0.260134722483199443E+01
   8   -0.785895826789591301E-01
   9   -0.353051005959001207E+01
  10    0.222752530659403841E+00
  11   -0.560290536175359205E-01
  12   -0.948914089758097629E-01
  13   -0.508897161662535957E+00
  14   -0.107847330577025713E+01
