Nested Sampling Global Log-Evidence           :   -0.434474223363629530E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.481638573043363571E+01  +/-    0.611164964456785628E-01

Dim No.       Mean        Sigma
   1    0.105556501427772093E+00    0.254101837700788404E-02
   2   -0.201180634314924944E+02    0.636268540636724889E+00
   3    0.100903676782297125E+01    0.159790204359995802E-01
   4    0.220714514631056602E+01    0.699933343610041475E-01
   5    0.827298501614256651E-02    0.628622921748809508E-04
   6    0.127556838131060601E+01    0.229832892503319147E+00
   7   -0.184777331090840913E+01    0.130782939155289157E+00
   8   -0.897046771827848255E-01    0.603103335238184546E-01
   9   -0.475008116728786423E+01    0.122251430931008032E+01
  10   -0.185797561601867778E+00    0.682638493104038152E-01
  11   -0.770436643254147485E-01    0.732916639417625360E-01
  12   -0.200865778161189584E+00    0.210435236195753134E+00
  13   -0.276257734106145625E+00    0.135124321188799523E+00
  14   -0.105953762434004406E+01    0.191233740572089479E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.107806835520183456E+00
   2   -0.193880807888294484E+02
   3    0.102845511266468015E+01
   4    0.231923498729866395E+01
   5    0.828838450940422126E-02
   6    0.146895122875601647E+01
   7   -0.181362532384051089E+01
   8   -0.130038918320975333E+00
   9   -0.299684480778811935E+01
  10   -0.193185932711439051E+00
  11    0.272480959633504827E-01
  12   -0.445135577160269691E+00
  13   -0.501480319471720781E+00
  14   -0.109232841685495519E+01

MAP Parameters
Dim No.        Parameter
   1    0.103029251381487136E+00
   2   -0.207702259793768853E+02
   3    0.101502900936219076E+01
   4    0.224048542464944811E+01
   5    0.831645214267511673E-02
   6    0.142780464801803730E+01
   7   -0.199087765049615939E+01
   8   -0.132500142574886209E+00
   9   -0.419687015134676855E+01
  10   -0.297390887136827597E+00
  11   -0.212075800213957583E+00
  12   -0.308851217425692215E+00
  13   -0.335564424995581478E+00
  14   -0.106822912058793973E+01
