Nested Sampling Global Log-Evidence           :   -0.299887637727154377E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.314854513308731321E+00  +/-    0.157616253669855895E-02

Dim No.       Mean        Sigma
   1    0.129558128853118876E+00    0.293780985555050370E-02
   2   -0.236071246601524933E+02    0.872486464800254213E-01
   3    0.772381494517734413E+00    0.257687524823119775E-01
   4    0.123191905773089494E+01    0.156373798450231520E-01
   5    0.881418887611819246E-02    0.126085336061703432E-03
   6    0.192911829686994873E+01    0.292888167805328359E-02
   7   -0.185713395694180328E+01    0.418352166932807815E-01
   8   -0.574969319334496867E-01    0.116057797890112692E-02
   9   -0.655441543656639958E+01    0.236787769857967706E+00
  10   -0.157611196708539847E+00    0.115433977399612628E-01
  11   -0.477985081798979264E-01    0.102820936416988511E-01
  12   -0.299629200939405482E+00    0.159704438370996751E-01
  13   -0.227144017886573790E+00    0.268267899145414922E-02
  14   -0.109835630334219747E+01    0.333648201993203518E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.131422400391168898E+00
   2   -0.235131295081971601E+02
   3    0.848586105114402911E+00
   4    0.124189167709317450E+01
   5    0.899626720832217598E-02
   6    0.193028815085371552E+01
   7   -0.180737133442200415E+01
   8   -0.575242694956714998E-01
   9   -0.658966850595760967E+01
  10   -0.160909632020301396E+00
  11   -0.454008978790861675E-01
  12   -0.314408921709894651E+00
  13   -0.230405893711995463E+00
  14   -0.109526602951991126E+01

MAP Parameters
Dim No.        Parameter
   1    0.124826082750698314E+00
   2   -0.236614115657751327E+02
   3    0.759160853049528073E+00
   4    0.122043084254351442E+01
   5    0.895546081592255537E-02
   6    0.192885524943832221E+01
   7   -0.196963215847570705E+01
   8   -0.583744205803060426E-01
   9   -0.662462705882153369E+01
  10   -0.150272083462240302E+00
  11   -0.478566958488749403E-01
  12   -0.278479293109418380E+00
  13   -0.226547146875352878E+00
  14   -0.109217433161611521E+01
