         MJD         m       dm      uJy  duJy F  err  chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57229.260422 18.534680      NaN     15.5    42 o    0   1.24 197.62446 -1.31419  3382.70  7360.67  3.67 3.51 -72.2 -0.446    18.45 19.47 02a57229o0036o 0xc00800         1.5
57229.285564 18.073966      NaN     86.5    43 o    0   1.08 197.62446 -1.31419  3373.57  7369.55  3.80 3.57 -62.1 -0.437    18.42 19.48 02a57229o0071o 0xc00900         1.5
57358.650908 18.748255      NaN      5.5    37 o    0   1.09 197.62446 -1.31419  7184.00  3371.50  4.20 3.75   5.1 -0.392    18.40 19.58 02a57358o0761o 0xc00800         1.5
57358.666237 16.744672      NaN    123.5   202 o    0   1.06 197.62446 -1.31419  6899.57  2790.73  4.35 3.68   4.0 -0.457    17.01 16.91 02a57358o0786o 0xc00802         1.5
57359.659580 18.459772      NaN    -39.5    50 o    0   1.07 197.62446 -1.31419  7186.15  3374.02  3.55 3.47  56.7 -0.444    18.11 18.79 02a57359o0645o 0xc00800         1.5
57408.640761 19.510313      NaN     -9.5    19 o    0   1.02 197.62446 -1.31419  2992.52  7873.41  3.58 3.38  89.5 -0.455    19.15 20.64 02a57408o0707o 0xc00800         1.5
57408.649828 18.955691      NaN     33.5    21 o    0   0.98 197.62446 -1.31419  2703.55  7290.81  3.58 3.34 -79.2 -0.451    19.17 20.67 02a57408o0722o 0xc00800         1.5
57408.665456 19.401649      NaN    -24.5    21 o    0   1.27 197.62446 -1.31419  3570.32  8457.48  3.47 3.33  83.6 -0.454    19.10 20.51 02a57408o0747o 0xc00900         1.5
57408.670316 19.128787      NaN    -10.5    27 o    0   1.01 197.62446 -1.31419  3867.70  6710.37  3.53 3.30 -85.7 -0.453    18.89 20.11 02a57408o0755o 0xc00800         1.5
57445.587945 18.431198      NaN     11.5    48 o    0   1.21 197.62446 -1.31419  2652.40  7969.95  3.53 3.30 -67.1 -0.478    18.42 19.30 02a57445o0742o 0xc00800         1.5
57445.610591 18.649074      NaN    -48.5    42 o    0   0.98 197.62446 -1.31419  2365.13  7389.71  3.67 3.29 -63.6 -0.473    18.39 19.26 02a57445o0783o 0xc00800         1.5
57445.633962 18.550302      NaN    -44.5    46 o    0   0.94 197.62446 -1.31419  3532.01  6810.05  3.61 3.26 -64.6 -0.476    18.33 19.18 02a57445o0824o 0xc00800         1.5
57445.657186 18.376212      NaN    -13.5    54 o    0   0.86 197.62446 -1.31419  3807.86  6694.46  3.69 3.33 -66.9 -0.470    18.22 19.02 02a57445o0865o 0xc00800         1.5
57464.524909 19.401649      NaN     -4.5    21 o    0   1.06 197.62446 -1.31419  2689.58  7569.96  3.84 3.36 -65.8 -0.475    19.20 20.88 02a57464o0635o 0xc00800         1.5
57464.547731 19.128787      NaN     22.5    20 o    0   1.01 197.62446 -1.31419  2399.26  6989.21  3.86 3.36 -60.2 -0.484    19.24 20.97 02a57464o0678o 0xc00800         1.5
57464.570250 19.351140      NaN    -25.5    22 o    0   0.87 197.62446 -1.31419  3566.47  6411.82  3.70 3.32 -59.9 -0.486    19.17 20.85 02a57464o0721o 0xc00900         1.5
57464.592805 19.384550      NaN      2.5    21 o    0   0.98 197.62446 -1.31419  3799.39  6685.45  3.65 3.27 -67.3 -0.481    19.16 20.82 02a57464o0764o 0xc00800         1.5
57476.504182 18.738855      NaN     33.5    28 o    0   0.86 197.62446 -1.31419  3001.38  7593.62  3.78 3.43 -68.9 -0.459    18.83 20.18 02a57476o0578o 0xc00800         1.5
57476.526429 19.169763      NaN    -20.5    26 o    0   1.00 197.62446 -1.31419  2711.32  7012.82  3.72 3.38 -65.7 -0.464    18.82 20.12 02a57476o0621o 0xc00800         1.5
57476.548549 19.089302      NaN    -26.5    28 o    0   1.04 197.62446 -1.31419  3878.58  6435.78  3.78 3.54 -60.5 -0.441    18.72 20.06 02a57476o0664o 0xc00800         1.5
57476.571892 18.311179      NaN     68.5    35 o    0   1.02 197.62446 -1.31419  3783.77  6689.76  4.42 4.19 -37.9 -0.412    18.44 19.88 02a57476o0707o 0xc00900         1.5
57493.415731 18.836735      NaN     38.5    23 o    0   1.45 197.62446 -1.31419  2843.46  7662.79  3.77 3.61 -51.0 -0.441    18.82 20.14 02a57493o0397o 0xc00800         1.5
57493.437105 19.212347      NaN    -34.5    25 o    0   1.01 197.62446 -1.31419  2563.08  7075.92  3.69 3.41 -65.8 -0.454    18.84 20.13 02a57493o0440o 0xc00800         1.5
57493.459529 19.038793      NaN     17.5    24 o    0   1.03 197.62446 -1.31419  3723.12  6498.28  3.60 3.33 -70.4 -0.449    18.85 20.09 02a57493o0485o 0xc00800         1.5
57493.474971 19.212347      NaN      1.5    25 o    0   1.23 197.62446 -1.31419  3799.58  6677.24  3.69 3.42 -72.2 -0.437    18.84 20.13 02a57493o0515o 0xc00800         1.5
57495.344268 18.550302      NaN     19.5    40 o    0   1.01 197.62446 -1.31419  7404.95  2996.19  3.86 3.66  28.6 -0.495    18.45 19.40 02a57495o0256o 0xc00800         1.5
57495.363382 18.675237      NaN    -63.5    41 o    0   1.16 197.62446 -1.31419  7424.22  3033.86  3.98 3.74  32.3 -0.488    18.38 19.33 02a57495o0292o 0xc00800         1.5
