         MJD         m       dm     uJy  duJy F  err  chi/N      RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57274.298169 19.454622      NaN     0.0    18 c    0   1.32 4.48417 23.98425  9923.04  2042.37 3.87 3.51  74.3 -0.440    19.42 21.35 02a57274o0011c 0xc00900        -6.0
57274.305296 19.226921      NaN     5.0    21 c    0   0.86 4.48417 23.98425  1580.97  4171.45 3.89 3.64 -72.9 -0.401    19.40 21.32 02a57274o0014c 0xc00800        -6.0
57275.291794 19.226921      NaN     8.0    20 c    0   1.16 4.48417 23.98425  8461.28  3531.20 4.06 3.71  75.2 -0.449    19.29 21.17 02a57275o0032c 0xc00800        -6.0
57275.303606 19.169763      NaN     6.0    22 c    0   1.02 4.48417 23.98425  9930.64  2046.71 4.50 3.86  47.4 -0.463    19.36 21.26 02a57275o0051c 0xc00800        -6.0
57275.308584 19.510313      NaN   -14.0    19 c    0   0.97 4.48417 23.98425  1587.84  4174.86 4.14 3.58 -43.0 -0.467    19.32 21.21 02a57275o0059c 0xc00800        -6.0
57275.312597 19.226921      NaN    11.0    19 c    0   0.93 4.48417 23.98425  9927.20  2047.59 4.51 3.90  45.9 -0.454    19.39 21.32 02a57275o0066c 0xc00800        -6.0
57275.316053 19.510313      NaN   -37.0    19 c    0   0.98 4.48417 23.98425  1584.86  4174.95 4.18 3.61 -43.2 -0.460    19.35 21.27 02a57275o0072c 0xc00800        -6.0
57314.369681 19.510313      NaN     0.0    17 c    0   0.91 4.48417 23.98425  2052.57  8261.17 4.53 3.69 -59.9 -0.451    19.51 21.53 02a57314o0256c 0xc00800        -6.0
57314.376622 19.026525      NaN    20.0    21 c    0   0.81 4.48417 23.98425  8611.09  2389.70 4.92 4.14  19.7 -0.425    19.50 21.54 02a57314o0263c 0xc00800        -6.0
57314.407466 19.367717      NaN     5.0    18 c    0   1.06 4.48417 23.98425   568.85  9759.62 4.90 3.93 -55.2 -0.407    19.49 21.53 02a57314o0307c 0xc00800        -6.0
57314.423871 19.549093      NaN    -5.0    18 c    0   1.03 4.48417 23.98425 10146.06  9772.10 4.78 3.98 -89.9 -0.383    19.49 21.53 02a57314o0331c 0xc00800        -6.0
57314.435782 19.454622      NaN   -27.0    20 c    0   0.80 4.48417 23.98425   559.32  9761.87 4.86 3.85 -56.0 -0.412    19.50 21.51 02a57314o0346c 0xc00800        -6.0
57314.454321 19.169763      NaN   -20.0    26 c    0   1.11 4.48417 23.98425 10141.54  9773.75 4.82 3.95  87.8 -0.392    19.01 20.95 02a57314o0373c 0xc00800        -6.0
57402.237040 18.900000      NaN    22.0    24 c    0   1.11 4.48417 23.98425  2422.49  7999.37 4.00 3.67 -71.7 -0.441    19.07 20.60 02a57402o0079c 0xc00800        -6.0
57402.252726 19.401649      NaN   -23.0    21 c    0   1.27 4.48417 23.98425  2719.68  8580.46 3.96 3.64 -70.6 -0.448    19.04 20.55 02a57402o0105c 0xc00800        -6.0
57402.269070 18.944322      NaN    12.0    26 c    0   1.01 4.48417 23.98425  1857.13  7424.80 4.14 3.57 -66.5 -0.451    19.00 20.49 02a57402o0132c 0xc00800        -6.0
57402.284790 19.155932      NaN    -5.0    26 c    0   1.20 4.48417 23.98425  1564.04  9186.46 4.12 3.79 -52.7 -0.438    18.93 20.39 02a57402o0158c 0xc00800        -6.0
57403.237106 18.317510      NaN    72.0    31 c    0   1.10 4.48417 23.98425  2425.91  7995.93 4.06 3.65 -77.8 -0.467    18.88 20.23 02a57403o0079c 0xc00800        -6.0
