         MJD         m       dm      uJy  duJy F  err    chi/N        RA       Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
58647.610267 18.944322      NaN   -119.0    32 o    0    10.06 346.94063 -48.75229  6232.16  2874.73 4.11 3.73 -21.6 -0.406    18.58 20.01 01a58647o0685o 0xc00801       140.0
58651.601230 18.110074      NaN   -176.0    69 o    0     2.24 346.94063 -48.75229  2370.62  2880.00 3.93 3.40  -9.9 -0.382    17.57 18.60 01a58651o0725o 0xc00800       140.0
58651.608652 18.208845      NaN     68.0    63 o    0     2.42 346.94063 -48.75229  2348.94  2841.46 3.63 3.55  21.5 -0.402    17.48 18.61 01a58651o0741o 0xc00800       140.0
58651.611530 18.063866      NaN   -210.0    72 o    0     2.08 346.94063 -48.75229  2407.78  2920.68 3.90 3.69  -7.7 -0.396    17.49 18.58 01a58651o0747o 0xc00800       140.0
58651.619950 17.633737      NaN   -210.0   107 o    0     1.58 346.94063 -48.75229  2425.58  2805.81 3.67 3.33  -6.1 -0.403    17.15 17.95 01a58651o0765o 0xc00800       140.0
58659.575986 19.128787      NaN   -136.0    27 o    0     9.25 346.94063 -48.75229  5486.51  2889.00 3.89 3.30  -9.9 -0.414    18.70 20.06 01a58659o0721o 0xc00800       140.0
58659.578863 18.978793      NaN   -151.0    31 o    0    13.76 346.94063 -48.75229  5464.84  2852.21 4.23 3.69  -9.0 -0.395    18.59 20.04 01a58659o0727o 0xc00801       140.0
58659.579322 19.089302      NaN   -111.0    28 o    0     8.02 346.94063 -48.75229  7110.49   415.89 4.25 3.54 -15.8 -0.359    18.68 20.00 01a58659o0728o 0xc00800       140.0
58659.582444 19.014394      NaN     -8.0    30 o    0    10.20 346.94063 -48.75229  7091.05   377.01 4.07 3.47 -15.0 -0.379    18.75 20.01 01a58659o0734o 0xc00801       140.0
58659.584782 19.128787      NaN   -125.0    27 o    0     8.56 346.94063 -48.75229  5521.90  2929.14 4.06 3.50 -10.4 -0.408    18.63 20.04 01a58659o0739o 0xc00800       140.0
58659.587574 19.014394      NaN    -71.0    30 o    0    15.64 346.94063 -48.75229  7146.46   454.12 4.39 3.74 -14.7 -0.352    18.60 20.01 01a58659o0745o 0xc00801       140.0
58659.594924 19.089302      NaN    -33.0    28 o    0     7.26 346.94063 -48.75229  5538.00  2813.66 4.00 3.37  -9.8 -0.423    18.67 20.06 01a58659o0760o 0xc00800       140.0
58659.597702 18.978793      NaN   -272.0    31 o    0     7.54 346.94063 -48.75229  7161.61   336.58 4.21 3.54 -15.7 -0.374    18.68 19.98 01a58659o0766o 0xc00800       140.0
58659.622219 17.584152      NaN     56.0   112 o    0     1.32 346.94063 -48.75229  5499.73  2873.19 3.63 3.17  -6.5 -0.443    17.05 17.97 01a58659o0817o 0xc00800       140.0
58659.623140 17.170087      NaN   -492.0   164 o    0     1.03 346.94063 -48.75229  7121.83   395.65 4.17 3.22 -11.9 -0.421    16.86 17.63 01a58659o0819o 0xc00902       140.0
