Nested Sampling Global Log-Evidence           :   -0.741035166436729065E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.143578349917882808E+01  +/-    0.104291362910365823E+00

Dim No.       Mean        Sigma
   1    0.972948149736473367E-01    0.162296446476292320E-02
   2   -0.148451500424420004E+02    0.101075352019388082E+00
   3    0.903719880368639261E+00    0.352700756505881785E-02
   4    0.147835480083724158E+01    0.511554125848609487E-02
   5    0.113447873913475952E-01    0.123470718285972674E-03
   6    0.166962514714219101E+01    0.123520013643949283E-02
   7   -0.158103809724919353E+01    0.420838928031629644E-01
   8   -0.212968850048053104E-01    0.240062005158284131E-02
   9   -0.252215340880520333E+01    0.102296873897912186E+00
  10   -0.115642228336718209E+00    0.694690269875687574E-02
  11   -0.768346678966072422E-01    0.384871717699984770E-02
  12   -0.198456285877049665E+00    0.443686406227464421E-02
  13   -0.145179726090478661E+00    0.185720098479379863E-02
  14   -0.105916509607887499E+01    0.758595276645284561E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.975813384224499952E-01
   2   -0.149978212218002085E+02
   3    0.906209223743220438E+00
   4    0.148852118248782284E+01
   5    0.111710999212272684E-01
   6    0.166922438856692357E+01
   7   -0.164028057132058791E+01
   8   -0.230745743793372010E-01
   9   -0.248479737412968582E+01
  10   -0.116105860666904287E+00
  11   -0.795008238316639165E-01
  12   -0.197680600833448489E+00
  13   -0.147343458770057306E+00
  14   -0.106170156552359773E+01

MAP Parameters
Dim No.        Parameter
   1    0.967916703346637791E-01
   2   -0.147044354045834922E+02
   3    0.904608785548909444E+00
   4    0.148413660195211294E+01
   5    0.113269206862206418E-01
   6    0.167111386388045746E+01
   7   -0.163636953405635910E+01
   8   -0.159075733145033170E-01
   9   -0.244837590786411896E+01
  10   -0.126193458769372685E+00
  11   -0.814926493417792441E-01
  12   -0.191896353898976135E+00
  13   -0.144008604677753227E+00
  14   -0.105406139191523929E+01
