Nested Sampling Global Log-Evidence           :   -0.112525972015563092E+02  +/-    0.312883658945166954E+00
Nested Importance Sampling Global Log-Evidence:   -0.162191282981052574E+02  +/-    0.439208644815231725E-01

Dim No.       Mean        Sigma
   1    0.564482458388005093E-01    0.330671576584688973E-01
   2   -0.121650684250866252E+02    0.185196155239392457E+01
   3    0.775362854381511646E+00    0.122550101020573357E+00
   4    0.134559189374886401E+01    0.362539178018183084E+00
   5    0.976115518010959270E-02    0.289667934661196926E-02
   6    0.181274489261459881E+01    0.114508994397097510E+00
   7   -0.172313383834370071E+01    0.447850212964221728E+00
   8   -0.893282686976096252E-01    0.708868038718408894E-01
   9   -0.349077304015866430E+01    0.390170193084442785E+01
  10   -0.142696089263186110E+00    0.168682491407801172E+00
  11   -0.406683752819134089E-01    0.155947593458158562E+00
  12   -0.268865196551265784E+00    0.188614039258380550E+00
  13   -0.307191924198786694E-01    0.141866767618870071E+00
  14   -0.105352908874836748E+01    0.481553074779837581E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.331088928300975333E-01
   2   -0.129136978956005173E+02
   3    0.761618746000084057E+00
   4    0.632440496427515320E+00
   5    0.549928309649586750E-02
   6    0.190556831609764177E+01
   7   -0.177227183436074864E+01
   8   -0.222780737127429226E-01
   9   -0.616497077977667729E+01
  10   -0.346907269339310764E+00
  11    0.596022295863551030E-01
  12   -0.209857212646825081E+00
  13   -0.500500181878986844E-01
  14   -0.100132081212980895E+01

MAP Parameters
Dim No.        Parameter
   1    0.331088928300975333E-01
   2   -0.129136978956005173E+02
   3    0.761618746000084057E+00
   4    0.632440496427515320E+00
   5    0.549928309649586750E-02
   6    0.190556831609764177E+01
   7   -0.177227183436074864E+01
   8   -0.222780737127429226E-01
   9   -0.616497077977667729E+01
  10   -0.346907269339310764E+00
  11    0.596022295863551030E-01
  12   -0.209857212646825081E+00
  13   -0.500500181878986844E-01
  14   -0.100132081212980895E+01
