Nested Sampling Global Log-Evidence           :   -0.127581434481568987E+02  +/-    0.395160391711496806E+00
Nested Importance Sampling Global Log-Evidence:   -0.171325017764527168E+02  +/-    0.418477552379339854E-01

Dim No.       Mean        Sigma
   1    0.738283199426921360E-01    0.340714310571706078E-01
   2   -0.250554960956903461E+01    0.234391538260385612E+01
   3    0.424054599817818290E+00    0.232589903099017892E+00
   4    0.133492658657726260E+01    0.418351379798005241E+00
   5    0.104257894624472120E-01    0.354345070931234634E-02
   6    0.170841114474991707E+01    0.188546166697257239E+00
   7   -0.169842210973911345E+01    0.436200125534184080E+00
   8    0.590801564675920363E-01    0.457129188664523456E-01
   9   -0.114550016789680931E+01    0.259069726386293331E+01
  10   -0.223278000627103568E+00    0.134132845080254276E+00
  11   -0.908940963226115284E-01    0.132247998235455771E+00
  12   -0.977155311652580100E-01    0.134796258148545511E+00
  13   -0.975554019030948905E-01    0.177495295152217708E+00
  14   -0.106272001181478304E+01    0.531985142499503613E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.175791229304422952E-01
   2   -0.121932979310815526E+01
   3    0.573726970642456369E+00
   4    0.121932902040845392E+01
   5    0.646329692817627401E-02
   6    0.177162406866956457E+01
   7   -0.142308014638672331E+01
   8    0.132990138443007222E+00
   9   -0.149475252886444565E+01
  10   -0.325781808770309433E+00
  11   -0.197832658872048109E-01
  12    0.110240086796383724E+00
  13   -0.192733471194430822E+00
  14   -0.104522969478907135E+01

MAP Parameters
Dim No.        Parameter
   1    0.175791229304422952E-01
   2   -0.121932979310815526E+01
   3    0.573726970642456369E+00
   4    0.121932902040845392E+01
   5    0.646329692817627401E-02
   6    0.177162406866956457E+01
   7   -0.142308014638672331E+01
   8    0.132990138443007222E+00
   9   -0.149475252886444565E+01
  10   -0.325781808770309433E+00
  11   -0.197832658872048109E-01
  12    0.110240086796383724E+00
  13   -0.192733471194430822E+00
  14   -0.104522969478907135E+01
