         MJD         m       dm     uJy  duJy F  err  chi/N        RA       Dec        x        y   maj   min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57227.464647 19.384550      NaN       4    20 o    0   1.22 349.18811 -23.31365  7186.19  6717.22  3.77  3.24 -86.3 -0.443    19.14 20.72 02a57227o0187o   0.200000
57227.485894 19.318728      NaN       5    21 o    0   1.20 349.18811 -23.31365  7189.94  6720.80  3.80  3.33 -87.8 -0.437    19.14 20.73 02a57227o0217o   0.238095
57227.508010 19.401649      NaN      -5    21 o    0   1.01 349.18811 -23.31365  8637.01  5285.91  3.85  3.29  85.7 -0.439    19.18 20.80 02a57227o0248o  -0.238095
57227.524985 19.256669      NaN     -18    24 o    0   0.79 349.18811 -23.31365   190.10  4621.97  3.85  3.44 -63.9 -0.434    19.17 20.83 02a57227o0272o  -0.750000
57227.530822 19.271854      NaN      17    18 o    0   1.11 349.18811 -23.31365  8637.18  5285.56  3.77  3.20  85.0 -0.438    19.22 20.83 02a57227o0280o   0.944444
57227.547427 19.169763      NaN      18    20 o    0   1.03 349.18811 -23.31365   189.53  4621.07  3.74  3.28 -66.6 -0.451    19.23 20.84 02a57227o0303o   0.900000
57228.538288 19.510313      NaN     -25    19 o    0   0.99 349.18811 -23.31365  9939.33  6977.06  3.82  3.17 -88.4 -0.424    19.14 20.65 02a57228o0337o  -1.315789
57228.553126 19.454622      NaN     -10    20 o    0   1.17 349.18811 -23.31365   353.84  6987.06  3.52  3.36 -86.0 -0.467    19.15 20.69 02a57228o0353o  -0.500000
57228.565373 19.351140      NaN     -19    22 o    0   0.93 349.18811 -23.31365   817.19  3376.07  3.73  3.50 -70.7 -0.428    19.18 20.69 02a57228o0366o  -0.863636
57228.580055 19.334813      NaN       1    22 o    0   1.00 349.18811 -23.31365 10403.01  3357.93  3.64  3.15  89.7 -0.439    19.18 20.71 02a57228o0382o   0.045455
57228.606090 19.401649      NaN     -19    21 o    0   0.91 349.18811 -23.31365  8952.87  4847.57  3.56  3.05 -86.2 -0.423    19.12 20.58 02a57228o0411o  -0.904762
57288.357476 18.702047      NaN     -45    40 o    0   0.92 349.18811 -23.31365  9978.14  6981.23  4.56  3.16  87.8 -0.557    18.57 19.86 02a57288o0224o  -1.125000
57288.364030 18.711133      NaN      20    33 o    0   1.05 349.18811 -23.31365   393.66  6987.93  4.37  3.39 -59.2 -0.437    18.58 19.93 02a57288o0234o   0.606061
57288.368541 18.702047      NaN      -8    40 o    0   1.11 349.18811 -23.31365  9971.87  6983.45  4.60  3.13  87.8 -0.555    18.57 19.88 02a57288o0240o  -0.200000
57288.380634 18.978793      NaN     -18    31 o    0   1.14 349.18811 -23.31365   387.80  6991.66  4.32  3.27 -59.2 -0.435    18.57 19.92 02a57288o0259o  -0.580645
57297.358347 18.978793      NaN     -45    31 o    0   1.11 349.18811 -23.31365   407.89  6987.10  4.38  3.36 -60.8 -0.444    18.76 20.10 02a57297o0090o  -1.451613
57297.359937 18.847027      NaN     -23    35 o    0   1.12 349.18811 -23.31365  9986.08  6983.67  4.91  3.54  84.8 -0.478    18.75 20.09 02a57297o0092o  -0.657143
57297.372884 18.382935      NaN      56    35 o    0   0.93 349.18811 -23.31365   570.73  3614.67  4.83  3.62 -38.5 -0.441    18.72 20.06 02a57297o0112o   1.600000
57297.391264 18.847027      NaN     -38    35 o    0   1.16 349.18811 -23.31365 10153.23  3604.85  4.44  3.86  50.7 -0.486    18.74 20.07 02a57297o0138o  -1.085714
57297.398270 19.169763      NaN     -30    26 o    0   1.12 349.18811 -23.31365  8693.85  5086.84  4.15  3.61  88.8 -0.471    18.73 20.06 02a57297o0149o  -1.153846
57297.425758 18.978793      NaN     -60    31 o    0   0.92 349.18811 -23.31365  8696.90  5090.95  4.19  3.65  88.1 -0.463    18.72 20.05 02a57297o0190o  -1.935484
57298.346090 19.128787      NaN      -3    27 o    0   1.15 349.18811 -23.31365 10003.79  6987.73  4.82  3.59  87.7 -0.482    19.04 20.69 02a57298o0224o  -0.111111
57298.354524 19.169763      NaN     -35    26 o    0   1.07 349.18811 -23.31365   421.19  6992.40  4.58  3.52 -58.8 -0.442    18.96 20.57 02a57298o0236o  -1.346154
57298.369386 19.014394      NaN     -37    30 o    0   0.78 349.18811 -23.31365   567.71  3617.07  4.79  3.52 -39.9 -0.446    18.91 20.38 02a57298o0259o  -1.233333
57298.385643 18.711133      NaN      20    33 o    0   1.12 349.18811 -23.31365 10152.01  3609.64  4.39  3.83  57.9 -0.511    18.87 20.30 02a57298o0283o   0.606061
57298.413647 18.623526      NaN      39    30 o    0   0.96 349.18811 -23.31365  8692.60  5092.16  4.07  3.62  89.7 -0.462    18.83 20.25 02a57298o0325o   1.300000
57298.439342 19.169763      NaN     -74    26 o    0   1.22 349.18811 -23.31365  8694.15  5093.03  4.08  3.58 -89.9 -0.473    18.79 20.19 02a57298o0363o  -2.846154
57303.312085 19.169763      NaN      -2    26 o    0   1.04 349.18811 -23.31365  9985.43  6982.79  4.66  3.54  83.3 -0.471    19.06 20.67 02a57303o0112o  -0.076923
57303.321980 19.256669      NaN     -29    24 o    0   1.09 349.18811 -23.31365   395.51  6983.20  4.38  3.55 -63.5 -0.436    19.05 20.70 02a57303o0123o  -1.208333
57303.369891 19.089302      NaN       3    27 o    0   0.81 349.18811 -23.31365 10162.37  3611.56  4.55  3.90  56.6 -0.474    19.16 20.90 02a57303o0142o   0.111111
57303.371809 19.302877      NaN     -29    23 o    0   0.87 349.18811 -23.31365  8701.85  5089.10  4.26  3.81  83.8 -0.454    19.13 20.90 02a57303o0145o  -1.260870
57303.394787 19.212347      NaN     -26    25 o    0   0.89 349.18811 -23.31365  8699.07  5091.08  4.23  3.84  82.3 -0.465    19.06 20.76 02a57303o0178o  -1.040000
57321.294433 17.949472      NaN     -62    80 o    0   1.18 349.18811 -23.31365  9990.40  7008.77  4.91  3.17  84.3 -0.467    17.95 18.69 02a57321o0167o  -0.775000
57321.307612 17.778234      NaN      86    65 o    0   1.16 349.18811 -23.31365   403.09  7012.66  5.30  3.38 -62.6 -0.414    17.92 18.66 02a57321o0185o   1.323077
57321.318152 18.158337      NaN       6    64 o    0   1.09 349.18811 -23.31365   656.71  3626.23  5.65  3.85 -40.0 -0.466    18.01 18.73 02a57321o0199o   0.093750
57321.332468 18.125925      NaN    -108    68 o    0   1.17 349.18811 -23.31365 10238.23  3617.50  4.77  3.95  48.8 -0.494    17.95 18.64 02a57321o0219o  -1.588235
57321.356618 17.954005      NaN      44    65 o    0   0.89 349.18811 -23.31365  8778.32  5099.87  4.09  3.33  88.4 -0.539    17.95 18.60 02a57321o0254o   0.676923
57321.384517 17.552310      NaN     148    66 o    0   0.86 349.18811 -23.31365  8783.87  5105.34  4.09  3.44 -89.1 -0.531    17.91 18.54 02a57321o0294o   2.242424
57329.288939 18.598565      NaN     -16    44 o    0   0.81 349.18811 -23.31365   709.68  3643.28  6.39  4.25 -43.2 -0.483    18.75 20.34 02a57329o0145o  -0.363636
57329.301555 18.582238      NaN      29    35 o    0   1.17 349.18811 -23.31365 10294.77  3639.72  5.06  4.18  39.8 -0.488    18.67 20.23 02a57329o0165o   0.828571
57329.313001 18.598565      NaN     -63    44 o    0   1.03 349.18811 -23.31365   707.92  3646.94  6.38  4.28 -47.6 -0.455    18.53 20.12 02a57329o0183o  -1.431818
57329.326456 18.362890      NaN      32    44 o    0   1.16 349.18811 -23.31365 10296.74  3643.56  4.99  4.20  43.4 -0.472    18.50 20.06 02a57329o0204o   0.727273
57329.353071 18.382935      NaN      44    39 o    0   0.79 349.18811 -23.31365  8840.08  5121.28  4.32  3.98  77.2 -0.493    18.56 20.11 02a57329o0245o   1.128205
57329.380005 19.256669      NaN      -4    24 o    0   2.08 349.18811 -23.31365  8842.60  5122.82  4.23  3.84  79.7 -0.502    18.73 20.35 02a57329o0286o  -0.166667
57368.220797 18.729535      NaN     -12    39 o    0   1.00 349.18811 -23.31365  1196.99  3140.47  5.63  4.09 -34.0 -0.466    18.69 20.10 02a57368o0075o  -0.307692
57368.232487 18.786693      NaN      12    33 o    0   1.20 349.18811 -23.31365  1505.46  3732.02  5.15  3.96 -39.5 -0.461    18.72 20.10 02a57368o0094o   0.363636
57368.243533 18.729535      NaN       3    38 o    0   0.99 349.18811 -23.31365   623.74  2548.65  6.04  3.88 -37.0 -0.453    18.74 20.11 02a57368o0112o   0.078947
57368.253335 18.615142      NaN      25    35 o    0   0.99 349.18811 -23.31365 10218.29  2549.03  4.38  3.84  33.8 -0.510    18.78 20.20 02a57368o0128o   0.714286
57368.256422 18.944322      NaN     -13    32 o    0   1.07 349.18811 -23.31365   344.00  4296.41  5.55  3.93 -45.9 -0.419    18.73 20.14 02a57368o0133o  -0.406250
57368.266229 18.452558      NaN      58    31 o    0   0.92 349.18811 -23.31365  9906.39  4310.29  4.22  3.85  66.7 -0.474    18.75 20.21 02a57368o0149o   1.870968
57369.219372 18.910912      NaN     -48    33 o    0   0.97 349.18811 -23.31365  1198.63  3137.85  4.56  3.88 -45.6 -0.452    18.80 20.25 02a57369o0003o  -1.454545
57369.230849 18.910912      NaN     -13    33 o    0   0.88 349.18811 -23.31365  1503.54  3730.66  4.51  3.75 -42.8 -0.472    18.82 20.24 02a57369o0022o  -0.393939
57369.241716 18.796518      NaN      11    33 o    0   1.07 349.18811 -23.31365   620.45  2548.21  5.10  3.71 -39.3 -0.480    18.81 20.20 02a57369o0040o   0.333333
57369.251363 18.910912      NaN     -30    33 o    0   0.94 349.18811 -23.31365 10214.25  2548.10  3.95  3.34  79.2 -0.462    18.84 20.26 02a57369o0056o  -0.909091
57369.254371 19.051202      NaN     -19    29 o    0   1.37 349.18811 -23.31365   339.09  4294.93  5.04  3.73 -48.6 -0.453    18.79 20.18 02a57369o0061o  -0.655172
57369.264030 19.169763      NaN     -26    26 o    0   1.46 349.18811 -23.31365  9900.44  4308.41  4.09  3.53  75.7 -0.476    18.81 20.25 02a57369o0077o  -1.000000
57378.204710 18.336727      NaN     -30    56 o    0   1.31 349.18811 -23.31365  1194.19  3143.44  5.83  4.12 -42.4 -0.464    18.25 19.26 02a57378o0041o  -0.535714
57378.215943 18.317510      NaN      -6    57 o    0   0.82 349.18811 -23.31365  1503.68  3734.07  5.60  4.11 -44.2 -0.469    18.29 19.35 02a57378o0059o  -0.105263
57378.226368 18.125925      NaN      12    64 o    0   0.92 349.18811 -23.31365   622.48  2551.40  6.71  4.20 -39.9 -0.433    18.27 19.32 02a57378o0076o   0.187500
57378.234960 18.317510      NaN     -72    57 o    0   0.90 349.18811 -23.31365 10217.00  2552.65  4.26  3.65  36.2 -0.515    18.35 19.31 02a57378o0090o  -1.263158
57378.238024 18.376212      NaN     -17    54 o    0   1.00 349.18811 -23.31365   341.47  4298.51  5.92  3.99 -46.9 -0.425    18.26 19.27 02a57378o0095o  -0.314815
57378.246041 18.356290      NaN     -26    55 o    0   0.94 349.18811 -23.31365  9901.16  4310.34  4.64  4.31  64.0 -0.459    18.19 19.28 02a57378o0108o  -0.472727
