         MJD         m       dm   uJy  duJy F  err  chi/N        RA       Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57243.431205 18.955691      NaN    32    21 c    0   0.81 349.18811 -23.30697 10019.13  6946.75 4.25 3.70  82.5 -0.425    19.42 21.32 02a57243o0270c  1.523810
57243.445352 19.271854      NaN    20    17 c    0   1.04 349.18811 -23.30697   432.20  6958.14 4.12 3.78 -60.1 -0.386    19.41 21.35 02a57243o0290c  1.176471
57243.457412 19.569016      NaN   -16    18 c    0   1.00 349.18811 -23.30697 10010.13  6954.15 4.23 3.68  83.1 -0.427    19.45 21.35 02a57243o0305c -0.888889
57243.476916 19.696897      NaN   -24    16 c    0   1.14 349.18811 -23.30697   368.60  6964.19 3.96 3.66 -56.9 -0.402    19.48 21.38 02a57243o0333c -1.500000
57243.483075 19.510313      NaN   -11    19 c    0   0.69 349.18811 -23.30697  1827.49  5484.35 3.86 3.56 -56.6 -0.416    19.50 21.41 02a57243o0341c -0.578947
57243.514859 19.696897      NaN   -13    16 c    0   0.93 349.18811 -23.30697  1812.77  5491.14 3.87 3.56 -55.5 -0.416    19.47 21.33 02a57243o0376c -0.812500
57244.433262 19.569016      NaN    -4    18 c    0   0.96 349.18811 -23.30697  9973.11  6948.19 4.09 3.52  82.7 -0.439    19.49 21.35 02a57244o0237c -0.222222
57244.447357 19.454622      NaN   -10    20 c    0   0.88 349.18811 -23.30697   385.78  6961.15 3.85 3.56 -61.1 -0.411    19.47 21.31 02a57244o0257c -0.500000
57244.459729 19.631075      NaN   -21    17 c    0   1.04 349.18811 -23.30697  9966.19  6953.84 4.04 3.49  84.2 -0.419    19.49 21.33 02a57244o0273c -1.235294
57244.479267 19.510313      NaN     0    19 c    0   0.78 349.18811 -23.30697   375.83  6965.28 3.92 3.60 -55.9 -0.405    19.49 21.36 02a57244o0301c  0.000000
57244.484602 19.454622      NaN    12    16 c    0   1.06 349.18811 -23.30697  1834.71  5486.95 3.79 3.48 -56.7 -0.423    19.51 21.38 02a57244o0308c  0.750000
57244.510240 19.569016      NaN   -26    18 c    0   0.82 349.18811 -23.30697  1821.67  5493.23 3.77 3.47 -52.9 -0.427    19.51 21.35 02a57244o0344c -1.444444
57245.426588 19.510313      NaN    -7    19 c    0   0.97 349.18811 -23.30697  9982.89  6947.67 4.21 3.66  84.5 -0.422    19.40 21.24 02a57245o0259c -0.368421
57245.440579 19.510313      NaN    -2    19 c    0   0.84 349.18811 -23.30697   396.97  6960.79 3.84 3.54 -61.0 -0.416    19.43 21.25 02a57245o0279c -0.105263
57245.442106 19.401649      NaN    -7    21 c    0   0.78 349.18811 -23.30697  9977.79  6951.09 4.14 3.61  84.1 -0.429    19.43 21.26 02a57245o0281c -0.333333
57245.453627 19.014394      NaN    33    19 c    0   0.89 349.18811 -23.30697   394.54  6962.55 3.89 3.56 -59.5 -0.414    19.42 21.24 02a57245o0296c  1.736842
57245.478524 19.696897      NaN   -12    16 c    0   1.17 349.18811 -23.30697  1841.75  5487.60 3.83 3.52 -56.9 -0.415    19.43 21.26 02a57245o0331c -0.750000
57245.503431 19.696897      NaN   -24    16 c    0   1.12 349.18811 -23.30697  1830.47  5493.47 3.87 3.53 -48.7 -0.424    19.43 21.25 02a57245o0366c -1.500000
57304.330192 18.816441      NaN    42    22 c    0   0.84 349.18811 -23.30697  9992.66  6974.86 5.29 3.95  84.2 -0.387    19.15 21.23 02a57304o0196c  1.909091
