         MJD         m       dm      uJy  duJy F  err     chi/N        RA       Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57222.477583 19.419021      NaN      4.0    20 o    0      1.81 312.14158 -20.20516  1151.23   972.66  4.14 3.51 -30.6 -0.468    19.24 20.87 02a57222o0259o 0xc00800         2.0
57222.478254 19.226921      NaN      4.0    24 o    0      0.89 312.14158 -20.20516   356.54  6484.65  3.77 3.45 -64.4 -0.453    19.23 20.84 02a57222o0260o 0xc00800         2.0
57222.480230 19.401649      NaN    -26.0    21 o    0      0.91 312.14158 -20.20516  4767.99  9944.17  3.64 3.49 -38.1 -0.432    19.21 20.83 02a57222o0263o 0xc00800         2.0
57222.480905 19.569016      NaN     -9.0    18 o    0      1.21 312.14158 -20.20516  5443.60  4433.85  3.56 3.36 -80.9 -0.435    19.23 20.87 02a57222o0264o 0xc00800         2.0
57222.489302 19.569016      NaN      0.0    18 o    0      1.39 312.14158 -20.20516  1152.52   975.11  4.14 3.50 -29.6 -0.468    19.25 20.90 02a57222o0276o 0xc00800         2.0
57222.489971 19.256669      NaN    -18.0    24 o    0      0.77 312.14158 -20.20516   357.97  6486.77  3.77 3.50 -64.2 -0.444    19.22 20.85 02a57222o0277o 0xc00800         2.0
57222.492006 19.401649      NaN     -6.0    21 o    0      1.02 312.14158 -20.20516  4769.94  9946.12  3.68 3.53 -58.1 -0.441    19.22 20.85 02a57222o0280o 0xc00800         2.0
57222.492670 19.510313      NaN    -19.0    19 o    0      0.93 312.14158 -20.20516  5445.28  4435.73  3.56 3.37 -80.7 -0.436    19.23 20.87 02a57222o0281o 0xc00800         2.0
57222.494032 19.212347      NaN      0.0    25 o    0      0.92 312.14158 -20.20516 10437.33  2249.38  3.77 3.37  56.4 -0.502    19.25 20.90 02a57222o0283o 0xc00800         2.0
57222.494720 19.142275      NaN     19.0    21 o    0      1.02 312.14158 -20.20516  9879.79  7800.07  3.78 3.12 -89.4 -0.449    19.24 20.86 02a57222o0284o 0xc00800         2.0
57222.500920 18.767304      NaN     55.0    20 o    0      1.58 312.14158 -20.20516  1154.90   977.35  4.16 3.53 -30.8 -0.468    19.25 20.88 02a57222o0293o 0xc00800         2.0
57222.501599 19.302877      NaN    -36.0    23 o    0      0.86 312.14158 -20.20516   360.60  6488.88  3.71 3.42 -67.8 -0.454    19.24 20.84 02a57222o0294o 0xc00900         2.0
57222.503649 19.334813      NaN      9.0    20 o    0      1.47 312.14158 -20.20516  4771.97  9948.38  3.58 3.45 -52.8 -0.440    19.23 20.83 02a57222o0297o 0xc00900         2.0
57222.504324 19.510313      NaN    -22.0    19 o    0      0.85 312.14158 -20.20516  5447.10  4438.08  3.51 3.29 -79.1 -0.444    19.24 20.86 02a57222o0298o 0xc00800         2.0
57222.505670 19.287255      NaN      3.0    23 o    0      0.92 312.14158 -20.20516 10438.48  2251.50  3.76 3.29  63.4 -0.491    19.26 20.89 02a57222o0300o 0xc00800         2.0
57222.506347 19.226921      NaN     10.0    22 o    0      0.79 312.14158 -20.20516  9881.06  7802.22  3.77 3.10  89.6 -0.446    19.23 20.85 02a57222o0301o 0xc00800         2.0
57222.512478 19.454622      NaN     -3.0    20 o    0      1.40 312.14158 -20.20516  1157.15   979.56  4.16 3.52 -29.9 -0.467    19.25 20.87 02a57222o0310o 0xc00800         2.0
57222.513168 19.351140      NaN    -26.0    22 o    0      1.03 312.14158 -20.20516   362.70  6490.84  3.76 3.44 -64.1 -0.450    19.22 20.85 02a57222o0311o 0xc00800         2.0
57222.515191 19.302877      NaN     -1.0    23 o    0      0.87 312.14158 -20.20516  4774.61  9950.58  3.58 3.46 -60.9 -0.436    19.23 20.85 02a57222o0314o 0xc00800         2.0
57222.515900 19.401649      NaN    -18.0    21 o    0      0.78 312.14158 -20.20516  5449.49  4440.35  3.54 3.30 -76.6 -0.443    19.25 20.88 02a57222o0315o 0xc00800         2.0
57222.517268 19.197966      NaN      9.0    23 o    0      0.97 312.14158 -20.20516 10440.28  2254.21  3.76 3.29  65.9 -0.479    19.25 20.89 02a57222o0317o 0xc00900         2.0
57222.517956 19.401649      NaN     -8.0    21 o    0      1.10 312.14158 -20.20516  9883.19  7804.94  3.78 3.09 -89.0 -0.444    19.24 20.87 02a57222o0318o 0xc00800         2.0
57227.339988 18.944322      NaN     14.0    28 o    0      1.33 312.14158 -20.20516 10435.84  3061.14  4.23 3.58  70.2 -0.483    18.84 20.30 02a57227o0027o 0xc00800         2.0
57227.351428 19.183773      NaN      4.0    25 o    0      1.13 312.14158 -20.20516  1923.30  4709.63  3.79 3.44 -59.8 -0.464    18.87 20.30 02a57227o0043o 0xc00900         2.0
57227.357693 18.878500      NaN    -16.0    34 o    0      0.85 312.14158 -20.20516  7824.64 10326.27  4.16 3.69 -67.9 -0.465    18.94 20.42 02a57227o0052o 0xc00800         2.0
57227.374275 19.351140      NaN    -13.0    22 o    0      1.40 312.14158 -20.20516  3383.35  3250.82  3.96 3.68 -50.4 -0.428    18.89 20.43 02a57227o0069o 0xc00800         2.0
57227.380783 18.424171      NaN     76.0    27 o    0      1.26 312.14158 -20.20516  7829.96 10330.53  4.22 3.61 -68.7 -0.475    19.02 20.51 02a57227o0078o 0xc00800         2.0
57227.394910 18.978793      NaN     26.0    23 o    0      1.22 312.14158 -20.20516  3387.37  3252.76  3.62 3.34 -58.1 -0.459    19.03 20.51 02a57227o0098o 0xc00800         2.0
57228.449720 19.128787      NaN    -11.0    27 o    0      1.25 312.14158 -20.20516  1330.97   824.22  3.76 3.42 -56.8 -0.456    18.99 20.34 02a57228o0241o 0xc00800         2.0
