Nested Sampling Global Log-Evidence           :   -0.187032390255769498E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.252818792575061169E+01  +/-    0.969310295671110406E-01

Dim No.       Mean        Sigma
   1    0.105660098254576146E+00    0.860511108077594727E-03
   2   -0.142065958689811200E+02    0.309581095164432191E-01
   3    0.880384623742428540E+00    0.118771987219014308E-02
   4    0.122194248868625621E+01    0.411082584412291938E-02
   5    0.838190299545420701E-02    0.211710785948079639E-03
   6    0.177898647021098988E+01    0.171906037243556168E-02
   7   -0.157732654814336271E+01    0.320163586624491736E-01
   8   -0.597243288368828340E-01    0.757394786614331498E-03
   9   -0.177004402156781926E+01    0.267541040151540489E-01
  10   -0.907693789117338667E-01    0.401657444125862358E-02
  11   -0.709334289728994344E-01    0.733860580937359831E-02
  12   -0.307234795485993972E+00    0.164987219551071609E-01
  13   -0.614792466296011225E-01    0.253938621771228681E-02
  14   -0.109413274943011096E+01    0.280590912706473817E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.107082762841081966E+00
   2   -0.141901758614625351E+02
   3    0.881096232257509770E+00
   4    0.123476014411604007E+01
   5    0.820272895607437186E-02
   6    0.177852729969311252E+01
   7   -0.154817721995767332E+01
   8   -0.595350115562944607E-01
   9   -0.177025918940905780E+01
  10   -0.905417984755910177E-01
  11   -0.749570042782986834E-01
  12   -0.316366454087826932E+00
  13   -0.678133011944258429E-01
  14   -0.109986556340908836E+01

MAP Parameters
Dim No.        Parameter
   1    0.103937784926443871E+00
   2   -0.142083860107499937E+02
   3    0.878979209521889238E+00
   4    0.121941583923282137E+01
   5    0.867543171410858037E-02
   6    0.177713299225881705E+01
   7   -0.156788627546120174E+01
   8   -0.590518177316575119E-01
   9   -0.180725388961152711E+01
  10   -0.860635536709931509E-01
  11   -0.683338648030717977E-01
  12   -0.293083652112019144E+00
  13   -0.614110445025337071E-01
  14   -0.109528985744790130E+01
