Nested Sampling Global Log-Evidence           :   -0.198365205018942725E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.251164238294384212E+01  +/-    0.782303004587786288E-01

Dim No.       Mean        Sigma
   1    0.200314345599635485E+00    0.158890670885324689E-02
   2   -0.211329025413310418E+02    0.275447700671672346E+00
   3    0.163175035093279774E+01    0.375153606200115093E-02
   4    0.159633553481908308E+01    0.455657661839708843E-02
   5    0.582314650437330480E-02    0.731658127867854346E-04
   6    0.149781119822174036E+01    0.431749318767680242E-02
   7   -0.184884270811428086E+01    0.777345053615977194E-01
   8   -0.170387129742552768E+00    0.189805176057337923E-02
   9   -0.175397277960892461E+01    0.124665898591181185E+00
  10    0.680928717566246372E-01    0.776737672747815442E-02
  11   -0.274480039396511749E-01    0.247441530324625037E-02
  12   -0.196091179703642676E+00    0.108559784297563144E-01
  13   -0.157977723231218052E-01    0.571231960983987867E-02
  14   -0.108882424192660077E+01    0.920328039968409083E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.203099556398090075E+00
   2   -0.212842600083873847E+02
   3    0.162919616960793756E+01
   4    0.159882848555549129E+01
   5    0.579327443802456470E-02
   6    0.149338127738618298E+01
   7   -0.207495627206575284E+01
   8   -0.174200581886955336E+00
   9   -0.175362875241198335E+01
  10    0.689791854770737678E-01
  11   -0.257869780548007251E-01
  12   -0.185916031610165539E+00
  13   -0.567072747151305297E-02
  14   -0.109863445482360733E+01

MAP Parameters
Dim No.        Parameter
   1    0.197352635393154507E+00
   2   -0.216943189144996218E+02
   3    0.163294324249838008E+01
   4    0.159508078497522576E+01
   5    0.574152764525930320E-02
   6    0.150440154197165543E+01
   7   -0.186807435798084631E+01
   8   -0.170590466878060787E+00
   9   -0.169709055314635604E+01
  10    0.635008060926632728E-01
  11   -0.310300001644526618E-01
  12   -0.198076201240163813E+00
  13   -0.285943746013064687E-01
  14   -0.108221486568962666E+01
