Nested Sampling Global Log-Evidence           :   -0.389383394519937864E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.687643884753523893E+00  +/-    0.384524441890815444E-01

Dim No.       Mean        Sigma
   1    0.814188055344762102E-01    0.173500988543125764E-02
   2   -0.252249719296091008E+02    0.249572844403046334E+00
   3    0.861419143697917833E+00    0.218393779979038812E-01
   4    0.117772315283580054E+01    0.777515255174541925E-01
   5    0.100686437411071118E-01    0.374641210740695666E-03
   6    0.191746667954984273E+01    0.135784876939852219E-01
   7   -0.202681214493154149E+01    0.112479154375539556E+00
   8   -0.640460905721108170E-01    0.140883615840571037E-01
   9   -0.210797102394181479E+01    0.136765022297548211E+01
  10   -0.215602376647416494E+00    0.406337702655206121E-01
  11   -0.120994212252641203E+00    0.822869856689647933E-01
  12   -0.116320606128267126E+00    0.692684960867519101E-01
  13   -0.197988711568791442E-01    0.246588414095273954E-01
  14   -0.106194601190152182E+01    0.597014191490248189E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.802336198069948242E-01
   2   -0.255207947532136359E+02
   3    0.833337370218667495E+00
   4    0.115433400198332259E+01
   5    0.106310405122893737E-01
   6    0.191406202720116991E+01
   7   -0.196229209605604038E+01
   8   -0.672237948740425917E-01
   9   -0.131475112880379563E+01
  10   -0.229596632219194435E+00
  11   -0.235878040376477804E+00
  12   -0.189396924005246797E+00
  13   -0.559087483413892895E-02
  14   -0.105752637496601753E+01

MAP Parameters
Dim No.        Parameter
   1    0.792721720690856418E-01
   2   -0.252560265675418201E+02
   3    0.903603650240186518E+00
   4    0.125532140866640396E+01
   5    0.100076885742343327E-01
   6    0.190245543293722030E+01
   7   -0.196047161253184110E+01
   8   -0.671237628988239216E-01
   9   -0.210953675878300340E+01
  10   -0.187593058062165474E+00
  11   -0.154299180484254728E+00
  12   -0.201249559824465213E+00
  13   -0.403898462694536192E-01
  14   -0.106484123930114727E+01
