Nested Sampling Global Log-Evidence           :   -0.700871507388094894E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.736060636862822015E+01  +/-    0.447280927841264414E-01

Dim No.       Mean        Sigma
   1    0.663307369990547707E-01    0.119351489814697510E-02
   2   -0.102048944710160203E+02    0.287391166276986139E-01
   3    0.481579606638577351E+00    0.289367572076488057E-02
   4    0.152841698809529913E+01    0.306249495598917131E-02
   5    0.122514946006867867E-01    0.115364523408970464E-03
   6    0.135131522199193910E+01    0.390553838904627096E-02
   7   -0.142696754042569118E+01    0.126408287055602808E+00
   8   -0.131146990604538133E+00    0.439304675183901719E-01
   9   -0.178328532190531841E+01    0.101775303186131238E+01
  10   -0.235675284536403046E+00    0.423493436782066274E-01
  11   -0.741427393270838175E-01    0.511800106471527738E-01
  12   -0.317142735006751497E+00    0.352372712126200124E-01
  13   -0.109863388405241277E+00    0.612684972047147641E-01
  14   -0.106028019476632229E+01    0.990387249455256316E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.678331361354211487E-01
   2   -0.102286738643506823E+02
   3    0.482086563288399883E+00
   4    0.153072321460714944E+01
   5    0.124146855343557939E-01
   6    0.134916379078637716E+01
   7   -0.126677545735552344E+01
   8   -0.149482545229951747E+00
   9   -0.185031329548086676E+01
  10   -0.254477936470093480E+00
  11   -0.829307927718052063E-01
  12   -0.332570592679506893E+00
  13   -0.192359457496214303E+00
  14   -0.107919952199782632E+01

MAP Parameters
Dim No.        Parameter
   1    0.675788155411643082E-01
   2   -0.101532026223054412E+02
   3    0.481211508140300614E+00
   4    0.153214221770030612E+01
   5    0.121367232895107421E-01
   6    0.135563560923479343E+01
   7   -0.121132665893553693E+01
   8   -0.123881849640345459E+00
   9   -0.192614729791475625E+01
  10   -0.161559557443185786E+00
  11   -0.961846238177539448E-01
  12   -0.278345748586249331E+00
  13   -0.113123234930094477E+00
  14   -0.105293563739932861E+01
