   -0.116323076647797813E-01   -0.206021561854840982E+02    0.618983760555058549E+00    0.164159939972739544E+01    0.970826566547237230E-03    0.234618193013937937E+00   -0.213569042626602545E+01   -0.638737749353276846E-01   -0.329006874319150677E+01   -0.247439415908192989E+00    0.225790869957893173E-01   -0.447319385415440585E+00    0.952557689946302411E+00   -0.100343268505007788E+01   -0.758470720563616112E+02
   -0.757207726173261819E-02   -0.203341310471001506E+02    0.630967354292302218E+00    0.164101048501964319E+01    0.326777912142519472E-02    0.260230866925552640E+00   -0.181597772751657760E+01   -0.507900592793609773E-01   -0.329284527328008680E+01   -0.179794863968032931E+00    0.212571900492683416E-01   -0.580258381734962470E+00    0.912784121256460690E+00   -0.112080702670461463E+01   -0.734334193638392918E+02
    0.219719366752994805E-02   -0.200784580332982081E+02    0.621691233565567547E+00    0.163651512663952459E+01    0.244303391615919348E-02    0.153210377493191885E+00   -0.137416031870997180E+01   -0.666057413926168518E-01   -0.368376984616167391E+01   -0.175249929752351735E+00    0.259221406762377080E-01   -0.207276555408086621E+00    0.110380074559640740E+01   -0.103025571820492878E+01   -0.717199358258928612E+02
   -0.804894961375762774E-02   -0.204520486871202039E+02    0.631621283082442475E+00    0.164177932740773680E+01    0.305960609016482296E-02    0.117458935265756015E+00   -0.192750615825025617E+01   -0.134662690924031991E-01   -0.250451319420389984E+01   -0.124163574956925288E+00    0.953206699839493493E-02   -0.255735944626385270E+00    0.103517946589312793E+01   -0.100952733285712126E+01   -0.710232369559151806E+02
    0.459537462779958938E-02   -0.204754310045772137E+02    0.621274735813608370E+00    0.164302002710198680E+01    0.352909729581225243E-02    0.218838158354149659E+00   -0.184916164364446489E+01   -0.731228769732687744E-01   -0.334071207374966139E+01   -0.179568632713142606E+00   -0.423380628815257787E-03   -0.502527912438296420E+00    0.109378384858348299E+01   -0.100470448233557463E+01   -0.709152003696986668E+02
    0.773762047089349148E-02   -0.200994581553240401E+02    0.613341689392329803E+00    0.163974100827295621E+01    0.530934012939436595E-02    0.180357880470699783E+00   -0.117339884490338831E+01   -0.647408143222488325E-01   -0.347798229908084844E+01   -0.149334028421670650E+00    0.298350310969668700E-01   -0.773336293935815378E+00    0.103460564806527966E+01   -0.102212898035381294E+01   -0.704851335797991112E+02
   -0.262108936376702351E-02   -0.204852873716317525E+02    0.644479832391835705E+00    0.164141149741178571E+01    0.375510324787851901E-03    0.147412113954897839E+00   -0.116156102969191677E+01   -0.458421358125124384E-01   -0.280967880715562135E+01   -0.113463569231849734E+00    0.111842938702598135E-01   -0.211591897478466601E+00    0.103641237714224599E+01   -0.105934228901055594E+01   -0.704780142647879444E+02
    0.101462077117377703E-01   -0.200866314505302981E+02    0.633050794213130819E+00    0.163718465036906635E+01    0.294424671046550519E-02    0.216401949044477737E+00   -0.207705088308043440E+01   -0.568845917087612146E-01   -0.323925478071447515E+01   -0.186720856732072615E+00    0.201598062896478150E-01   -0.383348923057183821E+00    0.101281408780078852E+01   -0.101703214552305177E+01   -0.704008745465959862E+02
   -0.112917051416613068E-01   -0.206612860878388780E+02    0.619822057535921456E+00    0.164525141555326582E+01    0.313955555259502837E-02    0.682909515082243956E-01   -0.200440507767186959E+01   -0.235423093077417461E-01   -0.273666974740257052E+01   -0.192030550171742531E+00    0.108467714657587838E-01   -0.159946119538165982E+00    0.113717570847505578E+01   -0.111428530628066613E+01   -0.703502589634486668E+02
   -0.183855194259360394E-01   -0.208957008174894554E+02    0.569672272170060001E+00    0.164853511386138751E+01    0.318330100132244078E-02    0.159035997022613840E+00   -0.150627418221404419E+01   -0.100511543309543677E-01   -0.221598943613015287E+01   -0.921564023809317984E-01    0.601027455943110855E-02   -0.456654460362543257E+00    0.105290272810602903E+01   -0.100728487340501860E+01   -0.702777099609375000E+02
    0.217636984893918028E-01   -0.199443460295097523E+02    0.630565826065758173E+00    0.163756963401246813E+01    0.477254718253180936E-02    0.178198973319542153E+00   -0.187267276046553155E+01   -0.766614363554865424E-01   -0.341807912212647302E+01   -0.170483489356096335E+00    0.206245630192522580E-01   -0.445744116792011758E+00    0.105188323373676496E+01   -0.106085793734802802E+01   -0.700589599609375000E+02
   -0.267645103627562470E-01   -0.207530747120531558E+02    0.643576993654029206E+00    0.164122011196590400E+01    0.538830246998260078E-03    0.204594693372945668E+00   -0.158704229823877685E+01   -0.223775502587454309E-01   -0.255408190070741536E+01   -0.175706501268331983E+00    0.831425743888775104E-02   -0.363284731494220914E+00    0.102199581979572063E+01   -0.108956650105383734E+01   -0.696670880998883888E+02
    0.160704974093303643E-03   -0.207078340219605579E+02    0.638570042564458706E+00    0.164539959424422588E+01    0.283944280969680111E-02    0.189280851566594466E+00   -0.144586322789652932E+01   -0.338470306512548905E-01   -0.233356010595520758E+01   -0.170205639623685706E+00   -0.258522332258455390E-02   -0.710257494838761605E-01    0.111139747638414743E+01   -0.111136521763365526E+01   -0.696115679059709862E+02
   -0.260610202623965809E-01   -0.210453050409839051E+02    0.561980797035069868E+00    0.164867892703916774E+01    0.480428076497585801E-02    0.234585019519136573E+00   -0.117676496758879812E+01   -0.232612862623331196E-02   -0.191004997453886416E+01   -0.594493854229514590E-01   -0.436748550566361249E-02   -0.530848106264100505E+00    0.102170787128547436E+01   -0.100388840981520588E+01   -0.694583609444754444E+02
   -0.272752248102690609E-01   -0.212102058656959400E+02    0.574727336868767980E+00    0.164897140887007021E+01    0.283663603995267573E-02    0.273001674493261071E+00   -0.252412678078319441E+01   -0.216503029111645637E-01   -0.236459681979939518E+01   -0.100380076284483061E+00    0.133002436220860248E-01   -0.574024726612223646E-01    0.997117178114221847E+00   -0.104289463530449145E+01   -0.693693716866629444E+02
   -0.146880546125449374E-01   -0.206695451168934987E+02    0.615727344437331903E+00    0.164349309864747761E+01    0.128234662563976153E-02    0.177329006618301754E+00   -0.192488973396322383E+01   -0.203751891027148871E-01   -0.234116849724167642E+01   -0.153548147129263152E+00    0.143483717793769366E-01   -0.164401956849431319E+00    0.100246226183177045E+01   -0.103757530788476582E+01   -0.692879377092633888E+02
   -0.120594891114190611E-01   -0.210029906610326869E+02    0.614124080632358571E+00    0.165039869848984555E+01    0.430146421275831321E-02    0.163250733161349082E+00   -0.217020379494631754E+01   -0.238206065191715124E-01   -0.218758723964833912E+01   -0.125563508187865658E+00    0.110867388135236083E-01   -0.519932713475835695E+00    0.101046576606658989E+01   -0.100659645750245108E+01   -0.692827671595982082E+02
   -0.902556187519248931E-03   -0.204545084379714162E+02    0.674635889409809453E+00    0.164218021314150397E+01    0.219021199018463748E-02    0.129953081236981127E+00   -0.252562535409679656E+01   -0.270816351240849088E-01   -0.251675381624309358E+01   -0.170793539130721345E+00    0.115296012464214601E-01   -0.883399244345483975E-01    0.104794009642897024E+01   -0.109703381915436893E+01   -0.689199829101562500E+02
   -0.165127336069202657E-02   -0.201498752793493310E+02    0.645423189557966515E+00    0.163942082585262150E+01    0.334283645340061313E-02    0.132425977551266394E+00   -0.906184481615154303E+00   -0.420787214800043760E-01   -0.300582824771003132E+01   -0.182729912659267135E+00    0.292896953275383967E-01    0.107048166153689561E-01    0.113110133383603428E+01   -0.105113063429532017E+01   -0.687599051339285694E+02
   -0.716770035194436161E-03   -0.202275631764371724E+02    0.644891165193911098E+00    0.163895869142813666E+01    0.118571183751498173E-02    0.182525396590979883E+00   -0.213622523179376067E+01   -0.564923207022608731E-01   -0.327257299634706866E+01   -0.162612996040630953E+00    0.242839961789317396E-01   -0.460564195061587300E+00    0.101654084553816704E+01   -0.101685105074668503E+01   -0.687441319056919582E+02
   -0.446913068231061389E-01   -0.213528668779811639E+02    0.623583742422341936E+00    0.164924082244403714E+01    0.450923444891506223E-03    0.214786787208824270E+00   -0.143113403526914240E+01    0.913193126729897053E-02   -0.186898096195485497E+01   -0.126175058802494772E+00    0.610122624616675491E-02   -0.337217977804570579E-01    0.944654635247704544E+00   -0.102049024840731817E+01   -0.687087184361049168E+02
   -0.226460096131198413E-01   -0.208008516743481628E+02    0.579719511975336443E+00    0.164641110382045586E+01    0.291585759944011560E-02    0.161132153832679537E+00   -0.145049860590656188E+01   -0.109019303626564784E-01   -0.234758801472609413E+01   -0.928946485644114861E-01    0.176138828213923335E-01   -0.253575909855799086E+00    0.973728419454484184E+00   -0.119725184341187263E+01   -0.686329127720424168E+02
   -0.247201904239927328E-01   -0.209802439357130908E+02    0.604400124792537241E+00    0.164853145082622965E+01    0.173702615110862563E-02    0.757664229658141508E-01   -0.163515195717605533E+01   -0.191990503872458557E-01   -0.258148350078985445E+01   -0.156527744892871135E+00    0.338367525436694613E-01    0.104026211907380567E+00    0.104628555361149123E+01   -0.109267744197967476E+01   -0.685788051060267918E+02
    0.468759454807815557E-03   -0.201216815386797698E+02    0.656393212579831298E+00    0.164080377221142526E+01    0.375195443010573493E-02    0.134114887667413196E+00   -0.212985319356061753E+01   -0.480745088102048912E-01   -0.313103901038459176E+01   -0.182687036609086972E+00    0.396515183805645766E-02   -0.313416914512523737E+00    0.111884954155519223E+01   -0.107434986193753179E+01   -0.683948277064732082E+02
   -0.132788928118380140E-01   -0.209931027658361131E+02    0.589960164118136121E+00    0.164924992906356604E+01    0.354195800729283951E-02    0.173990317383542870E+00   -0.193620434604412317E+01   -0.131471027870071755E-01   -0.198753956517179575E+01   -0.867511220149072698E-01   -0.167648871054749335E-01   -0.383319785419227177E+00    0.115679386234506754E+01   -0.105648817780563697E+01   -0.683913661411830418E+02
   -0.247037452937058088E-01   -0.211699708825631561E+02    0.587267397272449476E+00    0.164953518418737266E+01    0.291229641663520635E-02    0.170720832667603517E+00   -0.176735808047887555E+01   -0.112162905600829421E-01   -0.192715440380245306E+01   -0.155231945499584356E+00    0.501913346330838672E-03   -0.175329713037172569E+00    0.108221779344413793E+01   -0.126301174710701347E+01   -0.683305140904017918E+02
   -0.116620802934174761E-01   -0.208979430856220425E+02    0.598042693841499884E+00    0.164711829141372523E+01    0.509233657807376013E-02    0.210373023898811518E+00   -0.160132604102609699E+01   -0.238430880791031599E-01   -0.235794697545296561E+01   -0.127616983300830183E+00    0.449757942285140822E-02   -0.635260828816253564E+00    0.103009541744634547E+01   -0.107521042259363275E+01   -0.682884434291294582E+02
   -0.445189624615342644E-01   -0.212786470102469636E+02    0.618942221807669002E+00    0.165391958956494056E+01    0.146945074189631410E-02    0.924226398387060222E-01   -0.227167073366137862E+01   -0.177313238720463104E-01   -0.232033346995908962E+01   -0.159541638452259549E+00    0.696249282832622773E-02   -0.287838445724988512E+00    0.110987709562103842E+01   -0.107206851397150915E+01   -0.682002737862723194E+02
   -0.230389878041356438E-01   -0.211887600425475391E+02    0.586550928391025517E+00    0.164837343013197390E+01    0.278720152492870250E-02    0.256387069382318922E+00   -0.207669466756213206E+01   -0.253183367085320979E-01   -0.206607976895195833E+01   -0.113581382975866674E+00    0.114210577050947379E-01   -0.253334031803616910E+00    0.948873272059496564E+00   -0.101897246612532477E+01   -0.680998186383928612E+02
   -0.277346829036164838E-01   -0.213337394703154750E+02    0.601146275276325914E+00    0.164850965932345450E+01    0.144007182492979398E-02    0.281968779416680970E+00   -0.140155889365452291E+01   -0.138781463560925244E-01   -0.179477396356434049E+01   -0.109987224763388930E+00   -0.686102387859393453E-02   -0.755667399876502444E+00    0.964967611155676419E+00   -0.103786227899203354E+01   -0.679959324428013332E+02
   -0.268109713611840855E-01   -0.209073431006125574E+02    0.632827743125716990E+00    0.164395420852203045E+01    0.153927811831648664E-03    0.189744691899698115E+00   -0.153889156600427079E+01   -0.382883335787524010E-01   -0.255736484981010470E+01   -0.156659385061785617E+00    0.154148113423571639E-01   -0.195907929186486335E+00    0.997679304714388149E+00   -0.102569828589892298E+01   -0.679889177594866112E+02
    0.473538677180720957E-02   -0.202219628294608320E+02    0.653428337997250974E+00    0.163846925864462101E+01    0.212396743300560017E-02    0.199105580195068521E+00   -0.219501401352499625E+01   -0.578893440817916730E-01   -0.311283264511320201E+01   -0.189113768655499337E+00    0.128210921989874299E-01   -0.474817299546585136E+00    0.107682061013683961E+01   -0.122882666751848757E+01   -0.679750540597098194E+02
   -0.282326764411260506E-01   -0.210616397793303101E+02    0.567657450073710823E+00    0.164751295197321124E+01    0.597996520594914344E-03    0.171350806634282149E+00   -0.231832355577160332E+01   -0.241152109269955270E-01   -0.264133545017549753E+01   -0.718021986113457217E-01    0.821654184343744570E-02    0.245796509780489864E+00    0.104647025746064926E+01   -0.105941117902518345E+01   -0.679664132254464306E+02
   -0.250035405612411415E-01   -0.209665326321933527E+02    0.618394344299152410E+00    0.164512122923024684E+01    0.596121722102193816E-03    0.242604098390752254E+00   -0.136639652685790569E+01   -0.169472155565106239E-01   -0.221347343173389310E+01   -0.114554536020224390E+00    0.127033060582360871E-01   -0.238927420241306199E+00    0.941415239129492987E+00   -0.117001221520465437E+01   -0.679586225237165138E+02
   -0.400193506912218805E-01   -0.214054565308534208E+02    0.591488003533496287E+00    0.164979876752700916E+01    0.222732138911554446E-02    0.252815485732758249E+00   -0.219018227087174910E+01    0.836346522350907284E-02   -0.159933272575568752E+01   -0.720163446561230686E-01   -0.107207299154079283E-01   -0.433229848639942239E+00    0.979932664608550663E+00   -0.104864625979424586E+01   -0.678590785435267918E+02
   -0.425314794403733321E-03   -0.202730271776676432E+02    0.626304225354878397E+00    0.164135672349925921E+01    0.385249866410088040E-02    0.157105368419423241E+00   -0.299212962942071137E+01   -0.281588242779452491E-01   -0.274172463176946879E+01   -0.164566103263757452E+00    0.140433587682986250E-01    0.208776241241255267E-01    0.116000553767184411E+01   -0.107859914086596209E+01   -0.678302350725446388E+02
   -0.431728118678257194E-01   -0.215542573882292032E+02    0.544578044989973753E+00    0.165395069375213399E+01    0.156538258163082394E-02    0.165660600790022094E+00   -0.230335752217671352E+01   -0.487560670739718705E-02   -0.197523129968349043E+01   -0.872953314869519409E-01    0.167626806695179709E-01    0.158284315756297006E+00    0.980036560547800306E+00   -0.102265406219739163E+01   -0.677849818638392918E+02
   -0.234549007946025234E-01   -0.210120993658123965E+02    0.644054659485335801E+00    0.164692062140220008E+01    0.249062555856448525E-02    0.237807950801687484E+00   -0.247080589449109667E+01   -0.261593315530664339E-01   -0.246786079515780399E+01   -0.187451198514768963E+00    0.784174195448308908E-03   -0.447650777362812557E+00    0.103545124808033284E+01   -0.101896234673957697E+01   -0.677486049107142918E+02
   -0.505726343107671256E-01   -0.215078196839760878E+02    0.550912143483292871E+00    0.165231013855630771E+01    0.622098289324152058E-03    0.143613005033277341E+00   -0.236967439410518832E+01   -0.178805275564067195E-01   -0.218058077469700429E+01   -0.652739122798333404E-01   -0.646940730387804419E-04   -0.504453050238939049E+00    0.104795301766847304E+01   -0.135817653356842438E+01   -0.677150442940848194E+02
   -0.239349744512092760E-01   -0.212898511781317481E+02    0.586929173183064812E+00    0.164911866924800621E+01    0.210202544665465379E-02    0.216523211147645167E+00   -0.182053917981692548E+01   -0.436959816874757170E-01   -0.247727813758861659E+01   -0.167241010007540075E+00    0.129144330789584677E-01   -0.464914459053109352E+00    0.105223973798865145E+01   -0.105995772705720426E+01   -0.676564505440848194E+02
   -0.403674132004919056E-01   -0.208560577539713670E+02    0.602511168797672414E+00    0.164595179039788730E+01    0.942418068079851207E-04    0.154040421423522922E+00   -0.153825883237687999E+01   -0.364111301867552986E-01   -0.313395182542558359E+01   -0.166295646632024452E+00    0.143991583482230290E-01   -0.307973359569932881E+00    0.109192984237851887E+01   -0.100014219959700723E+01   -0.675488281250000000E+02
   -0.405343448773151788E-01   -0.213425925322383598E+02    0.553014738774032955E+00    0.164891122747165242E+01    0.791082868586147694E-03    0.234375829934184265E+00   -0.191032458543937445E+01   -0.277358792653454866E-01   -0.245292972025282729E+01   -0.831757057042190051E-01   -0.687121024756805199E-02    0.152312503616041095E-01    0.110620878400876710E+01   -0.102412842310231089E+01   -0.675470363071986668E+02
    0.832260414175389762E-02   -0.201729109929408352E+02    0.656239407858852264E+00    0.163873367142789661E+01    0.327103086008435993E-02    0.172051436023640036E+00   -0.117320657770551051E+01   -0.629209894260893965E-01   -0.340551582209403225E+01   -0.196972529826995535E+00    0.112697955970688796E-01   -0.354370176317293450E+00    0.107365010550121331E+01   -0.103084491836102554E+01   -0.674035557338169582E+02
