Nested Sampling Global Log-Evidence           :   -0.938978059899580302E+02  +/-    0.624119215462765276E+00
Nested Importance Sampling Global Log-Evidence:   -0.999626684211223591E+02  +/-    0.334570628201177819E-01

Dim No.       Mean        Sigma
   1    0.797109676111404652E-01    0.259129328816890166E-01
   2   -0.187161385659084587E+02    0.729713852510695427E+00
   3    0.682015820301151598E+00    0.298555243530000854E-01
   4    0.128615839067104210E+01    0.543571296357717240E-01
   5    0.109716450968134274E-01    0.305609836003994419E-02
   6    0.139914340130799086E+01    0.211574229498901027E-01
   7   -0.173200236099430005E+01    0.432860552594999337E+00
   8   -0.679635916771101772E-01    0.318352203948468540E-01
   9   -0.977563053016952455E+00    0.962109329752681153E+00
  10    0.525092817556646954E-02    0.482154756416646527E-01
  11    0.145566211462945273E-01    0.547421326854711787E-01
  12   -0.437735344145275374E+00    0.221695715723044362E+00
  13   -0.120488368789452613E+00    0.331143534702874123E-01
  14   -0.106206514468221536E+01    0.594153846932060914E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.124320658722034627E+00
   2   -0.175297937664832837E+02
   3    0.733802657441858019E+00
   4    0.125296642477755960E+01
   5    0.148428129289400294E-01
   6    0.139092154095827403E+01
   7   -0.187129635653280579E+01
   8   -0.117285868559828046E+00
   9   -0.240776607846096136E+01
  10   -0.360024398887334313E-01
  11    0.488316401185663260E-01
  12   -0.605410523803253886E+00
  13   -0.116932605990968261E+00
  14   -0.101623252431721522E+01

MAP Parameters
Dim No.        Parameter
   1    0.124320658722034627E+00
   2   -0.175297937664832837E+02
   3    0.733802657441858019E+00
   4    0.125296642477755960E+01
   5    0.148428129289400294E-01
   6    0.139092154095827403E+01
   7   -0.187129635653280579E+01
   8   -0.117285868559828046E+00
   9   -0.240776607846096136E+01
  10   -0.360024398887334313E-01
  11    0.488316401185663260E-01
  12   -0.605410523803253886E+00
  13   -0.116932605990968261E+00
  14   -0.101623252431721522E+01
