Nested Sampling Global Log-Evidence           :   -0.416755486765972947E+02  +/-    0.652155041511995437E+00
Nested Importance Sampling Global Log-Evidence:   -0.465320126541117673E+02  +/-    0.517962197973306920E-01

Dim No.       Mean        Sigma
   1    0.104992840181868080E+00    0.888684292510409472E-02
   2   -0.232990984993486450E+02    0.465223218564342622E+00
   3    0.741749559582173701E+00    0.272343206610769530E-01
   4    0.202214439216060793E+01    0.224973133097227940E+00
   5    0.888109875615816433E-02    0.376349086758321553E-03
   6    0.146016187078496129E+01    0.132318342127484168E+00
   7   -0.169051321378544483E+01    0.454796254398867394E+00
   8    0.150056494536957175E-01    0.164487448971107203E-01
   9    0.626030014164055015E+00    0.665680328474167693E+00
  10   -0.712123086997512728E-01    0.403326340363840963E-01
  11   -0.865176300548571309E-01    0.128534478907145061E+00
  12    0.305876060908144495E-01    0.652701695897487805E-01
  13   -0.107373012788575292E+00    0.154815078121448596E+00
  14   -0.106079082469849229E+01    0.557289201539592216E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.102304309801557081E+00
   2   -0.232518772495319404E+02
   3    0.745160907508661929E+00
   4    0.210683747977841929E+01
   5    0.878114227909487441E-02
   6    0.177778148764295585E+01
   7   -0.251262817766518509E+01
   8    0.212364293010182670E-01
   9    0.674648790695261180E+00
  10   -0.793083157932420874E-01
  11   -0.943494278694403665E-01
  12    0.575804495784298098E-01
  13   -0.510979288875237248E+00
  14   -0.103937151152902252E+01

MAP Parameters
Dim No.        Parameter
   1    0.102304309801557081E+00
   2   -0.232518772495319404E+02
   3    0.745160907508661929E+00
   4    0.210683747977841929E+01
   5    0.878114227909487441E-02
   6    0.177778148764295585E+01
   7   -0.251262817766518509E+01
   8    0.212364293010182670E-01
   9    0.674648790695261180E+00
  10   -0.793083157932420874E-01
  11   -0.943494278694403665E-01
  12    0.575804495784298098E-01
  13   -0.510979288875237248E+00
  14   -0.103937151152902252E+01
