Nested Sampling Global Log-Evidence           :   -0.190825360537952520E+02  +/-    0.492118846290487910E+00
Nested Importance Sampling Global Log-Evidence:   -0.236680089127909561E+02  +/-    0.345443109150748093E-01

Dim No.       Mean        Sigma
   1    0.762203251405269150E-01    0.336284835916011923E-01
   2   -0.936081884841901513E+01    0.147172219229979162E+01
   3    0.597797426167977042E+00    0.131902673934900572E+00
   4    0.153188650208319999E+01    0.519758725039485212E-01
   5    0.965454664209959394E-02    0.256987340179389836E-02
   6    0.124114982375353722E+01    0.895092943104430633E-01
   7   -0.173251839591419965E+01    0.405443075930122632E+00
   8   -0.147410256996535604E-01    0.367604590045907606E-01
   9   -0.308988921548990980E+01    0.147740572509697654E+01
  10   -0.200155848422454402E+00    0.125806949392771872E+00
  11    0.139798793915359102E-01    0.611614402508659366E-01
  12   -0.278726130028781438E+00    0.192713581595594180E+00
  13   -0.118887822897914053E+00    0.121635148124121073E+00
  14   -0.106004121038112875E+01    0.575337647889515025E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.423781004247574256E-01
   2   -0.103010232558480119E+02
   3    0.674769903442882346E+00
   4    0.149070810459278214E+01
   5    0.688117063451555537E-02
   6    0.135203593185627979E+01
   7   -0.166298548281620806E+01
   8    0.187092884832566198E-01
   9   -0.233697780368289720E+01
  10   -0.281181403395126539E+00
  11    0.591938017910865547E-01
  12   -0.971354295665502188E-01
  13   -0.225920821322482868E+00
  14   -0.104466406279510737E+01

MAP Parameters
Dim No.        Parameter
   1    0.423781004247574256E-01
   2   -0.103010232558480119E+02
   3    0.674769903442882346E+00
   4    0.149070810459278214E+01
   5    0.688117063451555537E-02
   6    0.135203593185627979E+01
   7   -0.166298548281620806E+01
   8    0.187092884832566198E-01
   9   -0.233697780368289720E+01
  10   -0.281181403395126539E+00
  11    0.591938017910865547E-01
  12   -0.971354295665502188E-01
  13   -0.225920821322482868E+00
  14   -0.104466406279510737E+01
