Nested Sampling Global Log-Evidence           :   -0.103844186811223658E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.112844657949304583E+02  +/-    0.135743761792666229E+00

Dim No.       Mean        Sigma
   1    0.595324827072093651E-01    0.944046412206931383E-03
   2   -0.228624149327164226E+02    0.167720541000244860E+00
   3    0.865564473334497708E+00    0.512082570379059077E-02
   4    0.888570648688709941E+00    0.520022543205273871E-01
   5    0.900217253741255122E-02    0.280783746260508628E-03
   6    0.201288868615929228E+01    0.242269908435777288E-02
   7   -0.175255096567592128E+01    0.145851445987095152E+00
   8   -0.110295603162553379E+00    0.660825147140793184E-01
   9   -0.387710307198197324E+01    0.140528020944701360E+01
  10   -0.151884474130298264E+00    0.195987859757458457E-01
  11   -0.118276741152322548E+00    0.191645735722489580E+00
  12   -0.204183428847593162E+00    0.746489809330993237E-01
  13   -0.242970536244450197E+00    0.543417955347067008E-01
  14   -0.106304982377863433E+01    0.206467184568190215E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.586549204945132074E-01
   2   -0.229857555917254182E+02
   3    0.863964842224921981E+00
   4    0.953355841011384264E+00
   5    0.927349299328215047E-02
   6    0.201644961840469295E+01
   7   -0.173744591859572450E+01
   8   -0.759396016872378454E-01
   9   -0.387663982880500368E+01
  10   -0.153041518570401297E+00
  11   -0.126055795993939818E+00
  12   -0.234776706416658321E+00
  13   -0.269177012534921545E+00
  14   -0.106606237142442395E+01

MAP Parameters
Dim No.        Parameter
   1    0.616325166605335428E-01
   2   -0.228808188132999106E+02
   3    0.859463897027707979E+00
   4    0.833390361547989955E+00
   5    0.843125177667437310E-02
   6    0.201481527601566190E+01
   7   -0.154562563233069428E+01
   8   -0.725476837365557625E-01
   9   -0.604148457164162345E+01
  10   -0.165181326736972223E+00
  11   -0.184698989925707102E+00
  12   -0.340974817925502993E+00
  13   -0.302463751869310460E+00
  14   -0.106270530713686040E+01
