Nested Sampling Global Log-Evidence           :   -0.182529493724888923E+02  +/-    0.374479528188697675E+00
Nested Importance Sampling Global Log-Evidence:   -0.234242288902650948E+02  +/-    0.317424899938648086E+00

Dim No.       Mean        Sigma
   1    0.737162527198142875E-01    0.368698175259058528E-01
   2   -0.207427767903476123E+02    0.284967577108555936E+01
   3    0.102762723773287146E+01    0.124921767876980727E+00
   4    0.121723496562089939E+01    0.380623704590497158E+00
   5    0.875563294749688061E-02    0.332657426012752597E-02
   6    0.181112464633496217E+01    0.582021737689480262E-01
   7   -0.170909013976847746E+01    0.415569663670051326E+00
   8   -0.581483938841173414E-01    0.518482187060921793E-01
   9   -0.238916503082083009E+01    0.284477306360612481E+01
  10   -0.107546459893300125E+00    0.152630130050205343E+00
  11   -0.547197242777049120E-01    0.142134535187920380E+00
  12   -0.212540716677514507E+00    0.234168597286112584E+00
  13   -0.133351907370262285E+00    0.711504573890064523E-01
  14   -0.105789107155963835E+01    0.511649653219910794E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.414901742845318680E-01
   2   -0.288381788618627866E+02
   3    0.109450875045909157E+01
   4    0.225520493105878339E+01
   5    0.714322534385896084E-02
   6    0.176178260034575640E+01
   7   -0.150435841613843113E+01
   8   -0.729198738830604820E-01
   9    0.760990955979778949E+00
  10   -0.247559864236032018E+00
  11   -0.270724187828441931E+00
  12    0.397592384470264182E-01
  13   -0.173907658184994651E+00
  14   -0.108268914788902593E+01

MAP Parameters
Dim No.        Parameter
   1    0.414901742845318680E-01
   2   -0.288381788618627866E+02
   3    0.109450875045909157E+01
   4    0.225520493105878339E+01
   5    0.714322534385896084E-02
   6    0.176178260034575640E+01
   7   -0.150435841613843113E+01
   8   -0.729198738830604820E-01
   9    0.760990955979778949E+00
  10   -0.247559864236032018E+00
  11   -0.270724187828441931E+00
  12    0.397592384470264182E-01
  13   -0.173907658184994651E+00
  14   -0.108268914788902593E+01
