Nested Sampling Global Log-Evidence           :   -0.711985056450090838E+03  +/-    0.870933324092913796E+00
Nested Importance Sampling Global Log-Evidence:   -0.718183221881743293E+03  +/-    0.280922906623799241E-01

Dim No.       Mean        Sigma
   1    0.723214425620204247E-02    0.250914723877025550E-02
   2   -0.325466224586042401E+02    0.163986581709938101E+00
   3    0.943247059306556945E+00    0.501559666457873036E-02
   4    0.160990427352769339E+01    0.592241143248126937E-02
   5    0.113682211026147091E-03    0.111126833150111950E-03
   6    0.192801820989604078E+01    0.142426763886158809E-02
   7   -0.172723389000390948E+01    0.461515474087642874E+00
   8    0.100056872291785295E-01    0.323423303426893186E-02
   9   -0.433220886963624618E+01    0.318245966034364169E+01
  10   -0.299096013748200662E+00    0.124874018300154849E+00
  11   -0.346594035535788408E-01    0.378147114866148187E-01
  12   -0.191057229493024922E+00    0.248738667055625196E+00
  13   -0.142466093773885638E+00    0.355060008983162315E-02
  14   -0.106262927189863365E+01    0.581070377940731478E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.442721242910842916E-02
   2   -0.326691665589792279E+02
   3    0.939467242629002386E+00
   4    0.161416435985278017E+01
   5    0.133338877807507444E-04
   6    0.192664525425286626E+01
   7   -0.236563653789387596E+01
   8    0.106303179700872191E-01
   9   -0.948908230625017701E+01
  10   -0.421477310611917622E+00
  11    0.222902846805987445E-01
  12    0.705233142303134664E-01
  13   -0.141624478934487569E+00
  14   -0.124103295651962164E+01

MAP Parameters
Dim No.        Parameter
   1    0.442721242910842916E-02
   2   -0.326691665589792279E+02
   3    0.939467242629002386E+00
   4    0.161416435985278017E+01
   5    0.133338877807507444E-04
   6    0.192664525425286626E+01
   7   -0.236563653789387596E+01
   8    0.106303179700872191E-01
   9   -0.948908230625017701E+01
  10   -0.421477310611917622E+00
  11    0.222902846805987445E-01
  12    0.705233142303134664E-01
  13   -0.141624478934487569E+00
  14   -0.124103295651962164E+01
