Nested Sampling Global Log-Evidence           :   -0.114309539308668739E+02  +/-    0.370809629324595436E+00
Nested Importance Sampling Global Log-Evidence:   -0.159020919013332449E+02  +/-    0.501827107549185567E-01

Dim No.       Mean        Sigma
   1    0.748073685245746606E-01    0.322455275197108121E-01
   2   -0.289415195589126695E+01    0.229282227712888664E+01
   3    0.458280830255059002E+00    0.264167451441030654E+00
   4    0.114679090967865793E+01    0.277468079409779522E+00
   5    0.108226668238398487E-01    0.381633200873512154E-02
   6    0.175787093464835276E+01    0.977853098797895753E-01
   7   -0.173775766546689292E+01    0.419388832070664075E+00
   8    0.621997867401679200E-01    0.502047301946670910E-01
   9   -0.342824786595639130E+01    0.343378221867666200E+01
  10   -0.202731649026848509E+00    0.148230013353298856E+00
  11   -0.484460819117131028E-01    0.145058205001470819E+00
  12   -0.247347567647402594E+00    0.223576154378700209E+00
  13   -0.736069718410584939E-01    0.112021950115785654E+00
  14   -0.106450050390563233E+01    0.597424904597416498E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.368845649065113676E-01
   2   -0.191567808917334226E+01
   3    0.547934724957129249E+00
   4    0.119025555533288441E+01
   5    0.130462899940474303E-01
   6    0.194391808031604540E+01
   7   -0.170220223904290724E+01
   8    0.984460235246443771E-01
   9   -0.389919882758916359E+01
  10   -0.258128315427311128E+00
  11   -0.131361572298439477E+00
  12   -0.330770955536345002E+00
  13   -0.271602902027573645E+00
  14   -0.103611765172521531E+01

MAP Parameters
Dim No.        Parameter
   1    0.368845649065113676E-01
   2   -0.191567808917334226E+01
   3    0.547934724957129249E+00
   4    0.119025555533288441E+01
   5    0.130462899940474303E-01
   6    0.194391808031604540E+01
   7   -0.170220223904290724E+01
   8    0.984460235246443771E-01
   9   -0.389919882758916359E+01
  10   -0.258128315427311128E+00
  11   -0.131361572298439477E+00
  12   -0.330770955536345002E+00
  13   -0.271602902027573645E+00
  14   -0.103611765172521531E+01
