Nested Sampling Global Log-Evidence           :   -0.429109702944210554E+02  +/-    0.466318380937355781E+00
Nested Importance Sampling Global Log-Evidence:   -0.478165812974997735E+02  +/-    0.395105458264910711E-01

Dim No.       Mean        Sigma
   1    0.974512595551945138E-01    0.295287978684322036E-01
   2   -0.198760505856009928E+02    0.278323116556998373E+01
   3    0.100190254225357922E+01    0.790512411186355124E-01
   4    0.171254070285147164E+01    0.777558404080445909E-01
   5    0.146025532817655700E-01    0.228168360621187200E-02
   6    0.250695431764286969E+01    0.189346702391357785E+00
   7   -0.174173697499057911E+01    0.415395091127715665E+00
   8   -0.722796162818916121E-01    0.451350090900704756E-01
   9   -0.221254314883621239E+01    0.335527091099777319E+01
  10   -0.177953914991002438E+00    0.149260149077954207E+00
  11    0.537136346292553038E-01    0.117542009461224367E+00
  12    0.245988584048327484E-01    0.912223067357695733E-01
  13   -0.177260445072400491E+00    0.257480293571789032E+00
  14   -0.105727004766588983E+01    0.539658065822871333E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.115901511234023702E+00
   2   -0.203041942029121216E+02
   3    0.976562714132656051E+00
   4    0.175079704316065698E+01
   5    0.155767430827174619E-01
   6    0.317971818549774010E+01
   7   -0.142783073453513443E+01
   8   -0.898351566376960342E-01
   9    0.161794202040572044E+01
  10   -0.220094297797644889E+00
  11    0.738323960756267356E-02
  12    0.504628850728071898E-01
  13   -0.313200800588223971E+00
  14   -0.101668952484364628E+01

MAP Parameters
Dim No.        Parameter
   1    0.115901511234023702E+00
   2   -0.203041942029121216E+02
   3    0.976562714132656051E+00
   4    0.175079704316065698E+01
   5    0.155767430827174619E-01
   6    0.317971818549774010E+01
   7   -0.142783073453513443E+01
   8   -0.898351566376960342E-01
   9    0.161794202040572044E+01
  10   -0.220094297797644889E+00
  11    0.738323960756267356E-02
  12    0.504628850728071898E-01
  13   -0.313200800588223971E+00
  14   -0.101668952484364628E+01
