,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59676.467981,-22.068,1.974,-5,11,c,0,1.27,203.18225,0.68113,3088.74,8843.15,2.55,2.33,32.4,-0.403,19.59,21.62,02a59676o0485c
1,59676.471178,-20.75,0.616,-18,11,c,0,1.37,203.18225,0.68113,3069.36,8804.38,2.58,2.37,30.2,-0.401,19.57,21.61,02a59676o0492c
2,59676.478061,-20.298,0.395,-28,11,c,0,1.48,203.18225,0.68113,3126.63,8882.29,2.54,2.32,39.7,-0.407,19.57,21.6,02a59676o0507c
3,59676.490425,20.842,0.624,17,10,c,0,1.25,203.18225,0.68113,3147.15,8769.71,2.53,2.36,46.2,-0.404,19.58,21.59,02a59676o0534c
4,59679.148437,23.509,10.364,1,15,o,0,1.15,203.18225,0.68113,1220.45,706.77,2.13,1.81,27.6,-0.479,19.17,20.39,04a59679o0422o
5,59679.151182,21.222,1.278,12,15,o,0,1.35,203.18225,0.68113,1203.03,665.79,2.3,1.81,38.1,-0.476,19.21,20.39,04a59679o0428o
6,59679.157526,-21.877,2.353,-6,15,o,0,1.02,203.18225,0.68113,1265.0,743.57,2.23,1.8,39.1,-0.483,19.27,20.48,04a59679o0442o
7,59679.167033,22.088,2.833,5,15,o,0,1.06,203.18225,0.68113,1288.75,623.63,2.14,1.75,35.0,-0.491,19.26,20.45,04a59679o0463o
8,59680.45685,19.756,0.866,46,39,c,0,1.4,203.18225,0.68113,3084.76,8845.36,2.58,2.32,32.3,-0.399,18.26,19.87,02a59680o0496c
9,59680.460726,21.28,3.277,11,37,c,0,1.84,203.18225,0.68113,3065.37,8806.56,2.62,2.33,33.0,-0.393,18.38,19.94,02a59680o0504c
10,59680.496122,-21.083,2.962,-13,40,c,0,0.78,203.18225,0.68113,3118.57,8885.3,2.61,2.35,38.5,-0.388,18.5,20.1,02a59680o0580c
11,59680.522772,-20.15,2.192,-32,69,c,0,1.0,203.18225,0.68113,3137.39,8769.84,2.6,2.37,38.0,-0.382,17.49,19.04,02a59680o0637c
12,59682.411666,-20.473,1.3,-24,30,o,0,0.68,203.18225,0.68113,7389.54,849.02,2.75,2.55,-45.8,-0.538,18.63,19.4,01a59682o0396o
13,59682.414112,20.516,1.184,23,27,o,0,0.85,203.18225,0.68113,7369.65,808.17,2.73,2.59,-51.8,-0.542,18.7,19.45,01a59682o0401o
14,59682.419599,21.415,2.811,10,28,o,0,1.28,203.18225,0.68113,7429.6,888.05,2.76,2.58,-50.1,-0.534,18.56,19.26,01a59682o0413o
15,59682.435993,20.419,1.014,25,25,o,0,1.2,203.18225,0.68113,7445.94,765.84,2.66,2.52,-46.0,-0.541,18.74,19.48,01a59682o0447o
16,59683.098383,21.206,3.021,12,36,o,0,1.0,203.18225,0.68113,7667.2,4787.65,2.16,1.89,-23.5,-0.429,18.23,18.34,04a59683o0272o
17,59683.10199,18.81,0.329,109,36,o,0,1.44,203.18225,0.68113,7646.58,4749.1,2.24,2.0,-19.4,-0.423,18.21,18.36,04a59683o0280o
