,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,60369.076432,19.786,0.365,44,16,o,0,1.09,91.96554,-24.89796,7210.35,8345.55,2.22,1.99,-39.9,-0.423,19.2,20.56,04a60369o0171o
1,60369.080124,21.92,2.234,6,14,o,0,3.62,91.96554,-24.89796,7228.82,8382.31,2.21,1.91,-22.9,-0.408,19.23,20.45,04a60369o0179o
2,60369.085579,21.949,2.435,6,15,o,0,1.28,91.96554,-24.89796,7170.18,8300.23,2.15,1.94,-47.9,-0.416,19.18,20.39,04a60369o0191o
3,60369.105539,20.13,0.47,32,15,o,0,1.54,91.96554,-24.89796,7150.15,8408.72,2.13,1.93,-37.1,-0.412,19.11,20.24,04a60369o0234o
4,60370.835396,22.073,1.31,5,7,c,0,1.09,91.96554,-24.89796,4322.67,2559.32,2.33,2.13,-54.8,-0.399,19.82,21.85,03a60371o0191c
5,60370.838285,20.708,0.366,19,7,c,0,1.68,91.96554,-24.89796,4340.8,2598.88,2.32,2.11,-52.1,-0.401,19.8,21.75,03a60371o0197c
6,60370.841117,20.885,0.418,16,7,c,0,1.76,91.96554,-24.89796,4284.67,2519.8,2.4,2.2,-57.4,-0.393,19.72,21.65,03a60371o0203c
7,60370.844024,21.966,1.213,6,7,c,0,1.93,91.96554,-24.89796,4259.65,2635.37,2.34,2.13,-53.6,-0.401,19.73,21.55,03a60371o0209c
8,60371.837381,0.0,21.543,0,9,c,0,1.13,91.96554,-24.89796,2364.35,2615.36,2.64,2.55,-67.3,-0.39,19.64,21.84,03a60372o0196c
9,60371.848563,21.144,0.733,13,9,c,0,1.17,91.96554,-24.89796,2384.49,2654.95,2.44,2.31,-49.8,-0.399,19.7,21.79,03a60372o0220c
10,60371.852348,20.682,0.386,19,8,c,0,2.02,91.96554,-24.89796,2329.5,2577.23,2.37,2.23,-57.1,-0.403,19.72,21.75,03a60372o0228c
11,60371.858769,21.333,0.851,11,9,c,0,1.54,91.96554,-24.89796,2306.47,2693.91,2.54,2.41,-62.8,-0.392,19.62,21.69,03a60372o0242c
12,60374.81295,21.966,1.41,6,8,c,0,1.07,91.96554,-24.89796,10492.22,4866.25,2.81,2.21,-66.1,-0.375,19.69,21.89,03a60375o0135c
13,60374.814319,22.297,2.25,4,10,c,0,0.8,91.96554,-24.89796,497.56,4618.07,2.62,2.38,-64.3,-0.391,19.75,21.89,03a60375o0138c
14,60374.817175,22.371,1.643,4,7,c,0,2.34,91.96554,-24.89796,515.12,4656.97,2.56,2.28,-65.6,-0.391,19.77,21.89,03a60375o0144c
15,60374.822714,22.273,1.897,4,8,c,0,1.18,91.96554,-24.89796,457.55,4579.75,2.6,2.37,-65.3,-0.386,19.73,21.89,03a60375o0156c
16,60374.823615,22.866,3.778,3,10,c,0,1.08,91.96554,-24.89796,10471.14,4981.79,2.71,2.14,-62.5,-0.375,19.73,21.88,03a60375o0158c
17,60374.832879,21.589,1.062,8,9,c,0,1.31,91.96554,-24.89796,434.34,4697.0,2.79,2.5,-61.8,-0.381,19.65,21.88,03a60375o0178c
18,60375.86426,22.478,2.08,4,8,c,0,1.45,91.96554,-24.89796,8417.89,448.69,2.55,2.23,-58.3,-0.405,19.69,21.77,03a60376o0081c
19,60375.867465,20.669,0.439,20,9,c,0,1.24,91.96554,-24.89796,8435.27,488.74,2.57,2.21,-58.5,-0.406,19.69,21.76,03a60376o0088c
20,60375.87411,21.467,1.016,9,10,c,0,1.11,91.96554,-24.89796,8379.31,409.1,2.56,2.27,-53.4,-0.401,19.68,21.72,03a60376o0102c
