,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59425.602494,21.641,3.109,8,25,o,0,0.83,60.55733,-28.39159,4152.26,7077.29,2.5,2.12,33.6,-0.399,18.71,19.25,02a59425o0783o
1,59425.608015,21.436,2.156,10,21,o,0,1.07,60.55733,-28.39159,4170.74,7116.12,2.29,1.99,29.2,-0.409,18.82,19.29,02a59425o0795o
2,59425.625477,-21.721,3.548,-7,26,o,0,1.46,60.55733,-28.39159,4113.19,7036.43,2.36,1.93,29.4,-0.397,18.33,18.42,02a59425o0833o
3,59433.58506,22.734,4.75,3,14,o,0,0.61,60.55733,-28.39159,4196.83,3113.41,2.42,2.17,36.8,-0.441,19.27,20.7,02a59433o0761o
4,59433.589198,21.331,1.4,11,15,o,0,0.8,60.55733,-28.39159,4217.93,3151.56,2.49,2.23,35.7,-0.435,19.21,20.74,02a59433o0770o
5,59433.596995,-23.53,7.7,-1,11,o,0,0.93,60.55733,-28.39159,4157.61,3072.54,2.39,2.17,34.5,-0.43,19.31,20.68,02a59433o0787o
6,59433.616772,21.374,1.035,10,11,o,0,1.15,60.55733,-28.39159,4135.01,3188.39,2.25,1.98,32.7,-0.441,19.44,20.73,02a59433o0830o
7,59435.602321,26.185,71.0,0,9,c,0,0.9,60.55733,-28.39159,4402.66,7549.41,2.56,2.44,-65.2,-0.351,19.54,21.38,01a59435o0759c
8,59435.607438,-20.653,0.465,-20,9,c,0,1.01,60.55733,-28.39159,4385.72,7511.76,2.6,2.49,-67.9,-0.345,19.56,21.42,01a59435o0770c
9,59439.601923,-21.587,1.19,-8,10,c,0,0.96,60.55733,-28.39159,4406.49,7549.96,3.34,3.12,-59.9,-0.354,19.34,21.59,01a59439o0801c
10,59439.607456,-25.651,55.0,0,11,c,0,0.82,60.55733,-28.39159,4389.9,7512.64,3.32,3.16,-52.7,-0.35,19.37,21.62,01a59439o0813c
11,59439.621354,24.01,13.2,1,12,c,0,0.98,60.55733,-28.39159,4450.43,7589.49,3.21,2.96,-44.7,-0.36,19.36,21.38,01a59439o0843c
12,59439.626937,-24.839,35.0,0,15,c,0,1.25,60.55733,-28.39159,4471.32,7473.53,3.5,3.15,-43.4,-0.378,18.97,20.56,01a59439o0855c
13,59441.603887,-23.717,9.667,-1,11,o,0,0.81,60.55733,-28.39159,5950.19,5048.17,2.51,2.05,39.0,-0.417,19.5,20.85,02a59441o0810o
14,59441.609868,21.472,1.08,9,10,o,0,1.18,60.55733,-28.39159,5969.95,5085.14,2.37,2.03,35.9,-0.425,19.5,20.91,02a59441o0823o
15,59441.626368,24.673,25.25,0,12,o,0,1.33,60.55733,-28.39159,5911.11,5007.78,2.39,2.0,35.5,-0.427,19.26,20.25,02a59441o0859o
16,59441.634614,20.435,1.641,24,40,o,0,1.13,60.55733,-28.39159,5890.59,5124.23,2.72,2.13,35.7,-0.417,18.12,18.13,02a59441o0877o
17,59445.603359,23.292,5.75,2,10,o,0,1.19,60.55733,-28.39159,4008.99,5142.98,2.22,1.85,31.5,-0.446,19.52,20.68,02a59445o0796o
18,59445.619435,-22.281,2.667,-4,12,o,0,1.08,60.55733,-28.39159,4026.08,5179.01,2.66,1.99,34.9,-0.417,19.43,20.68,02a59445o0831o
19,59445.624927,-24.593,24.0,0,13,o,0,1.29,60.55733,-28.39159,3968.19,5101.43,2.66,1.94,33.6,-0.424,19.36,20.43,02a59445o0843o
20,59445.631784,-21.871,2.927,-6,19,o,0,1.44,60.55733,-28.39159,3948.12,5216.69,2.47,1.88,34.2,-0.419,18.81,19.2,02a59445o0858o
21,59447.56503,-20.31,0.718,-27,20,o,0,1.3,60.55733,-28.39159,4491.75,3586.8,2.14,2.06,34.2,-0.408,18.78,19.09,01a59447o0739o
22,59447.568719,-20.077,0.704,-34,24,o,0,0.81,60.55733,-28.39159,4473.21,3547.72,2.14,2.04,19.3,-0.408,18.83,19.13,01a59447o0747o
23,59447.574244,20.423,0.787,25,19,o,0,1.45,60.55733,-28.39159,4531.18,3625.41,2.13,2.01,17.0,-0.406,18.84,19.17,01a59447o0759o
24,59447.586211,20.522,0.833,22,19,o,0,1.04,60.55733,-28.39159,4552.29,3510.09,2.24,2.13,30.9,-0.409,18.88,19.28,01a59447o0785o
25,59451.598788,-21.871,1.88,-6,12,o,0,1.75,60.55733,-28.39159,645.2,3717.31,1.91,1.89,-81.1,-0.421,19.12,19.41,01a59451o0813o
26,59451.602933,22.926,6.694,2,16,o,0,0.87,60.55733,-28.39159,627.09,3678.15,1.79,1.78,31.8,-0.42,19.15,19.42,01a59451o0822o
27,59451.622216,22.599,4.864,3,16,o,0,0.92,60.55733,-28.39159,686.04,3758.88,1.88,1.85,-56.3,-0.423,19.13,19.48,01a59451o0863o
28,59451.631891,19.613,0.411,52,21,o,0,0.91,60.55733,-28.39159,707.89,3644.06,2.03,1.92,-64.1,-0.427,18.86,19.0,01a59451o0884o
29,59455.575939,-20.747,0.822,-18,15,o,0,0.9,60.55733,-28.39159,639.53,3717.7,2.23,2.15,-53.9,-0.426,19.3,20.19,01a59455o0770o
30,59455.579162,22.184,2.851,5,14,o,0,1.03,60.55733,-28.39159,620.09,3677.76,2.19,2.17,-40.0,-0.418,19.31,20.23,01a59455o0777o
31,59455.584687,20.759,0.665,18,12,o,0,1.53,60.55733,-28.39159,680.46,3758.54,2.25,2.13,-55.9,-0.413,19.36,20.26,01a59455o0789o
32,59455.594829,-23.126,6.048,-2,12,o,0,0.94,60.55733,-28.39159,701.35,3644.32,2.16,2.09,-47.6,-0.416,19.42,20.34,01a59455o0811o
33,59457.560103,20.603,0.579,21,12,o,0,1.14,60.55733,-28.39159,6054.19,1073.75,2.03,1.95,41.1,-0.445,19.24,20.26,02a59457o0730o
34,59457.56335,21.795,1.773,7,12,o,0,0.92,60.55733,-28.39159,6073.7,1110.49,2.03,1.93,35.3,-0.445,19.37,20.37,02a59457o0737o
35,59457.568867,23.662,10.462,1,13,o,0,0.73,60.55733,-28.39159,6016.28,1033.25,1.9,1.88,-52.1,-0.452,19.41,20.39,02a59457o0749o
36,59457.579774,21.918,1.82,6,11,o,0,0.95,60.55733,-28.39159,5998.01,1145.17,2.0,1.94,38.9,-0.449,19.39,20.48,02a59457o0772o
37,59461.568811,-22.106,1.788,-5,9,c,0,1.4,60.55733,-28.39159,8001.19,6908.67,2.64,2.51,50.3,-0.397,19.64,21.52,02a59461o0754c
38,59461.574201,23.196,5.167,2,10,c,0,1.04,60.55733,-28.39159,8017.21,6947.35,2.71,2.5,40.8,-0.391,19.63,21.52,02a59461o0765c
39,59461.578331,22.976,4.267,2,10,c,0,0.97,60.55733,-28.39159,7962.38,6868.5,2.66,2.48,41.6,-0.396,19.62,21.52,02a59461o0774c
40,59461.590765,23.931,9.167,1,9,c,0,1.55,60.55733,-28.39159,7942.09,6983.86,2.7,2.51,40.6,-0.41,19.66,21.53,02a59461o0801c
41,59463.581334,21.034,0.752,14,10,o,0,1.17,60.55733,-28.39159,6510.74,9399.76,2.24,2.2,40.1,-0.4,19.45,20.51,01a59463o0593o
42,59463.585485,21.218,0.866,12,10,o,0,0.98,60.55733,-28.39159,6491.55,9360.76,2.24,2.2,67.2,-0.406,19.43,20.54,01a59463o0602o
43,59463.59102,-21.7,1.529,-8,12,o,0,1.07,60.55733,-28.39159,6552.66,9438.94,2.41,2.2,46.0,-0.394,19.42,20.56,01a59463o0614o
44,59463.604732,21.604,1.321,8,11,o,0,1.1,60.55733,-28.39159,6578.03,9321.62,2.21,2.19,83.7,-0.402,19.49,20.56,01a59463o0643o
45,59465.589061,-23.012,4.0,-2,9,c,0,1.34,60.55733,-28.39159,7994.46,6905.4,2.69,2.39,40.5,-0.39,19.66,21.57,02a59465o0806c
46,59465.592719,-21.699,1.157,-8,9,c,0,1.52,60.55733,-28.39159,8013.84,6943.68,2.72,2.36,38.0,-0.385,19.7,21.57,02a59465o0814c
47,59465.595464,-20.923,0.533,-16,8,c,0,1.39,60.55733,-28.39159,7957.08,6865.38,2.68,2.37,39.2,-0.386,19.66,21.59,02a59465o0820c
48,59465.614206,-23.072,4.214,-2,9,c,0,1.27,60.55733,-28.39159,7938.45,6979.63,2.68,2.45,43.3,-0.389,19.68,21.64,02a59465o0860c
49,59467.585393,18.291,0.5,175,88,o,0,1.23,60.55733,-28.39159,8444.91,5240.66,3.42,3.02,25.8,-0.386,17.41,18.89,01a59467o0638o
50,59467.588617,19.171,1.765,78,138,o,0,1.14,60.55733,-28.39159,8425.07,5202.33,3.61,3.17,26.1,-0.366,16.73,18.3,01a59467o0645o
51,59467.594149,20.793,11.8,18,206,o,0,1.07,60.55733,-28.39159,8487.08,5278.47,3.5,3.04,27.6,-0.37,16.37,17.94,01a59467o0657o
52,59467.613003,20.694,5.769,19,110,o,0,0.96,60.55733,-28.39159,8506.59,5159.93,3.47,3.05,25.6,-0.382,17.32,18.88,01a59467o0697o
53,59471.560651,20.885,0.835,16,13,o,0,1.18,60.55733,-28.39159,8447.45,5245.87,2.92,2.89,-68.7,-0.453,19.19,20.6,01a59471o0774o
54,59471.562492,21.24,1.305,12,15,o,0,1.05,60.55733,-28.39159,8427.55,5207.5,2.85,2.83,54.2,-0.457,19.24,20.6,01a59471o0778o
55,59471.572512,-18.065,0.071,-216,15,o,0,40.25,60.55733,-28.39159,8490.05,5282.05,2.91,2.74,24.3,-0.449,19.22,20.59,01a59471o0799o
56,59471.578036,-22.026,2.655,-6,15,o,0,1.08,60.55733,-28.39159,8506.73,5165.04,2.84,2.78,-69.5,-0.468,19.21,20.61,01a59471o0811o
57,59477.516785,-22.165,8.156,-5,40,o,0,1.63,60.55733,-28.39159,2235.03,7182.75,2.39,2.27,17.8,-0.389,17.86,18.05,02a59477o0669o
58,59477.51862,17.374,1.176,408,480,o,0,1.57,60.55733,-28.39159,2254.97,7219.58,2.37,2.28,-27.8,-0.409,15.55,15.41,02a59477o0673o
59,59477.521376,-18.432,0.853,-154,131,o,0,1.37,60.55733,-28.39159,2197.73,7142.78,2.27,2.19,-34.2,-0.402,16.8,16.84,02a59477o0679o
60,59477.531468,-19.345,0.533,-66,35,o,0,1.37,60.55733,-28.39159,2178.13,7258.38,2.12,2.08,-11.9,-0.419,18.33,18.66,02a59477o0701o
61,59479.524185,21.738,6.366,7,47,o,0,1.01,60.55733,-28.39159,378.69,9224.07,2.84,2.52,-51.1,-0.493,18.37,19.01,01a59479o0688o
62,59479.531104,20.532,2.101,22,47,o,0,1.0,60.55733,-28.39159,359.53,9186.27,2.8,2.46,-53.7,-0.497,18.46,19.04,01a59479o0703o
63,59479.533865,-19.98,0.933,-37,34,o,0,0.68,60.55733,-28.39159,419.81,9263.87,2.82,2.5,-55.5,-0.503,18.41,19.05,01a59479o0709o
64,59479.548057,19.797,1.023,44,45,o,0,1.12,60.55733,-28.39159,441.09,9147.42,3.05,2.7,-51.1,-0.466,18.35,19.08,01a59479o0739o
65,59479.553587,21.008,2.955,14,42,o,0,0.95,60.55733,-28.39159,10501.98,9067.26,3.18,3.08,81.0,-0.343,18.41,19.11,01a59479o0751o
66,59479.557734,-19.595,0.789,-53,42,o,0,1.17,60.55733,-28.39159,10482.17,9028.18,3.16,2.99,-87.9,-0.363,18.44,19.1,01a59479o0760o
67,59481.542026,21.961,3.58,6,21,o,0,1.24,60.55733,-28.39159,2237.45,7177.44,2.26,2.09,-54.2,-0.43,18.78,19.32,02a59481o0744o
68,59481.547428,-19.928,0.731,-39,28,o,0,0.68,60.55733,-28.39159,2254.15,7215.76,2.45,2.38,-35.9,-0.422,18.66,19.32,02a59481o0755o
69,59481.549256,19.81,0.462,43,20,o,0,1.44,60.55733,-28.39159,2198.82,7138.58,2.31,2.17,-52.8,-0.424,18.76,19.32,02a59481o0759o
70,59481.554327,24.454,40.25,1,24,o,0,1.46,60.55733,-28.39159,2176.54,7257.07,2.54,2.46,11.4,-0.387,18.62,19.33,02a59481o0770o
71,59483.548105,21.085,1.821,13,24,o,0,1.0,60.55733,-28.39159,2642.51,5627.87,3.33,3.08,-57.7,-0.444,18.75,19.93,01a59483o0746o
72,59483.55087,-20.086,0.636,-34,21,o,0,0.95,60.55733,-28.39159,2624.36,5590.8,3.18,3.05,-63.7,-0.431,18.75,19.95,01a59483o0752o
73,59483.557315,19.793,0.383,44,17,o,0,1.54,60.55733,-28.39159,2684.67,5669.19,2.83,2.61,-49.1,-0.486,18.98,19.98,01a59483o0766o
74,59483.563299,21.691,2.65,8,20,o,0,0.78,60.55733,-28.39159,2702.46,5553.08,2.9,2.76,-45.8,-0.469,18.93,20.01,01a59483o0779o
75,59485.546618,-20.927,0.795,-16,12,o,0,1.77,60.55733,-28.39159,3500.23,9596.52,2.31,2.16,-53.8,-0.419,19.27,20.31,02a59485o0756o
76,59485.548447,20.404,0.724,25,18,o,0,0.72,60.55733,-28.39159,3520.1,9636.23,2.28,2.13,-51.5,-0.418,19.3,20.3,02a59485o0760o
77,59485.551189,21.47,1.326,9,12,o,0,1.4,60.55733,-28.39159,3462.7,9557.75,2.13,2.01,-56.3,-0.426,19.3,20.3,02a59485o0766o
78,59485.560248,24.181,20.833,1,16,o,0,1.12,60.55733,-28.39159,3438.14,9676.74,2.33,2.2,-54.6,-0.409,19.25,20.31,02a59485o0785o
79,59487.5258,23.41,8.75,2,14,o,0,1.62,60.55733,-28.39159,2679.04,5648.61,2.93,2.77,-45.7,-0.469,19.12,20.43,01a59487o0543o
80,59487.527643,-23.522,10.875,-1,15,o,0,1.02,60.55733,-28.39159,2659.49,5609.97,2.74,2.69,19.8,-0.463,19.18,20.45,01a59487o0547o
81,59487.533641,-21.732,2.162,-7,16,o,0,0.98,60.55733,-28.39159,2717.01,5686.34,2.99,2.79,-46.3,-0.46,19.12,20.43,01a59487o0559o
82,59487.542414,20.215,0.483,30,14,o,0,1.48,60.55733,-28.39159,2737.29,5571.59,3.07,2.85,-49.3,-0.454,19.09,20.43,01a59487o0578o
83,59489.535947,-22.394,2.333,-4,9,o,0,1.9,60.55733,-28.39159,3501.22,9597.99,2.03,1.95,-51.7,-0.43,19.41,20.46,02a59489o0720o
84,59489.538235,-22.766,4.172,-3,12,o,0,1.58,60.55733,-28.39159,3520.3,9636.56,2.0,1.89,-57.8,-0.436,19.42,20.44,02a59489o0725o
85,59489.545471,-21.46,1.2,-10,11,o,0,1.12,60.55733,-28.39159,3460.98,9559.04,1.97,1.93,-52.7,-0.441,19.45,20.52,02a59489o0740o
86,59489.551428,-21.177,0.944,-12,12,o,0,1.32,60.55733,-28.39159,3440.79,9676.12,2.0,1.91,-50.0,-0.437,19.45,20.54,02a59489o0753o
87,59491.518021,21.339,1.623,11,17,o,0,1.1,60.55733,-28.39159,1270.56,1276.73,2.8,2.76,-41.2,-0.55,19.19,20.53,01a59491o0676o
88,59491.521264,-20.734,0.925,-18,17,o,0,0.88,60.55733,-28.39159,1252.34,1238.81,2.81,2.66,-54.7,-0.568,19.25,20.56,01a59491o0683o
89,59491.533639,22.462,72.471,4,272,o,0,0.0,60.55733,-28.39159,1309.85,1316.75,3.04,2.83,-64.1,-0.55,19.25,20.61,01a59491o0709o
90,59491.536406,-19.607,0.405,-52,21,o,0,0.83,60.55733,-28.39159,1326.2,1199.89,3.08,2.96,-64.5,-0.53,19.21,20.57,01a59491o0715o
91,59493.567131,21.421,1.022,10,10,o,0,1.48,60.55733,-28.39159,2425.57,7610.15,2.21,1.93,43.7,-0.428,19.54,20.78,02a59493o0809o
92,59493.595367,20.421,0.431,25,11,o,0,1.22,60.55733,-28.39159,2409.79,7574.79,2.21,1.94,46.5,-0.42,19.5,20.66,02a59493o0870o
93,59493.62365,21.635,1.284,8,10,o,0,0.95,60.55733,-28.39159,2468.88,7655.05,2.28,1.93,42.4,-0.412,19.5,20.75,02a59493o0931o
94,59493.646047,-20.172,1.586,-31,49,o,0,0.97,60.55733,-28.39159,2490.05,7540.29,2.35,2.0,45.2,-0.397,18.01,18.07,02a59493o0979o
95,59495.486449,-20.012,1.615,-36,58,o,0,1.0,60.55733,-28.39159,1269.13,1273.71,4.56,3.98,5.2,-0.355,18.07,19.7,01a59495o0637o
96,59495.489676,-19.569,1.132,-54,61,o,0,1.11,60.55733,-28.39159,1250.16,1235.6,4.1,3.54,0.1,-0.403,17.59,19.04,01a59495o0644o
97,59495.495208,-20.009,0.729,-36,26,o,0,1.08,60.55733,-28.39159,1308.73,1314.65,4.88,3.93,-2.1,-0.326,18.48,20.21,01a59495o0656o
98,59495.507646,21.378,1.9,10,19,o,0,0.95,60.55733,-28.39159,1328.22,1199.52,4.13,3.52,-2.0,-0.399,18.92,20.62,01a59495o0682o
99,59501.545409,20.724,0.713,19,13,o,0,0.87,60.55733,-28.39159,2503.67,9566.11,2.07,2.0,43.2,-0.447,19.4,20.5,02a59501o0762o
100,59501.573874,-23.256,7.812,-2,14,o,0,0.81,60.55733,-28.39159,2486.91,9528.86,2.1,2.0,64.7,-0.446,19.34,20.4,02a59501o0823o
101,59501.602109,22.095,2.761,5,15,o,0,0.88,60.55733,-28.39159,2548.32,9610.42,2.1,2.04,88.2,-0.443,19.23,20.18,02a59501o0884o
102,59501.621238,0.0,20.902,0,16,o,0,1.07,60.55733,-28.39159,2569.24,9495.22,2.17,2.04,58.6,-0.435,19.11,20.02,02a59501o0925o
103,59503.459981,24.879,56.5,0,23,o,0,1.08,60.55733,-28.39159,3155.63,1201.77,2.9,2.87,-48.0,-0.476,18.87,19.89,01a59503o0553o
104,59503.462284,-20.194,0.703,-30,21,o,0,1.21,60.55733,-28.39159,3135.64,1162.43,2.98,2.89,-43.7,-0.475,18.85,19.9,01a59503o0558o
105,59503.46505,24.06,25.25,1,22,o,0,1.01,60.55733,-28.39159,3194.39,1239.95,3.02,2.94,-41.8,-0.475,18.86,19.92,01a59503o0564o
