,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,57797.586583,-17.92,0.155,-247,38,o,0,1.29,219.7115,14.74058,9901.38,10009.06,3.5,2.92,-68.3,-0.513,18.63,19.45,02a57797o0559o
1,57797.600557,18.754,0.471,114,54,o,0,1.47,219.7115,14.74058,54.1,9996.76,3.19,2.86,2.0,-0.589,18.72,19.6,02a57797o0579o
2,57797.604771,-18.234,0.195,-185,36,o,0,1.35,219.7115,14.74058,9915.42,10049.38,3.48,2.91,-65.3,-0.514,18.65,19.5,02a57797o0585o
3,57797.618608,-18.153,0.238,-199,47,o,0,0.97,219.7115,14.74058,72.79,10038.29,3.26,2.9,10.3,-0.572,18.77,19.7,02a57797o0605o
4,57797.622852,-18.278,0.23,-177,41,o,0,0.8,219.7115,14.74058,9854.87,9970.59,3.4,2.88,-59.6,-0.509,18.67,19.52,02a57797o0611o
5,57797.640756,-18.108,0.179,-207,37,o,0,0.96,219.7115,14.74058,9818.0,10092.4,3.35,2.85,-58.4,-0.528,18.68,19.55,02a57797o0637o
6,57797.658827,-18.087,0.143,-211,30,o,0,1.11,219.7115,14.74058,618.22,416.44,4.03,3.61,73.2,-0.419,18.74,19.63,02a57797o0663o
7,57797.672502,-18.271,0.346,-178,62,o,0,1.09,219.7115,14.74058,10459.19,429.59,3.8,3.0,84.3,-0.419,18.14,18.38,02a57797o0683o
8,57801.589053,-18.487,0.147,-146,22,o,0,1.42,219.7115,14.74058,10157.25,9400.93,3.59,2.89,-81.0,-0.493,19.1,20.35,02a57801o0671o
9,57801.594016,-18.155,0.136,-199,27,o,0,1.11,219.7115,14.74058,344.87,9388.05,3.26,3.07,20.0,-0.52,19.03,20.24,02a57801o0679o
10,57801.598261,-18.28,0.141,-177,25,o,0,1.09,219.7115,14.74058,10174.9,9439.77,3.51,2.88,-75.0,-0.507,19.09,20.33,02a57801o0685o
11,57801.612805,-18.72,0.209,-118,25,o,0,1.46,219.7115,14.74058,364.93,9426.86,3.44,3.12,25.9,-0.519,19.06,20.3,02a57801o0705o
12,57801.616682,-17.948,0.143,-240,34,o,0,0.86,219.7115,14.74058,10116.05,9362.67,3.52,2.86,-77.8,-0.507,19.07,20.31,02a57801o0711o
13,57801.630696,-18.095,0.139,-210,29,o,0,0.89,219.7115,14.74058,289.32,9347.68,3.31,3.03,23.7,-0.526,19.07,20.28,02a57801o0731o
14,57801.634653,-18.246,0.146,-183,27,o,0,0.89,219.7115,14.74058,10095.39,9462.46,3.4,2.84,-76.6,-0.513,19.09,20.3,02a57801o0737o
15,57801.648352,-18.491,0.207,-146,30,o,0,1.18,219.7115,14.74058,266.7,9464.91,4.33,4.06,54.3,-0.459,18.87,20.29,02a57801o0757o
16,57801.652675,-18.485,0.169,-147,25,o,0,0.96,219.7115,14.74058,347.26,1025.73,3.82,3.51,86.5,-0.441,19.12,20.41,02a57801o0763o
17,57801.666244,-18.277,0.234,-178,42,o,0,0.93,219.7115,14.74058,10155.55,1036.92,3.66,3.07,85.4,-0.48,18.69,19.56,02a57801o0783o
18,57808.663866,-21.784,4.2,-7,30,c,0,1.23,219.7115,14.74058,1263.37,9649.75,3.76,3.42,16.7,-0.438,18.97,20.27,02a57808o0845c
19,57816.577995,-20.378,0.493,-26,13,c,0,0.99,219.7115,14.74058,6216.43,2310.03,3.87,3.75,-86.9,-0.387,19.82,22.02,02a57816o0630c
20,57816.599279,-19.534,0.233,-56,13,c,0,0.95,219.7115,14.74058,4246.77,8104.29,3.69,3.59,33.1,-0.44,19.81,21.98,02a57816o0668c
21,57816.60169,-20.668,0.673,-20,13,c,0,1.12,219.7115,14.74058,4304.57,8183.97,3.73,3.62,38.1,-0.442,19.8,21.98,02a57816o0673c
22,57816.621985,-20.023,0.375,-36,13,c,0,1.15,219.7115,14.74058,4321.97,8067.78,3.79,3.69,36.4,-0.44,19.74,21.94,02a57816o0711c
23,57816.633202,-19.647,0.267,-50,13,c,0,1.26,219.7115,14.74058,4284.23,8123.01,3.79,3.68,34.5,-0.44,19.74,21.91,02a57816o0731c
24,57817.640041,-18.19,0.155,-192,30,o,0,0.82,219.7115,14.74058,1698.0,9655.51,4.81,4.37,26.8,-0.426,19.14,21.27,01a57817o0747o
25,57817.659274,-19.744,1.469,-46,68,o,0,1.15,219.7115,14.74058,1718.36,9694.93,4.87,4.32,21.7,-0.443,18.06,19.14,01a57817o0780o
26,57819.612404,-18.338,0.131,-168,22,o,0,0.84,219.7115,14.74058,10056.56,9461.11,3.48,3.25,53.4,-0.473,19.17,21.21,01a57819o0729o
27,57819.622472,-18.073,0.089,-214,19,o,0,1.17,219.7115,14.74058,10078.51,9499.66,3.47,3.21,61.5,-0.474,19.18,21.18,01a57819o0748o
28,57819.635514,-17.443,0.087,-383,33,o,0,0.93,219.7115,14.74058,235.19,9614.2,4.98,4.18,44.7,-0.443,19.2,21.23,01a57819o0773o
29,57819.643314,-17.498,0.093,-364,34,o,0,1.06,219.7115,14.74058,254.14,9652.96,5.1,4.22,44.9,-0.373,19.21,21.2,01a57819o0788o
30,57819.649782,-18.083,0.111,-212,24,o,0,1.03,219.7115,14.74058,10003.86,9542.1,3.32,3.12,60.3,-0.491,19.0,20.84,01a57819o0800o
31,57819.657451,-17.827,0.273,-268,73,o,0,1.03,219.7115,14.74058,198.08,9575.45,5.25,4.15,36.0,-0.34,18.22,19.28,01a57819o0814o
32,57820.656922,-18.388,0.184,-160,30,o,0,1.17,219.7115,14.74058,7235.0,1151.88,3.89,3.23,-47.7,-0.472,18.74,20.28,01a57820o0894o
33,57828.635106,-18.783,0.485,-111,54,o,0,1.03,219.7115,14.74058,9128.4,1493.61,3.94,3.18,-43.2,-0.481,18.16,19.14,01a57828o0831o
34,57828.648622,-17.489,0.172,-367,63,o,0,1.04,219.7115,14.74058,9146.01,1532.86,4.01,3.24,-43.3,-0.459,17.88,18.76,01a57828o0858o
35,57832.638166,-18.486,0.168,-146,25,o,0,1.09,219.7115,14.74058,6811.17,1495.19,3.68,3.24,-53.7,-0.461,18.93,20.62,01a57832o0839o
36,57832.652406,-18.718,0.773,-118,91,o,0,0.97,219.7115,14.74058,6832.09,1534.04,3.85,3.32,-54.9,-0.456,17.67,18.19,01a57832o0867o
37,57837.620819,-18.216,0.13,-188,24,o,0,1.08,219.7115,14.74058,5616.73,422.35,4.28,3.38,-63.2,-0.458,19.14,21.14,01a57837o0633o
38,57837.635595,-18.123,0.125,-205,26,o,0,1.22,219.7115,14.74058,5637.68,461.91,4.4,3.51,-63.3,-0.46,18.99,20.94,01a57837o0661o
39,57837.649772,-18.545,0.722,-139,100,o,0,0.83,219.7115,14.74058,5581.67,383.62,4.31,3.33,-64.2,-0.459,17.67,18.21,01a57837o0688o
40,57839.585686,-18.086,0.131,-212,28,o,0,1.04,219.7115,14.74058,1142.83,9134.27,4.31,3.99,76.0,-0.462,19.19,21.2,01a57839o0551o
41,57839.608214,-17.943,0.1,-242,24,o,0,1.35,219.7115,14.74058,1162.94,9172.21,4.39,4.09,78.2,-0.453,19.2,21.18,01a57839o0593o
42,57839.625408,-17.968,0.131,-236,31,o,0,0.91,219.7115,14.74058,1107.3,9094.64,4.57,4.25,78.2,-0.439,19.15,21.14,01a57839o0624o
43,57839.64164,-18.169,0.191,-196,38,o,0,1.48,219.7115,14.74058,1088.42,9210.97,4.74,4.42,68.2,-0.435,18.68,20.23,01a57839o0653o
44,57841.52079,-21.72,2.3,-8,17,c,0,1.03,219.7115,14.74058,7679.1,740.82,3.8,3.71,-73.2,-0.417,19.01,20.87,02a57841o0541c
45,57841.540663,21.646,2.238,8,18,c,0,1.03,219.7115,14.74058,7655.66,699.91,3.83,3.75,-83.3,-0.416,19.01,20.88,02a57841o0574c
46,57841.546635,-23.208,9.4,-2,18,c,0,0.93,219.7115,14.74058,7711.5,776.8,3.84,3.74,-88.8,-0.413,19.01,20.89,02a57841o0584c
47,57841.571651,0.0,20.841,0,17,c,0,1.09,219.7115,14.74058,7736.02,661.18,3.97,3.78,0.3,-0.418,18.99,20.91,02a57841o0626c
48,57841.583882,20.446,0.854,24,21,c,0,1.12,219.7115,14.74058,7699.57,723.12,5.86,3.89,-0.7,-0.376,18.77,20.91,02a57841o0647c
49,57842.605371,-18.53,0.148,-141,21,o,0,1.19,219.7115,14.74058,6736.33,2535.65,3.45,3.15,-55.6,-0.491,19.05,21.0,01a57842o0749o
50,57842.619714,-18.329,0.134,-169,23,o,0,0.93,219.7115,14.74058,6757.59,2574.01,3.48,3.15,-53.1,-0.491,19.01,20.95,01a57842o0776o
51,57842.633932,-18.824,0.238,-107,26,o,0,0.76,219.7115,14.74058,6700.59,2497.76,3.49,3.14,-53.3,-0.499,18.91,20.76,01a57842o0803o
52,57844.535835,18.98,0.247,93,23,c,0,0.97,219.7115,14.74058,3958.27,9683.41,3.86,3.17,0.5,-0.421,19.61,21.68,02a57844o0577c
53,57844.560664,18.869,0.196,103,20,c,0,1.11,219.7115,14.74058,3939.33,9644.83,3.61,3.25,-1.3,-0.417,19.64,21.66,02a57844o0623c
54,57844.578806,-19.661,0.574,-50,28,o,0,1.04,219.7115,14.74058,3509.2,9711.17,4.29,4.24,46.0,-0.423,19.1,21.12,01a57844o0626o
55,57844.58308,18.64,0.174,127,22,c,0,1.28,219.7115,14.74058,3997.13,9720.77,3.54,3.24,-4.1,-0.422,19.63,21.62,02a57844o0666c
56,57844.584656,18.837,0.189,106,20,c,0,1.58,219.7115,14.74058,4013.79,9603.1,4.02,3.82,22.1,-0.41,19.55,21.62,02a57844o0669c
57,57844.585166,-18.287,0.172,-176,30,o,0,0.89,219.7115,14.74058,3546.47,9750.06,4.55,4.45,37.3,-0.407,19.06,21.12,01a57844o0637o
58,57844.602939,-19.338,0.437,-67,29,o,0,1.1,219.7115,14.74058,3472.57,9673.47,4.66,4.59,11.4,-0.402,18.97,21.04,01a57844o0670o
59,57844.605344,19.005,0.23,91,21,c,0,1.22,219.7115,14.74058,3977.86,9661.0,3.62,3.36,1.9,-0.403,19.57,21.53,02a57844o0707c
60,57844.618644,-19.531,0.517,-56,29,o,0,1.26,219.7115,14.74058,3453.71,9790.78,4.64,4.6,37.8,-0.395,18.97,20.97,01a57844o0698o
61,57845.593437,-21.005,2.105,-14,30,o,0,0.81,219.7115,14.74058,7898.35,2451.93,4.14,4.03,-29.2,-0.438,18.9,20.93,01a57845o0704o
62,57845.60884,-19.038,0.302,-88,27,o,0,1.11,219.7115,14.74058,7918.3,2490.41,3.78,3.64,-36.3,-0.455,18.98,20.92,01a57845o0733o
63,57845.624747,-20.497,1.321,-23,30,o,0,0.91,219.7115,14.74058,7862.21,2413.62,4.35,4.15,-35.0,-0.434,18.79,20.85,01a57845o0763o
64,57845.640037,-21.158,3.882,-12,48,o,0,0.98,219.7115,14.74058,7845.73,2530.4,4.2,3.82,-22.3,-0.445,18.15,19.48,01a57845o0792o
65,57846.590735,-20.494,1.0,-23,23,o,0,1.17,219.7115,14.74058,6615.99,1720.84,3.72,3.51,-58.3,-0.461,19.06,21.1,01a57846o0484o
66,57846.606177,-19.173,0.296,-78,23,o,0,1.16,219.7115,14.74058,6636.1,1759.26,3.76,3.55,-58.6,-0.46,19.02,21.04,01a57846o0513o
67,57846.622089,-20.358,0.953,-26,25,o,0,1.02,219.7115,14.74058,6579.65,1681.99,3.71,3.48,-52.1,-0.467,18.96,20.92,01a57846o0543o
68,57846.637329,-18.953,0.375,-95,36,o,0,1.05,219.7115,14.74058,6563.79,1798.54,3.86,3.66,-51.7,-0.457,18.43,19.97,01a57846o0572o
69,57847.564701,21.726,3.818,7,28,o,0,0.78,219.7115,14.74058,3797.44,8770.07,3.92,3.79,74.2,-0.451,19.08,21.08,01a57847o0616o
70,57847.58365,-20.343,0.93,-26,25,o,0,1.02,219.7115,14.74058,3817.93,8808.94,3.68,3.63,-25.8,-0.466,19.09,21.0,01a57847o0654o
71,57847.590636,21.432,2.667,10,26,o,0,0.95,219.7115,14.74058,3759.39,8731.65,3.8,3.72,-37.7,-0.458,19.05,20.98,01a57847o0666o
72,57847.608312,21.563,3.077,9,26,o,0,1.04,219.7115,14.74058,3742.75,8848.76,3.83,3.75,6.2,-0.457,19.02,20.91,01a57847o0699o
73,57848.538184,-18.44,0.215,-153,33,o,0,1.09,219.7115,14.74058,942.17,9705.93,4.13,4.04,55.8,-0.525,19.11,21.02,01a57848o0563o
74,57848.557202,-18.374,0.204,-162,33,o,0,1.03,219.7115,14.74058,962.71,9744.51,4.36,4.03,61.2,-0.483,19.14,21.04,01a57848o0599o
75,57848.577844,-18.898,0.314,-100,31,o,0,1.25,219.7115,14.74058,886.34,9666.94,4.35,3.96,72.8,-0.51,19.13,21.01,01a57848o0638o
76,57848.581669,-17.745,0.11,-290,32,o,0,1.31,219.7115,14.74058,868.19,9785.25,4.32,4.09,68.6,-0.492,19.12,21.0,01a57848o0645o
77,57849.562775,-19.331,0.333,-67,22,o,0,1.11,219.7115,14.74058,6882.0,915.18,4.02,3.71,26.6,-0.438,19.18,21.12,01a57849o0690o
