Nested Sampling Global Log-Evidence           :   -0.485864049626386304E+03  +/-    0.899162105300703618E+00
Nested Importance Sampling Global Log-Evidence:   -0.489305521752640800E+03  +/-    0.341068324003048068E-01

Dim No.       Mean        Sigma
   1    0.348069933087815156E-01    0.115205631368100903E-01
   2   -0.160810177657704179E+01    0.360689611296329327E+01
   3    0.129588030410417820E+01    0.447357613956330460E-01
   4    0.156527577501419302E+01    0.211815121967061579E-01
   5    0.165282731787527587E-01    0.880320453968081416E-03
   6    0.383200795620015588E+01    0.910662465205926003E-01
   7   -0.181421032279105265E+01    0.439279990822930233E+00
   8    0.128230204134766358E-01    0.155620966183066343E-01
   9   -0.297998293108104773E+00    0.213337035129892172E+01
  10   -0.727552616672996616E-01    0.406659931432255956E-01
  11   -0.926102738489863464E-01    0.486631537041923301E-01
  12    0.175796969086078614E+00    0.468809301706887352E-01
  13    0.287698742613255509E+00    0.127253315743037942E+00
  14   -0.106165725072272243E+01    0.508692333308491812E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.445461699074220299E-01
   2    0.237749005432614524E+01
   3    0.132616189415225705E+01
   4    0.155125714483670119E+01
   5    0.171936019444458993E-01
   6    0.389944229883029170E+01
   7   -0.170681070918012878E+01
   8    0.160941731210716282E-01
   9   -0.129996445094807234E+01
  10   -0.102140434970083488E+00
  11   -0.153008214036478324E+00
  12    0.237610819851389071E+00
  13    0.263136716768163970E+00
  14   -0.100905718365213337E+01

MAP Parameters
Dim No.        Parameter
   1    0.445461699074220299E-01
   2    0.237749005432614524E+01
   3    0.132616189415225705E+01
   4    0.155125714483670119E+01
   5    0.171936019444458993E-01
   6    0.389944229883029170E+01
   7   -0.170681070918012878E+01
   8    0.160941731210716282E-01
   9   -0.129996445094807234E+01
  10   -0.102140434970083488E+00
  11   -0.153008214036478324E+00
  12    0.237610819851389071E+00
  13    0.263136716768163970E+00
  14   -0.100905718365213337E+01
