         MJD         m       dm       uJy  duJy F  err   chi/N       RA       Dec        x        y   maj   min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57297.462210 18.729535      NaN     -49.0    39 o    0    0.97 46.08141 -11.90377  9837.33  4218.79  4.46  3.72  73.5 -0.482    18.60 19.83 02a57297o0243o 0xc00800        13.0
57297.488790 18.511660      NaN      36.0    40 o    0    0.92 46.08141 -11.90377  9829.59  4225.41  4.36  3.62  73.2 -0.485    18.63 19.84 02a57297o0283o 0xc00800        13.0
57297.510286 18.910912      NaN    -147.0    33 o    0    0.53 46.08141 -11.90377    54.43  4204.08  4.47  3.49 -48.9 -0.413    18.58 19.77 02a57297o0315o 0xc00800        13.0
57297.515398 18.944322      NaN      -1.0    32 o    0    1.34 46.08141 -11.90377  1526.83  2743.25  4.34  3.47 -33.6 -0.484    18.59 19.78 02a57297o0323o 0xc00900        13.0
57297.549354 18.606822      NaN      36.0    36 o    0    0.93 46.08141 -11.90377  1515.13  2751.68  4.47  3.46 -31.6 -0.495    18.60 19.79 02a57297o0373o 0xc00800        13.0
57298.458551 18.978793      NaN     -19.0    31 o    0    1.04 46.08141 -11.90377  9850.92  4221.15  4.46  3.95  52.9 -0.487    18.81 20.27 02a57298o0392o 0xc00900        13.0
57298.482794 19.089302      NaN    -122.0    28 o    0    0.53 46.08141 -11.90377    74.56  4201.37  4.66  3.58 -40.9 -0.410    18.79 20.22 02a57298o0429o 0xc00800        13.0
57298.485982 18.978793      NaN      -6.0    31 o    0    1.15 46.08141 -11.90377  9841.55  4227.53  4.35  3.69  70.9 -0.480    18.86 20.29 02a57298o0434o 0xc00800        13.0
57298.512331 18.978793      NaN      -2.0    31 o    0    0.84 46.08141 -11.90377  1538.89  2745.62  4.47  3.44 -30.4 -0.485    18.85 20.27 02a57298o0474o 0xc00900        13.0
57298.546367 19.051202      NaN       3.0    29 o    0    1.11 46.08141 -11.90377  1527.10  2754.13  4.43  3.47 -32.3 -0.484    18.77 20.12 02a57298o0525o 0xc00800        13.0
57318.375984 18.729535      NaN     -35.0    39 o    0    1.00 46.08141 -11.90377  9842.25  4238.25  4.99  4.18  73.6 -0.460    18.51 19.86 02a57318o0282o 0xc00800        13.0
57318.378554 18.910912      NaN    -199.0    33 o    0    0.48 46.08141 -11.90377    69.55  4211.64  5.59  3.79 -50.8 -0.417    18.51 19.84 02a57318o0286o 0xc00a00        13.0
57318.402326 18.757738      NaN     -38.0    38 o    0    0.87 46.08141 -11.90377  9836.12  4244.06  4.82  4.00  72.6 -0.468    18.60 19.94 02a57318o0323o 0xc00800        13.0
57318.404925 18.910912      NaN    -162.0    33 o    0    0.62 46.08141 -11.90377    65.81  4217.24  5.48  3.76 -49.8 -0.433    18.59 19.94 02a57318o0327o 0xc00800        13.0
57318.431324 18.816441      NaN     -84.0    36 o    0    1.01 46.08141 -11.90377  1535.07  2759.39  5.07  3.75 -34.4 -0.499    18.66 20.03 02a57318o0368o 0xc00800        13.0
57318.457627 18.978793      NaN     -12.0    31 o    0    1.36 46.08141 -11.90377  1529.11  2765.43  5.08  3.81 -30.2 -0.489    18.70 20.09 02a57318o0409o 0xc00800        13.0
57329.421830 19.089302      NaN     -26.0    28 o    0    1.13 46.08141 -11.90377  9886.27  4281.04  4.60  3.84  64.5 -0.481    18.90 20.57 02a57329o0348o 0xc00800        13.0
57329.440831 18.738855      NaN      21.0    36 o    0    0.88 46.08141 -11.90377   112.78  4253.17  6.55  4.10 -52.7 -0.422    18.89 20.51 02a57329o0376o 0xc00800        13.0
57329.449533 18.816441      NaN     -24.0    36 o    0    0.85 46.08141 -11.90377   878.95  6396.19  5.34  3.59 -63.3 -0.417    18.90 20.52 02a57329o0389o 0xc00800        13.0
57329.497251 18.675237      NaN      49.0    29 o    0    1.06 46.08141 -11.90377  9176.85  7896.30  4.21  3.32  87.5 -0.471    18.78 20.34 02a57329o0458o 0xc00800        13.0
57329.525487 17.990970      NaN       3.0    77 o    0    0.94 46.08141 -11.90377  9178.29  7896.97  4.25  3.44  86.6 -0.485    17.76 19.05 02a57329o0499o 0xc00800        13.0
57353.373843 17.762888      NaN      76.0    74 o    0    1.19 46.08141 -11.90377   882.25  6399.48  4.12  3.51 -62.6 -0.447    17.90 18.42 02a57353o0316o 0xc00800        13.0
57353.382615 18.158337      NaN     -37.0    66 o    0    1.27 46.08141 -11.90377   881.05  6398.64  4.11  3.55 -63.6 -0.448    17.90 18.43 02a57353o0329o 0xc00800        13.0
57353.391374 17.751519      NaN      76.0    75 o    0    1.25 46.08141 -11.90377   880.96  6400.72  4.09  3.52 -63.9 -0.443    17.91 18.45 02a57353o0342o 0xc00800        13.0
