Nested Sampling Global Log-Evidence           :   -0.358204850864916713E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.663972245138186978E+00  +/-    0.353760566113656000E-01

Dim No.       Mean        Sigma
   1    0.990964022655057702E-01    0.793448235006148465E-02
   2   -0.330212553939350784E+02    0.230578872655875911E+01
   3    0.137307933447376773E+01    0.237275487293979320E-01
   4    0.120778265118402506E+01    0.920013221181020108E-01
   5    0.582029037831198991E-02    0.130033851163999519E-02
   6    0.240791135458387906E+01    0.125278441502159506E-01
   7   -0.157292030654167769E+01    0.744934058564930141E-01
   8   -0.179001856488256311E-01    0.406616183429646481E-02
   9   -0.656269611655734053E+01    0.736232871406790834E+00
  10    0.672905136527906719E-02    0.308688763045555890E-01
  11   -0.670454805641137602E-01    0.483414169585352979E-01
  12   -0.170446178794039671E+00    0.710449007000484301E-01
  13    0.119144797666017835E+00    0.109842217535542647E-01
  14   -0.108068433250909512E+01    0.120754026500533712E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.106061810886675476E+00
   2   -0.315434388514944786E+02
   3    0.136821977275175266E+01
   4    0.129414188044824763E+01
   5    0.753351124499802675E-02
   6    0.241513280517917073E+01
   7   -0.155507844132120421E+01
   8   -0.198057284711362323E-01
   9   -0.781170917718588598E+01
  10    0.374866267328685665E-02
  11    0.522307996182703321E-01
  12   -0.269589677923696425E+00
  13    0.124682492012739510E+00
  14   -0.108319073617730011E+01

MAP Parameters
Dim No.        Parameter
   1    0.934151811741592147E-01
   2   -0.296037998204574961E+02
   3    0.137276264828786543E+01
   4    0.122304955225207723E+01
   5    0.655550502437882154E-02
   6    0.239648358579172305E+01
   7   -0.164883678930107158E+01
   8   -0.222559766170421156E-01
   9   -0.678651008171914061E+01
  10    0.464282346680870844E-01
  11   -0.114946673364207663E-01
  12   -0.658160387852696899E-01
  13    0.125252412543353064E+00
  14   -0.109573900283346326E+01
