Nested Sampling Global Log-Evidence           :   -0.224673532072181139E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.224872235021914335E+02  +/-    0.257191432476644227E-02

Dim No.       Mean        Sigma
   1    0.681398641058630072E-01    0.132646644087102230E-02
   2   -0.499026205356874186E+01    0.492068669830088498E-01
   3    0.483481273343646600E+00    0.897875086711925376E-02
   4    0.638474516048105789E+00    0.287509666432771704E-01
   5    0.936566666504478305E-02    0.581665112179426754E-03
   6    0.149561960840453256E+01    0.327071054887132125E-02
   7   -0.163263598444311686E+01    0.877770786054473395E-01
   8   -0.975703395671122103E-01    0.308220653937713793E-01
   9   -0.711976463376472335E+01    0.194343889580177143E+01
  10   -0.566151089270765309E-01    0.457319060639471350E-01
  11   -0.404118022756856828E-02    0.185727177824668369E-01
  12   -0.401860482987025203E+00    0.994821797585076079E-01
  13    0.206628454230155696E-01    0.567115211779208941E-01
  14   -0.105169912254659836E+01    0.712702204366434926E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.675262955438815371E-01
   2   -0.500716228296854826E+01
   3    0.499345352834096978E+00
   4    0.676438543447633545E+00
   5    0.979351543409066536E-02
   6    0.149399473109336167E+01
   7   -0.181618782350651031E+01
   8   -0.491502512058134625E-01
   9   -0.873903996462692767E+01
  10   -0.109129236262144519E+00
  11   -0.808357978806685008E-02
  12   -0.360189208518476300E+00
  13    0.459628421745366250E-01
  14   -0.105238443705565476E+01

MAP Parameters
Dim No.        Parameter
   1    0.687643605696173915E-01
   2   -0.511850191776407293E+01
   3    0.473830490870981946E+00
   4    0.694312385511468788E+00
   5    0.977780482459823970E-02
   6    0.149373863955551589E+01
   7   -0.162926360112007851E+01
   8   -0.937606580781699672E-01
   9   -0.988652740084867432E+01
  10   -0.142530416856687492E+00
  11   -0.953086124184585395E-02
  12   -0.435485486173814662E+00
  13    0.457644106817655869E-02
  14   -0.105716590762051532E+01
