Nested Sampling Global Log-Evidence           :   -0.237574320779416794E+02  +/-    0.463520327967742285E+00
Nested Importance Sampling Global Log-Evidence:   -0.291484660740878709E+02  +/-    0.630874507802277468E-01

Dim No.       Mean        Sigma
   1    0.730178565193866508E-01    0.279726399489202658E-01
   2   -0.141535766623115702E+02    0.220844958122890755E+01
   3    0.925332646751158894E+00    0.993667581258552007E-01
   4    0.178204527860649131E+01    0.133610070127257424E+00
   5    0.736922476821100670E-02    0.140083862691878073E-02
   6    0.162377236538636405E+01    0.106783000909492443E+00
   7   -0.165737672907456712E+01    0.427348252340400192E+00
   8    0.159479309940227071E-03    0.338645848305969832E-01
   9   -0.270585201039104728E+01    0.233006974044204895E+01
  10   -0.202456275596651747E+00    0.119454589827788685E+00
  11   -0.865559943417388705E-01    0.108500074588799969E+00
  12   -0.161156109766889349E+00    0.185685816905453743E+00
  13   -0.595018462226989328E-01    0.115236724436281621E+00
  14   -0.106750941036208657E+01    0.610857923885525719E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.102036026603311347E+00
   2   -0.129882899166234580E+02
   3    0.952895990637796952E+00
   4    0.195042860849802446E+01
   5    0.866713461873671286E-02
   6    0.162870305453910103E+01
   7   -0.164133093798987173E+01
   8    0.209996384777182132E-02
   9   -0.270413810897163343E+01
  10   -0.223326435723455424E+00
  11   -0.116203726562777332E+00
  12   -0.227049564094214951E-01
  13   -0.199934909990989146E+00
  14   -0.100421493035625575E+01

MAP Parameters
Dim No.        Parameter
   1    0.102036026603311347E+00
   2   -0.129882899166234580E+02
   3    0.952895990637796952E+00
   4    0.195042860849802446E+01
   5    0.866713461873671286E-02
   6    0.162870305453910103E+01
   7   -0.164133093798987173E+01
   8    0.209996384777182132E-02
   9   -0.270413810897163343E+01
  10   -0.223326435723455424E+00
  11   -0.116203726562777332E+00
  12   -0.227049564094214951E-01
  13   -0.199934909990989146E+00
  14   -0.100421493035625575E+01
