Nested Sampling Global Log-Evidence           :   -0.455089784246879236E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.102703325266839673E+01  +/-    0.751599379484830799E-01

Dim No.       Mean        Sigma
   1    0.670207537608984161E-01    0.476092965219638078E-02
   2   -0.229635048867187166E+02    0.142592973739375584E+01
   3    0.647795177707757075E+00    0.145882842499609727E+00
   4    0.103292327916918114E+01    0.106388962810318788E+00
   5    0.102529055662586698E-01    0.124650658947344302E-02
   6    0.182124754335857753E+01    0.142581236582787658E-01
   7   -0.169161327779058746E+01    0.148428851438341253E+00
   8   -0.106092883923896403E+00    0.191408724544211324E-01
   9   -0.401959798972270832E+01    0.168682152042220368E+01
  10   -0.521122131016218751E-01    0.129862239492569115E+00
  11   -0.138764904049488796E+00    0.650761468535069471E-01
  12   -0.479977136277549843E-01    0.188926697174673780E+00
  13   -0.271566197331192638E+00    0.264834573668055497E-01
  14   -0.109726030346378112E+01    0.197144285144423073E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.661348071904335061E-01
   2   -0.226410114635021102E+02
   3    0.515253785070535764E+00
   4    0.112133725077018442E+01
   5    0.108864318955662620E-01
   6    0.182099809489752928E+01
   7   -0.183573767164275736E+01
   8   -0.120443031749981902E+00
   9   -0.289231318146656946E+01
  10   -0.154006422118055375E-02
  11   -0.139090341070590845E+00
  12    0.571502543605225122E-01
  13   -0.252197330456670699E+00
  14   -0.108885926473300687E+01

MAP Parameters
Dim No.        Parameter
   1    0.662401417632328959E-01
   2   -0.219756774340795396E+02
   3    0.577067908901708004E+00
   4    0.104672384028520327E+01
   5    0.960848575786333453E-02
   6    0.185710796879448847E+01
   7   -0.167619047989872350E+01
   8   -0.116591851183589987E+00
   9   -0.598415226135010858E+00
  10   -0.104581825551984642E+00
  11   -0.852904200965891590E-01
  12    0.139190480906257075E+00
  13   -0.262010250977268599E+00
  14   -0.112542975632768139E+01
