         MJD         m       dm    uJy   duJy   F  err  chi/N      RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57314.434498 19.051202      NaN   36.0   17.0   c  0.0   1.24 41.2746 26.07144  3829.72  8163.31 4.23 3.66 -62.0 -0.449    19.48 21.49 02a57314o0344c 0xc00800
57314.459437 19.256669      NaN   18.0   18.0   c  0.0   1.05 41.2746 26.07144  3824.85  8169.96 4.27 3.61 -63.3 -0.447    19.41 21.40 02a57314o0379c 0xc00900
57314.494573 19.436675      NaN    4.0   19.0   c  0.0   0.82 41.2746 26.07144  5342.26  3915.23 4.21 3.83 -27.1 -0.428    19.31 21.27 02a57314o0431c 0xc00800
57314.520119 19.472870      NaN    8.0   17.0   c  0.0   0.86 41.2746 26.07144  5333.85  3918.52 4.20 3.78 -23.3 -0.435    19.50 21.50 02a57314o0468c 0xc00800
57395.306822 19.766969      NaN  -14.0   15.0   c  0.0   1.13 41.2746 26.07144  7153.22  2083.56 4.10 3.82   7.0 -0.407    19.53 21.47 02a57395o0188c 0xc00800
57395.322999 19.696897      NaN  -26.0   16.0   c  0.0   0.92 41.2746 26.07144  7477.56  2680.33 3.99 3.84   5.9 -0.390    19.52 21.46 02a57395o0213c 0xc00800
57395.339577 19.115465      NaN   31.0   17.0   c  0.0   1.14 41.2746 26.07144  6626.27  1514.99 4.08 3.66  -2.5 -0.431    19.57 21.49 02a57395o0238c 0xc00800
57395.352878 19.287255      NaN   25.0   15.0   c  0.0   0.86 41.2746 26.07144  6347.42  3273.45 3.74 3.66  -9.7 -0.390    19.57 21.48 02a57395o0257c 0xc00800
57402.307566 19.454622      NaN  -25.0   20.0   c  0.0   1.11 41.2746 26.07144  7214.56  2220.62 4.15 3.74   6.4 -0.482    19.30 20.99 02a57402o0195c 0xc00800
57402.323862 19.419021      NaN    2.0   20.0   c  0.0   1.04 41.2746 26.07144  7507.37  2807.15 3.99 3.72  12.5 -0.458    19.29 20.97 02a57402o0221c 0xc00800
57402.341343 19.302877      NaN    3.0   22.0   c  0.0   0.89 41.2746 26.07144  6627.98  1633.96 4.38 3.64   1.4 -0.479    19.30 20.97 02a57402o0248c 0xc00900
57402.354636 19.491430      NaN    7.0   17.0   c  0.0   1.41 41.2746 26.07144  6323.29  3381.36 3.94 3.72  -2.7 -0.432    19.29 20.99 02a57402o0267c 0xc00800
57403.307974 19.302877      NaN  -25.0   23.0   c  0.0   1.08 41.2746 26.07144  7217.97  2218.58 4.18 3.69   3.9 -0.480    19.10 20.61 02a57403o0195c 0xc00800
57403.324092 19.401649      NaN    6.0   19.0   c  0.0   1.57 41.2746 26.07144  7509.65  2806.06 4.04 3.72  11.4 -0.479    19.09 20.56 02a57403o0221c 0xc00800
57403.341313 19.128787      NaN   -6.0   27.0   c  0.0   1.07 41.2746 26.07144  6630.97  1632.21 4.59 3.67   0.8 -0.494    19.05 20.53 02a57403o0248c 0xc00800
