Nested Sampling Global Log-Evidence           :   -0.205406392454351518E+02  +/-    0.397870474852322964E+00
Nested Importance Sampling Global Log-Evidence:   -0.255446445477642854E+02  +/-    0.560012939697071901E-01

Dim No.       Mean        Sigma
   1    0.699720822334481268E-01    0.526714194395306659E-01
   2   -0.398992888387047495E+01    0.288945358015347109E+01
   3    0.409500621549810873E+00    0.233950294440854217E+00
   4    0.516786279548253291E+00    0.231060756356936431E+00
   5    0.933553395284814590E-02    0.448406329540081833E-02
   6    0.770270901261641550E+00    0.220646603464832114E+00
   7   -0.169081525483987871E+01    0.414826678746215538E+00
   8   -0.136389350893590833E+00    0.685968348136559852E-01
   9   -0.413221857428287209E+00    0.231270175143017864E+01
  10   -0.225606972135021094E+00    0.145184797950222211E+00
  11   -0.236512957709042911E-01    0.122648997282204381E+00
  12   -0.208251361688454928E+00    0.226875312308181171E+00
  13   -0.268626826970290278E+00    0.188556861523813318E+00
  14   -0.106406101467064151E+01    0.547419197832884410E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.533638334872167525E-01
   2   -0.557089318047665571E+01
   3    0.456907064830315457E+00
   4    0.726097581207847620E+00
   5    0.137665688392758050E-01
   6    0.794745769845328298E+00
   7   -0.206109579665192344E+01
   8   -0.188352542131789868E+00
   9    0.341694090914680659E+01
  10   -0.166251698774138534E+00
  11   -0.295055122619996613E+00
  12    0.416488857860309980E+00
  13   -0.404958123657685909E+00
  14   -0.103479252532213706E+01

MAP Parameters
Dim No.        Parameter
   1   -0.533638334872167525E-01
   2   -0.557089318047665571E+01
   3    0.456907064830315457E+00
   4    0.726097581207847620E+00
   5    0.137665688392758050E-01
   6    0.794745769845328298E+00
   7   -0.206109579665192344E+01
   8   -0.188352542131789868E+00
   9    0.341694090914680659E+01
  10   -0.166251698774138534E+00
  11   -0.295055122619996613E+00
  12    0.416488857860309980E+00
  13   -0.404958123657685909E+00
  14   -0.103479252532213706E+01
