Nested Sampling Global Log-Evidence           :   -0.152674833815728732E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.152779116369733927E+02  +/-    0.438940819848235644E-02

Dim No.       Mean        Sigma
   1    0.654001676153230377E-01    0.848539718545652816E-03
   2   -0.284837913134348426E+02    0.449275937765626771E-01
   3    0.814042388194633482E+00    0.240021706227806818E-02
   4    0.198493803581871209E+01    0.376737013516244040E-03
   5    0.802954723012553467E-02    0.101487959732571362E-04
   6    0.233149630914997985E+01    0.108371236657987357E-02
   7   -0.185896301247122175E+01    0.670609611284079393E-01
   8   -0.101862725682489122E+00    0.108303384472032988E-02
   9   -0.396316956045376179E+01    0.368405835168334680E-01
  10   -0.117141788582799805E+00    0.294701601814506726E-02
  11   -0.237074746270884595E+00    0.631915197519169504E-02
  12   -0.382186684234238627E+00    0.128399643873198365E-01
  13   -0.550691066128110029E+00    0.205826778782285374E-02
  14   -0.108817233361299048E+01    0.870828317854462769E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.648134269841022792E-01
   2   -0.284801704554401134E+02
   3    0.813048948916389014E+00
   4    0.198514788831856981E+01
   5    0.804162826681421340E-02
   6    0.233363688769576649E+01
   7   -0.187948864393441606E+01
   8   -0.101610920964482696E+00
   9   -0.396100453716000045E+01
  10   -0.117368407966044419E+00
  11   -0.248687849552289397E+00
  12   -0.385358327276236368E+00
  13   -0.550884956816950377E+00
  14   -0.109420383961964407E+01

MAP Parameters
Dim No.        Parameter
   1    0.650341944570189956E-01
   2   -0.285591147412449935E+02
   3    0.819762811811832859E+00
   4    0.198538916474558680E+01
   5    0.803597319887980506E-02
   6    0.233282235199242249E+01
   7   -0.186209956468524118E+01
   8   -0.103146164794183329E+00
   9   -0.393889539705492231E+01
  10   -0.120469901892531928E+00
  11   -0.225758248847670207E+00
  12   -0.358640493159727569E+00
  13   -0.552228731666287276E+00
  14   -0.107234715123390711E+01
