         MJD         m       dm    uJy  duJy F  err  chi/N        RA       Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57243.410455 19.302877      NaN   23.5    16 c    0   1.11 330.39379 -17.46255  3640.58  5267.27 3.96 3.72 -24.3 -0.379    19.43 21.36 02a57243o0241c 0xc00800         2.5
57243.434742 19.674510      NaN    6.5    15 c    0   0.99 330.39379 -17.46255  3636.80  5271.10 3.73 3.51 -58.8 -0.396    19.51 21.39 02a57243o0275c 0xc00800         2.5
57243.444603 19.419021      NaN   19.5    15 c    0   1.25 330.39379 -17.46255  5086.90  3820.59 3.73 3.62 -50.2 -0.387    19.47 21.35 02a57243o0289c 0xc00800         2.5
57244.411811 19.401649      NaN   20.5    15 c    0   1.24 330.39379 -17.46255  3593.90  5268.66 3.72 3.50 -60.8 -0.399    19.50 21.37 02a57244o0207c 0xc00800         2.5
57244.436810 19.436675      NaN   18.5    15 c    0   1.07 330.39379 -17.46255  3588.87  5273.76 3.72 3.48 -58.8 -0.397    19.52 21.38 02a57244o0242c 0xc00800         2.5
57244.446611 19.841877      NaN   -3.5    14 c    0   1.01 330.39379 -17.46255  5038.69  3822.73 3.62 3.54 -39.5 -0.401    19.51 21.37 02a57244o0256c 0xc00800         2.5
57244.481639 19.302877      NaN   20.5    17 c    0   0.95 330.39379 -17.46255  5521.87  6765.18 3.62 3.42 -79.5 -0.411    19.52 21.35 02a57244o0304c 0xc00800         2.5
57245.404380 19.318728      NaN   19.5    17 c    0   0.91 330.39379 -17.46255  3605.85  5267.63 3.75 3.48 -62.7 -0.396    19.47 21.32 02a57245o0228c 0xc00800         2.5
57245.429520 19.766969      NaN   -9.5    15 c    0   1.04 330.39379 -17.46255  3598.71  5273.28 3.73 3.50 -59.5 -0.396    19.46 21.30 02a57245o0263c 0xc00800         2.5
57245.439835 19.766969      NaN  -24.5    15 c    0   1.07 330.39379 -17.46255  5052.59  3823.25 3.66 3.53 -49.9 -0.396    19.45 21.27 02a57245o0278c 0xc00800         2.5
57304.306345 19.302877      NaN  -32.5    23 c    0   1.24 330.39379 -17.46255  6947.58  5310.58 4.37 3.61  60.2 -0.412    19.00 21.03 02a57304o0160c 0xc00800         2.5
57304.332231 19.197966      NaN   12.5    22 c    0   1.15 330.39379 -17.46255  6948.82  5315.31 4.38 3.49  75.8 -0.408    19.11 21.12 02a57304o0199c 0xc00800         2.5
57304.341343 19.212347      NaN   -5.5    25 c    0   0.88 330.39379 -17.46255  5487.32  6767.13 4.38 3.47  86.4 -0.424    19.10 21.11 02a57304o0213c 0xc00800         2.5
57308.300960 19.510313      NaN    1.5    19 c    0   0.98 330.39379 -17.46255  6998.90  5318.63 4.32 4.05  89.8 -0.449    19.30 21.27 02a57308o0161c 0xc00800         2.5
57308.327401 19.454622      NaN   -5.5    20 c    0   0.89 330.39379 -17.46255  6998.25  5319.78 4.34 4.18 -76.5 -0.433    19.27 21.22 02a57308o0200c 0xc00800         2.5
57308.355614 19.510313      NaN   -3.5    19 c    0   0.86 330.39379 -17.46255  5538.48  6772.94 4.15 3.69 -69.3 -0.441    19.30 21.17 02a57308o0243c 0xc00800         2.5
57308.363905 19.454622      NaN  -24.5    20 c    0   0.92 330.39379 -17.46255  5538.99  6774.02 4.27 3.82 -65.6 -0.420    19.26 21.16 02a57308o0256c 0xc00800         2.5
57309.340175 19.510313      NaN   -0.5    19 c    0   0.76 330.39379 -17.46255  5535.39  6779.01 3.93 3.56 -77.4 -0.426    19.40 21.28 02a57309o0091c 0xc00800         2.5
