Nested Sampling Global Log-Evidence           :   -0.180105170778108530E+02  +/-    0.458018590017534255E+00
Nested Importance Sampling Global Log-Evidence:   -0.231342158672461267E+02  +/-    0.366573886576486915E-01

Dim No.       Mean        Sigma
   1    0.861239883476909301E-01    0.333407092657308224E-01
   2   -0.100393533666389150E+02    0.232696110247081123E+01
   3    0.717621098537200797E+00    0.912066968046267301E-01
   4    0.123443933824463237E+01    0.168104402683467408E+00
   5    0.821985931572032785E-02    0.380731953021160160E-02
   6    0.160654057008776308E+01    0.626181003624375482E-01
   7   -0.180224979505462590E+01    0.456464252996654996E+00
   8    0.279826365232564017E-01    0.414268681157717034E-01
   9   -0.375073883618799053E+01    0.234808619257865647E+01
  10    0.233234213042087073E-01    0.104586826487680626E+00
  11   -0.147901025304556441E-01    0.124970637882141272E+00
  12   -0.313821251849216498E+00    0.198729973624975992E+00
  13    0.284446935294736369E-02    0.741407160725169045E-01
  14   -0.106874502022442375E+01    0.649443421106442043E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.701333478708414809E-01
   2   -0.854782795272945251E+01
   3    0.769864421886293449E+00
   4    0.109284774574386212E+01
   5    0.294760534528957976E-02
   6    0.160415309637699766E+01
   7   -0.181409547043504782E+01
   8    0.158036186404115209E-01
   9   -0.660260300854972471E+01
  10   -0.201396475947937803E-01
  11    0.202685813231216205E+00
  12   -0.245921161161868906E-01
  13    0.109725982755756457E-01
  14   -0.105349164195564660E+01

MAP Parameters
Dim No.        Parameter
   1    0.701333478708414809E-01
   2   -0.854782795272945251E+01
   3    0.769864421886293449E+00
   4    0.109284774574386212E+01
   5    0.294760534528957976E-02
   6    0.160415309637699766E+01
   7   -0.181409547043504782E+01
   8    0.158036186404115209E-01
   9   -0.660260300854972471E+01
  10   -0.201396475947937803E-01
  11    0.202685813231216205E+00
  12   -0.245921161161868906E-01
  13    0.109725982755756457E-01
  14   -0.105349164195564660E+01
