Nested Sampling Global Log-Evidence           :   -0.358828513241497671E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.370554640742021602E+00  +/-    0.386102273681906147E-02

Dim No.       Mean        Sigma
   1    0.551611407244753937E-01    0.255940272235047903E-02
   2   -0.110960111358340754E+02    0.205640638163750500E+00
   3    0.956033604469142317E+00    0.265016939423292040E-01
   4    0.126132801099272829E+01    0.279634080798550864E-01
   5    0.723324261776929576E-02    0.270403499713886542E-03
   6    0.204185394646413165E+01    0.613519927698483007E-02
   7   -0.169417089695978484E+01    0.147563695561665681E+00
   8   -0.565919386715873912E-01    0.533210652247893824E-02
   9   -0.558758528261868204E+01    0.276801501525127336E+00
  10   -0.155955875523077714E+00    0.298785917891043161E-01
  11   -0.324642270220442744E-01    0.300323631797261639E-01
  12   -0.191707075764845053E+00    0.153901025884213543E-01
  13   -0.155554571790786855E+00    0.231647979174979882E-01
  14   -0.110642916785792522E+01    0.267629875413040799E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.567317926973670492E-01
   2   -0.108804283326271705E+02
   3    0.966014733308086293E+00
   4    0.124801652663357121E+01
   5    0.718919889482480187E-02
   6    0.204011168305147939E+01
   7   -0.161296048292114635E+01
   8   -0.571954455148937294E-01
   9   -0.565378456807343888E+01
  10   -0.140726995300345020E+00
  11   -0.732843803850187492E-02
  12   -0.206427627734047547E+00
  13   -0.162144195784172884E+00
  14   -0.107648517585903636E+01

MAP Parameters
Dim No.        Parameter
   1    0.549849974660959126E-01
   2   -0.116000337600467454E+02
   3    0.974308773657509786E+00
   4    0.129468910198025866E+01
   5    0.702113601543434551E-02
   6    0.203017742825453151E+01
   7   -0.160409709121933486E+01
   8   -0.662164456258875350E-01
   9   -0.537504308990199320E+01
  10   -0.126304222999375576E+00
  11   -0.684246010359227663E-01
  12   -0.188766556433575011E+00
  13   -0.187423505163110404E+00
  14   -0.109053014951533900E+01
