Nested Sampling Global Log-Evidence           :   -0.242954866422137872E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.737568286123008399E+00  +/-    0.684431396298754990E-01

Dim No.       Mean        Sigma
   1    0.698616864535057253E-01    0.728081508985266301E-02
   2   -0.102103840859058579E+02    0.382061020119502159E+00
   3    0.831852281252971060E+00    0.308503475467002235E-01
   4    0.163612099861347171E+01    0.161833824019452399E+00
   5    0.654821325227138758E-02    0.140045895831132161E-02
   6    0.190794084460182667E+01    0.115789905613291624E+00
   7   -0.174913711423432972E+01    0.119844559937778150E+00
   8   -0.988728520614757245E-01    0.449225708292798429E-02
   9   -0.175150401099465025E+01    0.591564856381525672E+00
  10   -0.120850677437844972E+00    0.183406631460900638E-01
  11   -0.796598915761293630E-01    0.373486155586889440E-01
  12   -0.396204382064834881E+00    0.793793428738184675E-01
  13    0.243210865722824771E-01    0.140202743642864974E+00
  14   -0.108198726843379411E+01    0.103546502703416171E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.780113488102075064E-01
   2   -0.984641859618046844E+01
   3    0.795576651190621598E+00
   4    0.152961302877045724E+01
   5    0.650414510359996912E-02
   6    0.181637745575831566E+01
   7   -0.182949633927921074E+01
   8   -0.886469202726990063E-01
   9   -0.119608236040053884E+00
  10   -0.162260986030749038E+00
  11   -0.124970252217142253E+00
  12   -0.558705464910199567E+00
  13   -0.496948663463375392E-01
  14   -0.108225109648738704E+01

MAP Parameters
Dim No.        Parameter
   1    0.731818979746820114E-01
   2   -0.107788594800568909E+02
   3    0.780908665031299076E+00
   4    0.180445181297903701E+01
   5    0.834204556693192954E-02
   6    0.186888644146555039E+01
   7   -0.169699178528599082E+01
   8   -0.101483048362970646E+00
   9   -0.247182422865689588E+01
  10   -0.119371918861550880E+00
  11   -0.511378527534140648E-01
  12   -0.451887342285190452E+00
  13   -0.368513080186482975E-01
  14   -0.107729370922224099E+01
