Nested Sampling Global Log-Evidence           :   -0.297524716391983439E+02  +/-    0.349272598968458081E+00
Nested Importance Sampling Global Log-Evidence:   -0.351526356337119168E+02  +/-    0.403126167955939127E-01

Dim No.       Mean        Sigma
   1    0.496887929106007639E-01    0.290856161135080830E-01
   2   -0.145899689316970722E+02    0.177566787550264560E+01
   3    0.641285415982436602E+00    0.117979747317683598E+00
   4    0.143463914098188172E+01    0.332407831180026703E+00
   5    0.141892243852334357E-01    0.351099894466056764E-02
   6    0.160420216341690813E+01    0.297637421618051790E+00
   7   -0.167226601299867417E+01    0.456079155329418506E+00
   8   -0.127471909882966833E+00    0.357507549530576146E-01
   9   -0.357925633536280685E+01    0.219055066300563084E+01
  10   -0.131920331628152310E+00    0.131883818098627759E+00
  11   -0.469777500139384116E-01    0.141790353555617477E+00
  12   -0.126160878958568312E+00    0.158142970128109905E+00
  13   -0.643040296456271199E-01    0.213779198011378652E+00
  14   -0.105748375135092032E+01    0.529072108671003252E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.418504139169703360E-01
   2   -0.149102115255873073E+02
   3    0.645880549866921116E+00
   4    0.114303820892482855E+01
   5    0.100888573431775989E-01
   6    0.135785383887577482E+01
   7   -0.148031457209792050E+01
   8   -0.124309456105153204E+00
   9   -0.276205504077598096E+01
  10    0.101507799494654133E+00
  11    0.308653644022869530E-01
  12   -0.135386284424142023E+00
  13    0.245045235952406293E+00
  14   -0.102690976043210358E+01

MAP Parameters
Dim No.        Parameter
   1    0.418504139169703360E-01
   2   -0.149102115255873073E+02
   3    0.645880549866921116E+00
   4    0.114303820892482855E+01
   5    0.100888573431775989E-01
   6    0.135785383887577482E+01
   7   -0.148031457209792050E+01
   8   -0.124309456105153204E+00
   9   -0.276205504077598096E+01
  10    0.101507799494654133E+00
  11    0.308653644022869530E-01
  12   -0.135386284424142023E+00
  13    0.245045235952406293E+00
  14   -0.102690976043210358E+01
