         MJD         m       dm    uJy  duJy F  err  chi/N       RA       Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57317.328898 18.317510      NaN   35.5    45 c    0   0.88 21.43967 -33.22238  8147.87  5245.47 4.57 4.06  75.9 -0.485    18.41 19.59 02a57317o0213c 0xc00900        -0.5
57317.383075 18.944322      NaN  -43.5    32 c    0   1.12 21.43967 -33.22238  8135.20  5256.93 4.26 3.75  80.6 -0.452    18.60 19.80 02a57317o0246c 0xc00800        -0.5
57333.372567 19.472870      NaN    1.5    19 c    0   0.79 21.43967 -33.22238  4074.60  3970.50 4.06 3.87 -40.2 -0.363    19.29 21.05 02a57333o0284c 0xc00800        -0.5
57333.401585 19.631075      NaN  -14.5    17 c    0   1.21 21.43967 -33.22238  4075.17  3971.69 4.23 4.02 -45.0 -0.357    19.33 21.24 02a57333o0326c 0xc00800        -0.5
57333.429861 19.419021      NaN   10.5    17 c    0   1.14 21.43967 -33.22238  2632.95  5402.72 4.25 3.96 -55.8 -0.369    19.31 21.20 02a57333o0367c 0xc00800        -0.5
57370.277660 19.351140      NaN    8.5    19 c    0   1.24 21.43967 -33.22238  4537.16  3443.33 4.59 4.11 -25.5 -0.431    19.40 21.43 02a57370o0164c 0xc00800        -0.5
57370.292736 19.510313      NaN   -3.5    19 c    0   1.02 21.43967 -33.22238  4815.60  4027.75 4.35 4.01 -34.3 -0.435    19.42 21.43 02a57370o0189c 0xc00800        -0.5
57370.308462 19.318728 0.319334   67.5    20 c    0   1.18 21.43967 -33.22238  3966.37  2862.07 4.85 4.08 -24.5 -0.416    19.40 21.41 02a57370o0214c 0xc00800        -0.5
57370.324706 19.002397      NaN   27.5    21 c    0   0.82 21.43967 -33.22238  3677.31  4606.00 4.53 4.01 -46.9 -0.404    19.39 21.41 02a57370o0240c 0xc00800        -0.5
57372.278951 18.738855      NaN   40.5    25 c    0   0.92 21.43967 -33.22238  4537.84  3445.49 4.81 4.19 -28.7 -0.436    19.11 20.89 02a57372o0099c 0xc00900        -0.5
57372.293421 19.256669      NaN  -12.5    24 c    0   0.94 21.43967 -33.22238  4817.70  4029.01 5.09 4.64 -34.1 -0.376    19.02 20.90 02a57372o0123c 0xc00800        -0.5
57372.307877 18.806434      NaN   33.5    25 c    0   0.92 21.43967 -33.22238  3966.36  2862.59 5.57 4.69 -28.0 -0.371    19.03 20.92 02a57372o0147c 0xc00800        -0.5
57372.323098 19.115465      NaN    9.5    24 c    0   1.20 21.43967 -33.22238  3677.39  4606.68 5.60 4.96 -42.4 -0.344    18.90 20.95 02a57372o0172c 0xc00800        -0.5
57373.310897 19.089302      NaN  -30.5    28 c    0   1.10 21.43967 -33.22238  4830.41  4035.56 5.56 5.19 -31.6 -0.309    18.67 20.56 02a57373o0004c 0xc00800        -0.5
57373.324160 18.459772      NaN   56.5    31 c    0   1.03 21.43967 -33.22238  3972.93  2866.42 6.06 5.16 -27.0 -0.326    18.69 20.53 02a57373o0026c 0xc00800        -0.5
57392.286126 19.401649      NaN  -19.5    21 c    0   1.23 21.43967 -33.22238  3459.12  2183.19 5.21 4.39 -26.7 -0.409    19.18 21.14 02a57392o0090c 0xc00800        -0.5
57397.228364 19.436675      NaN    3.5    19 c    0   0.93 21.43967 -33.22238  4370.95  3639.69 4.30 4.01 -29.7 -0.411    19.35 21.27 02a57397o0062c 0xc00800        -0.5
57397.238785 18.955691      NaN   37.5    19 c    0   0.94 21.43967 -33.22238  4663.54  4221.78 4.06 3.87 -37.7 -0.440    19.38 21.29 02a57397o0079c 0xc00800        -0.5
57397.249788 19.696897      NaN  -11.5    16 c    0   1.40 21.43967 -33.22238  3833.18  3050.06 4.32 3.86 -30.1 -0.439    19.40 21.31 02a57397o0097c 0xc00800        -0.5
57397.260828 19.631075      NaN   -6.5    17 c    0   1.29 21.43967 -33.22238  3562.77  4784.74 4.21 3.88 -52.6 -0.422    19.39 21.32 02a57397o0115c 0xc00800        -0.5
57639.527915 19.841877      NaN  -21.5    14 c    0   1.34 21.43967 -33.22238  4417.60  2168.79 3.78 3.70  -8.9 -0.401    19.52 21.39 02a57639o0523c 0xc00800        -0.5
57639.542076 19.696897      NaN   -3.5    16 c    0   1.38 21.43967 -33.22238  4400.09  2135.01 3.83 3.75 -18.2 -0.399    19.52 21.43 02a57639o0551c 0xc00800        -0.5
57639.556221 19.696897      NaN  -14.5    16 c    0   0.99 21.43967 -33.22238  4450.14  2214.14 3.85 3.76 -25.0 -0.392    19.52 21.46 02a57639o0579c 0xc00800        -0.5
57639.570882 19.256669 0.241275   71.5    16 c    0   1.34 21.43967 -33.22238  4468.92  2097.99 3.77 3.66 -18.1 -0.407    19.58 21.52 02a57639o0608c 0xc00800        -0.5
57639.585046 19.696897      NaN  -14.5    16 c    0   0.91 21.43967 -33.22238  4438.41  2156.21 3.73 3.65 -31.9 -0.404    19.56 21.47 02a57639o0636c 0xc00800        -0.5
57659.509372 19.287255      NaN   24.5    15 c    0   0.99 21.43967 -33.22238  5519.92  5250.57 3.72 3.57 -89.4 -0.418    19.46 21.30 02a57659o0518c 0xc00800        -0.5
57659.525274 19.589310      NaN    7.5    15 c    0   1.10 21.43967 -33.22238  5489.33  5212.05 3.64 3.52 -85.9 -0.420    19.48 21.33 02a57659o0549c 0xc00900        -0.5
57659.539562 19.696897      NaN   -4.5    16 c    0   0.96 21.43967 -33.22238  5557.03  5288.87 3.66 3.50 -79.7 -0.423    19.47 21.34 02a57659o0577c 0xc00800        -0.5
57663.501456 19.051202      NaN   -4.5    29 c    0   1.22 21.43967 -33.22238  2961.13  5185.76 3.87 3.77  79.4 -0.379    18.70 20.48 02a57663o0163c 0xc00800        -0.5
57663.517499 19.351140      NaN  -10.5    22 c    0   0.94 21.43967 -33.22238  2947.46  5145.26 3.90 3.78  83.6 -0.378    19.07 20.86 02a57663o0194c 0xc00800        -0.5
57663.532345 19.212347      NaN  -10.5    25 c    0   0.80 21.43967 -33.22238  2999.44  5222.85 3.92 3.80  84.6 -0.377    19.06 20.81 02a57663o0223c 0xc00800        -0.5
57667.483972 19.696897      NaN   -3.5    16 c    0   1.30 21.43967 -33.22238  2168.70  5033.69 3.80 3.64  65.7 -0.398    19.42 21.23 02a57667o0531c 0xc00800        -0.5
57667.500504 19.271854      NaN   16.5    18 c    0   0.79 21.43967 -33.22238  2154.24  4993.16 3.76 3.61  62.6 -0.401    19.42 21.21 02a57667o0563c 0xc00800        -0.5
57667.515856 19.128787      NaN  -16.5    27 c    0   1.12 21.43967 -33.22238  2206.10  5071.37 3.79 3.63  70.7 -0.396    18.92 20.68 02a57667o0593c 0xc00800        -0.5
57687.403070 19.102305      NaN   31.5    17 c    0   0.92 21.43967 -33.22238  4979.32  5473.17 3.78 3.62  71.5 -0.386    19.45 21.19 02a57687o0432c 0xc00800        -0.5
57687.415989 19.510313      NaN   -1.5    19 c    0   0.99 21.43967 -33.22238  4963.74  5434.74 3.84 3.69  75.5 -0.380    19.44 21.19 02a57687o0458c 0xc00800        -0.5
57687.428917 19.241693      NaN   21.5    17 c    0   1.17 21.43967 -33.22238  5030.33  5512.78 3.88 3.72  76.0 -0.381    19.41 21.18 02a57687o0484c 0xc00800        -0.5
57687.442305 19.529530      NaN    1.5    18 c    0   0.98 21.43967 -33.22238  5048.93  5396.16 3.85 3.67  82.0 -0.379    19.40 21.15 02a57687o0511c 0xc00800        -0.5
57687.455189 19.351140      NaN   11.5    18 c    0   0.86 21.43967 -33.22238  5017.70  5453.89 3.82 3.65  82.3 -0.384    19.40 21.14 02a57687o0537c 0xc00800        -0.5
57695.393807 19.631075      NaN  -20.5    17 c    0   1.10 21.43967 -33.22238  2359.85  2122.91 4.11 4.03  83.9 -0.373    19.47 21.35 02a57695o0419c 0xc00800        -0.5
57695.406796 19.569016      NaN   -3.5    18 c    0   0.89 21.43967 -33.22238  2344.75  2085.55 3.95 3.84 -89.7 -0.384    19.49 21.32 02a57695o0444c 0xc00800        -0.5
57695.420196 19.454622      NaN    5.5    18 c    0   0.98 21.43967 -33.22238  2411.58  2165.06 3.89 3.82  88.9 -0.388    19.47 21.25 02a57695o0470c 0xc00800        -0.5
57695.446969 19.334813      NaN    9.5    19 c    0   0.86 21.43967 -33.22238  2384.88  2104.41 3.96 3.84  80.7 -0.384    19.40 21.16 02a57695o0522c 0xc00800        -0.5
57699.328395 19.212347      NaN  -26.5    25 c    0   1.13 21.43967 -33.22238  6264.61  4966.71 3.75 3.53 -87.6 -0.388    18.82 20.09 02a57699o0292c 0xc00800        -0.5
57699.345286 18.053859      NaN    7.5    70 c    0   1.03 21.43967 -33.22238  6214.30  4889.59 3.74 3.55 -83.3 -0.391    17.74 18.84 02a57699o0323c 0xc00800        -0.5
57699.362385 18.796518      NaN    1.5    36 c    0   1.03 21.43967 -33.22238  6187.56  5007.38 3.77 3.56 -89.8 -0.393    18.54 19.77 02a57699o0355c 0xc00800        -0.5
57699.380390 19.302877      NaN   -7.5    23 c    0   1.05 21.43967 -33.22238  4267.67  5504.66 3.82 3.67  70.9 -0.386    19.03 20.44 02a57699o0384c 0xc00800        -0.5
57715.343401 19.510313      NaN    2.5    18 c    0   0.99 21.43967 -33.22238  2379.92  3399.26 4.45 4.38 -88.6 -0.347    19.39 21.52 02a57715o0320c 0xc00800        -0.5
57715.356355 18.767304      NaN   16.5    32 c    0   1.01 21.43967 -33.22238  2366.29  3360.34 4.38 4.33 -86.8 -0.354    18.82 20.90 02a57715o0345c 0xc00800        -0.5
57715.369270 19.197966      NaN    3.5    24 c    0   0.90 21.43967 -33.22238  2417.35  3438.58 4.21 4.14 -87.5 -0.362    19.26 21.32 02a57715o0370c 0xc00800        -0.5
57715.382213 19.401649      NaN  -21.5    21 c    0   1.01 21.43967 -33.22238  2434.86  3321.62 4.47 4.35  10.0 -0.343    19.33 21.45 02a57715o0395c 0xc00800        -0.5
57715.395159 19.102305      NaN   25.5    19 c    0   0.87 21.43967 -33.22238  2404.36  3377.48 4.36 4.32 -26.1 -0.350    19.36 21.45 02a57715o0420c 0xc00800        -0.5
57747.263908 19.652575      NaN    1.5    16 c    0   1.21 21.43967 -33.22238  2412.03  3662.07 4.37 4.20  74.0 -0.361    19.49 21.54 02a57747o0156c 0xc00900        -0.5
