Nested Sampling Global Log-Evidence           :   -0.328702848556676628E+02  +/-    0.468144386115586952E+00
Nested Importance Sampling Global Log-Evidence:   -0.375921220761338759E+02  +/-    0.369632178180811163E-01

Dim No.       Mean        Sigma
   1    0.719403223833747357E-01    0.292117332389611774E-01
   2   -0.123884867375955263E+02    0.910808080266769959E+00
   3    0.664581302153824716E+00    0.924363184453550479E-01
   4    0.142407118593812076E+01    0.162505793164301526E+00
   5    0.113763759395311536E-01    0.276628159873560731E-02
   6    0.156946270279554367E+01    0.135525966481332555E+00
   7   -0.174216411135352556E+01    0.421892801748468216E+00
   8   -0.745028490063245896E-02    0.316564032879164889E-01
   9   -0.169512982353380970E+01    0.989733503218674149E+00
  10   -0.151605065601231687E+00    0.977312572910885302E-01
  11   -0.290097122774377915E-01    0.133306796033349911E+00
  12   -0.231014391771289962E+00    0.184073940154616172E+00
  13   -0.131416596311375672E+00    0.153075087595938714E+00
  14   -0.106694713219441772E+01    0.582187717706994165E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.618256906810491433E-01
   2   -0.123176037406894210E+02
   3    0.637903135564060308E+00
   4    0.135738695600440562E+01
   5    0.120695033803428567E-01
   6    0.157033172218567207E+01
   7   -0.143083004569340799E+01
   8   -0.266328557024245530E-01
   9   -0.236413907071364093E+01
  10   -0.197599118676559049E+00
  11    0.808506829828029017E-02
  12   -0.425623426866804433E+00
  13   -0.102375812188677445E+00
  14   -0.105482655195395769E+01

MAP Parameters
Dim No.        Parameter
   1    0.618256906810491433E-01
   2   -0.123176037406894210E+02
   3    0.637903135564060308E+00
   4    0.135738695600440562E+01
   5    0.120695033803428567E-01
   6    0.157033172218567207E+01
   7   -0.143083004569340799E+01
   8   -0.266328557024245530E-01
   9   -0.236413907071364093E+01
  10   -0.197599118676559049E+00
  11    0.808506829828029017E-02
  12   -0.425623426866804433E+00
  13   -0.102375812188677445E+00
  14   -0.105482655195395769E+01
