         MJD         m       dm     uJy  duJy F  err    chi/N        RA     Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57300.253165 18.702047      NaN   -15.0    40 o    0     1.04 281.05838 32.1275  2613.66  6122.42  3.96 3.35 -67.0 -0.456    18.51 20.01 02a57300o0133o 0xc00800        27.0
57319.209518 18.598565      NaN   -21.0    44 o    0     1.42 281.05838 32.1275  4122.98  4677.25  3.40 3.06 -41.4 -0.507    18.41 19.56 02a57319o0049o 0xc00800        27.0
57319.217464 18.163834      NaN    65.0    53 o    0     0.70 281.05838 32.1275  4119.76  4673.28  3.56 3.14 -40.2 -0.460    18.41 19.59 02a57319o0061o 0xc00800        27.0
57319.240868 18.438271      NaN   -59.0    51 o    0     0.80 281.05838 32.1275  2649.17  6136.74  3.94 3.08 -64.1 -0.510    18.40 19.54 02a57319o0096o 0xc00900        27.0
57319.271354 18.526952      NaN    -8.0    47 o    0     0.95 281.05838 32.1275  2647.11  6137.11  3.98 3.06 -66.1 -0.464    18.34 19.41 02a57319o0142o 0xc00800        27.0
57324.192924 17.593889      NaN  -135.0   111 o    0     0.79 281.05838 32.1275  4153.56  4680.42  4.05 3.42 -73.7 -0.545    17.51 17.81 02a57324o0037o 0xc00800        27.0
57324.203392 18.816441      NaN   -35.0    36 o    0     0.84 281.05838 32.1275  4150.56  4680.85  4.16 3.78 -61.3 -0.508    18.66 20.11 02a57324o0053o 0xc00800        27.0
57324.219070 18.729535      NaN    13.0    39 o    0     0.68 281.05838 32.1275  2683.02  6145.46  4.23 3.35 -66.7 -0.481    18.79 20.31 02a57324o0077o 0xc00800        27.0
57324.240704 18.598565      NaN   -45.0    44 o    0     1.04 281.05838 32.1275  2679.12  6144.63  4.21 3.37 -65.4 -0.470    18.40 19.59 02a57324o0110o 0xc00900        27.0
57327.225933 18.292405 0.347436   202.0    56 o    0     0.70 281.05838 32.1275  4176.82  4685.19  4.23 3.75 -56.1 -0.513    18.68 20.19 02a57327o0078o 0xc00800        27.0
57327.245092 18.550302      NaN   -94.0    46 o    0     0.76 281.05838 32.1275  4166.77  4689.82  4.25 3.70 -44.8 -0.478    18.60 20.08 02a57327o0104o 0xc00900        27.0
57327.270375 18.623526      NaN   -17.0    43 o    0     0.79 281.05838 32.1275  2710.27  6154.80  4.45 3.39 -68.6 -0.443    18.55 20.01 02a57327o0143o 0xc00900        27.0
57524.506473 18.590371      NaN    40.0    40 o    0     0.67 281.05838 32.1275  5498.88  6313.28  3.55 3.25 -84.7 -0.471    18.43 19.74 02a57524o0447o 0xc00800        27.0
57524.510097 18.079051      NaN  -110.0    71 o    0     0.88 281.05838 32.1275  5507.56  6350.15  3.47 3.14 -84.6 -0.486    17.81 18.97 02a57524o0454o 0xc00800        27.0
57524.522720 18.702047      NaN    -3.0    40 o    0     0.81 281.05838 32.1275  5463.02  6271.60  3.52 3.19 -83.7 -0.479    18.35 19.79 02a57524o0477o 0xc00800        27.0
57524.544007 19.351140      NaN    15.0    22 o    0     0.91 281.05838 32.1275  5428.15  6385.70  3.56 3.26 -83.8 -0.471    19.12 20.70 02a57524o0515o 0xc00900        27.0
57524.560713 18.459772      NaN   -63.0    50 o    0     0.75 281.05838 32.1275  5474.28  6328.10  3.61 3.34 -84.3 -0.467    18.21 19.65 02a57524o0545o 0xc00800        27.0
57528.490401 18.598565      NaN     5.0    44 o    0     0.72 281.05838 32.1275  7492.91  4610.96  3.96 3.68  83.0 -0.460    18.38 19.36 02a57528o0509o 0xc00900        27.0
57528.507433 18.304885      NaN    83.0    39 o    0     0.96 281.05838 32.1275  7514.60  4651.72  3.80 3.46  83.4 -0.477    18.45 19.40 02a57528o0542o 0xc00800        27.0
57528.517286 18.702047      NaN   -65.0    40 o    0     0.83 281.05838 32.1275  7447.46  4572.87  4.02 3.73  80.8 -0.451    18.40 19.42 02a57528o0560o 0xc00800        27.0
57528.538775 18.711133      NaN    41.0    35 o    0     1.07 281.05838 32.1275  7428.00  4688.03  3.72 3.36  78.4 -0.482    18.49 19.45 02a57528o0599o 0xc00800        27.0
57528.545383 18.878500      NaN    27.0    34 o    0     1.01 281.05838 32.1275  7479.82  4627.45  3.73 3.42  76.4 -0.478    18.51 19.47 02a57528o0611o 0xc00800        27.0
57532.493277 18.598565      NaN    48.0    37 o    0     0.91 281.05838 32.1275  6202.04  4183.94  3.67 3.58 -62.8 -0.500    18.52 19.59 02a57532o0463o 0xc00900        27.0
57532.512446 18.878500      NaN    -6.0    34 o    0     0.97 281.05838 32.1275  6220.10  4217.56  3.56 3.54 -82.4 -0.494    18.57 19.64 02a57532o0497o 0xc00800        27.0
57532.524235 18.910912      NaN     2.0    33 o    0     0.93 281.05838 32.1275  6169.38  4140.09  3.52 3.47 -78.6 -0.508    18.59 19.65 02a57532o0519o 0xc00800        27.0
57532.531377 18.944322      NaN     5.0    32 o    0     1.18 281.05838 32.1275  4381.62  6275.51  3.56 3.19 -74.4 -0.507    18.61 19.63 02a57532o0533o 0xc00800        27.0
57532.539406 18.474346      NaN    82.0    31 o    0     1.14 281.05838 32.1275  4345.21  6334.23  3.67 3.38 -68.9 -0.478    18.57 19.63 02a57532o0548o 0xc00800        27.0
