         MJD         m       dm     uJy    duJy   F  err  chi/N        RA    Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57230.252342 17.740268      NaN    54.0    79.0   o  0.0   1.07 212.40687 9.5608  1872.84  9110.51  3.87 3.54  10.9 -0.438    18.28 19.23 02a57230o0015o 0xc00800
57230.253818 18.068904      NaN    17.0    66.0   o  0.0   1.02 212.40687 9.5608  1872.86  9110.33  3.82 3.58  10.1 -0.441    18.35 19.37 02a57230o0017o 0xc00800
57230.259150 18.786693      NaN   -34.0    37.0   o  0.0   1.06 212.40687 9.5608  5962.89   912.25  3.98 3.70 -73.6 -0.425    18.54 19.69 02a57230o0024o 0xc00800
57230.297089 18.649074      NaN     6.0    40.0   o  0.0   0.86 212.40687 9.5608  5945.97   925.35  3.77 3.60 -47.4 -0.450    18.57 19.65 02a57230o0072o 0xc00800
57444.656224 17.568114      NaN    62.0    93.0   o  0.0   0.90 212.40687 9.5608  2581.22  8284.24  3.64 3.47 -70.2 -0.472    18.20 18.94 02a57444o0334o 0xc00800
57445.618847 18.438271      NaN    27.0    42.0   o  0.0   1.04 212.40687 9.5608  1130.39  9742.58  3.76 3.57 -25.4 -0.458    18.46 19.34 02a57445o0798o 0xc00800
57445.623563 18.136622      NaN    43.0    53.0   o  0.0   0.94 212.40687 9.5608  6718.22    67.63  4.78 3.15   3.0 -0.481    18.59 19.57 02a57445o0806o 0xc00800
57445.642472 18.191747      NaN    45.0    49.0   o  0.0   1.04 212.40687 9.5608   848.92  9158.23  3.78 3.58 -54.1 -0.466    18.44 19.33 02a57445o0839o 0xc00900
57445.665864 17.318857      NaN   -39.0   143.0   o  0.0   1.25 212.40687 9.5608  2028.97  8562.13  3.76 3.44 -59.9 -0.502    17.93 18.35 02a57445o0880o 0xc00800
57464.562966 19.454622      NaN   -16.0    20.0   o  0.0   1.33 212.40687 9.5608  1189.10  9336.36  4.01 3.58 -56.7 -0.447    19.30 21.05 02a57464o0707o 0xc00800
57464.585564 18.944322      NaN    30.0    22.0   o  0.0   1.07 212.40687 9.5608   902.07  8752.85  4.05 3.52 -57.2 -0.462    19.26 20.98 02a57464o0750o 0xc00900
57464.608231 19.256669      NaN    -6.0    24.0   o  0.0   0.73 212.40687 9.5608  2062.93  8159.00  3.85 3.38 -61.9 -0.481    19.28 21.03 02a57464o0793o 0xc00800
57464.631244 19.183773      NaN    17.0    20.0   o  0.0   1.42 212.40687 9.5608  2291.09  8433.68  3.81 3.43 -60.2 -0.469    19.25 20.99 02a57464o0836o 0xc00900
57472.529983 17.747755      NaN    70.0    73.0   o  0.0   1.31 212.40687 9.5608  1226.83  9708.45  4.11 3.69 -54.6 -0.438    17.92 18.42 02a57472o0601o 0xc00800
57472.534311 13.484591      NaN   897.0  4588.0   o  0.0   0.00 212.40687 9.5608  6796.07    35.43  4.80 2.98   5.6 -0.526    18.10 18.69 02a57472o0608o 0xc00802
57472.550698 16.818728      NaN   107.0   191.0   o  0.0   0.93 212.40687 9.5608   944.15  9122.53  4.06 3.59 -61.1 -0.476    17.88 18.33 02a57472o0635o 0xc00802
57472.573606 17.135341      NaN    13.0   165.0   o  0.0   1.03 212.40687 9.5608  2127.89  8525.68  3.80 3.41 -65.0 -0.508    17.93 18.40 02a57472o0671o 0xc00802
57472.596179 17.081147      NaN   -41.0   178.0   o  0.0   1.01 212.40687 9.5608  2283.23  8431.65  3.73 3.36 -65.9 -0.517    17.90 18.36 02a57472o0707o 0xc00802
57476.539288 18.711133      NaN    44.0    25.0   o  0.0   1.37 212.40687 9.5608  1498.59  9376.58  3.89 3.65 -55.8 -0.441    18.88 20.23 02a57476o0646o 0xc00800
57476.561670 18.431198      NaN    70.0    28.0   o  0.0   1.37 212.40687 9.5608  1208.97  8794.01  4.08 3.74 -56.0 -0.446    18.74 20.07 02a57476o0689o 0xc00900
57493.453059 18.955691      NaN     8.0    29.0   o  0.0   1.09 212.40687 9.5608  1353.78  9422.27  3.86 3.69 -12.0 -0.439    18.90 20.22 02a57493o0472o 0xc00800
57493.472399 19.212347      NaN   -31.0    25.0   o  0.0   1.25 212.40687 9.5608  1057.19  8842.85  3.97 3.76 -53.8 -0.439    18.90 20.28 02a57493o0510o 0xc00800
57493.488122 19.212347      NaN   -20.0    25.0   o  0.0   0.98 212.40687 9.5608  2221.37  8245.08  3.76 3.50 -68.2 -0.448    18.97 20.37 02a57493o0537o 0xc00800
57493.508130 18.978793      NaN    27.0    22.0   o  0.0   1.14 212.40687 9.5608  2282.54  8427.13  3.72 3.56 -67.7 -0.446    19.11 20.64 02a57493o0571o 0xc00800
57495.377729 18.623526      NaN    -7.0    43.0   o  0.0   0.90 212.40687 9.5608  8931.44  1237.46  4.68 3.81  25.5 -0.517    18.56 19.64 02a57495o0321o 0xc00800
57495.393146 18.729535      NaN   -18.0    39.0   o  0.0   1.21 212.40687 9.5608  8950.33  1277.21  4.54 3.82  29.0 -0.510    18.55 19.62 02a57495o0351o 0xc00800
57495.407734 18.489118      NaN    47.0    33.0   o  0.0   1.31 212.40687 9.5608  8890.86  1199.54  4.22 3.58  28.8 -0.541    18.65 19.73 02a57495o0380o 0xc00800
57495.422774 18.273950      NaN    25.0    51.0   o  0.0   0.93 212.40687 9.5608  8869.62  1318.68  4.21 3.54  25.6 -0.546    18.68 19.78 02a57495o0410o 0xc00800
57498.379805 17.909502      NaN   -29.0    83.0   o  0.0   0.93 212.40687 9.5608  8925.76  1232.65  4.37 3.54  22.9 -0.577    17.93 18.37 02a57498o0342o 0xc00800
57498.398048 18.034118      NaN     0.0    74.0   o  0.0   1.08 212.40687 9.5608  8944.00  1275.01  4.28 3.57  24.7 -0.573    17.94 18.40 02a57498o0372o 0xc00800
57498.413862 17.963129      NaN   -28.0    79.0   o  0.0   0.98 212.40687 9.5608  8889.91  1198.59  4.40 3.52  20.1 -0.562    17.96 18.44 02a57498o0401o 0xc00800
57498.428628 16.199336      NaN   525.0   226.0   o  0.0   0.37 212.40687 9.5608  8874.20  1313.00  4.28 3.59  25.2 -0.562    17.96 18.46 02a57498o0430o 0xc00802
57506.491870 18.955691      NaN    23.0    24.0   o  0.0   1.68 212.40687 9.5608  1625.80  9327.42  4.20 3.84 -54.4 -0.425    18.79 20.18 02a57506o0524o 0xc00800
57506.510141 18.806434      NaN    13.0    32.0   o  0.0   1.00 212.40687 9.5608  1667.00  9288.41  4.66 4.25 -49.6 -0.409    18.60 20.06 02a57506o0560o 0xc00800
57525.374186 18.467034      NaN     2.0    49.0   o  0.0   1.10 212.40687 9.5608  2687.36  8481.09  3.83 3.63 -62.8 -0.448    18.39 19.37 02a57525o0291o 0xc00800
57525.387247 18.702047      NaN   -20.0    40.0   o  0.0   1.32 212.40687 9.5608  2668.60  8446.72  3.74 3.54 -60.0 -0.473    18.41 19.35 02a57525o0314o 0xc00800
