         MJD         m       dm  uJy  duJy F  err  chi/N        RA     Dec        x       y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57342.608538 19.652575      NaN    5    15 c    0   1.17 142.43975 3.06937  3424.49 4223.56 4.03 3.72 -36.7 -0.390    19.36 21.10 02a57342o0541c  0.333333
57342.635386 19.766969      NaN  -20    15 c    0   1.55 142.43975 3.06937  3417.58 4229.30 4.04 3.74 -41.8 -0.389    19.34 21.08 02a57342o0580c -1.333333
57391.603140 20.009244      NaN  -21    12 c    0   1.16 142.43975 3.06937  7628.16 6169.43 3.62 3.31  88.4 -0.435    19.53 21.37 02a57391o0624c -1.750000
57400.510834 20.009244      NaN   -6    12 c    0   1.24 142.43975 3.06937  3036.31 4374.12 3.89 3.65 -46.5 -0.403    19.73 21.78 02a57400o0483c -0.500000
57400.556557 20.009244      NaN  -14    12 c    0   1.04 142.43975 3.06937  6989.03 5516.24 3.74 3.53  83.9 -0.397    19.67 21.69 02a57400o0544c -1.166667
57400.571482 19.894850      NaN    1    13 c    0   0.97 142.43975 3.06937  6719.44 7263.21 3.68 3.45  85.9 -0.414    19.68 21.69 02a57400o0564c  0.076923
57401.511058 19.631075      NaN    9    14 c    0   0.93 142.43975 3.06937  3113.89 4540.63 3.89 3.60 -49.6 -0.407    19.72 21.74 02a57401o0501c  0.642857
57401.529226 19.529530      NaN   14    14 c    0   1.09 142.43975 3.06937  2822.54 3963.47 3.94 3.63 -39.9 -0.409    19.66 21.63 02a57401o0526c  1.000000
57401.557181 19.652575      NaN   14    12 c    0   1.06 142.43975 3.06937  7039.89 5593.30 3.64 3.37  86.8 -0.410    19.63 21.54 02a57401o0566c  1.166667
57421.554274 19.696897      NaN   -4    16 c    0   0.85 142.43975 3.06937  7096.74 6789.75 3.74 3.47  89.9 -0.413    19.50 21.37 02a57421o0595c -0.250000
57421.577953 19.609992      NaN    1    17 c    0   0.85 142.43975 3.06937  6805.85 6210.12 3.68 3.42  89.5 -0.408    19.40 21.15 02a57421o0634c  0.058824
57421.601717 19.334813      NaN   13    18 c    0   0.99 142.43975 3.06937  7970.62 5638.19 3.77 3.50  89.2 -0.408    19.28 20.98 02a57421o0673c  0.722222
57421.625392 19.197966      NaN   16    20 c    0   1.20 142.43975 3.06937  7899.35 5600.59 4.06 3.83  81.4 -0.399    19.09 20.82 02a57421o0712c  0.800000
57422.550929 19.766969      NaN    3    14 c    0   0.87 142.43975 3.06937  6881.74 6847.04 3.74 3.41  88.9 -0.424    19.59 21.57 02a57422o0589c  0.214286
57422.574588 19.367717      NaN   17    16 c    0   1.05 142.43975 3.06937  6593.63 6266.82 3.78 3.53 -88.2 -0.408    19.44 21.36 02a57422o0628c  1.062500
57422.598255 19.589310      NaN    2    17 c    0   0.96 142.43975 3.06937  7757.86 5694.56 3.85 3.65  78.9 -0.409    19.32 21.19 02a57422o0667c  0.117647
57422.621911 18.776955      NaN   49    21 c    0   1.01 142.43975 3.06937  7899.39 5600.79 4.21 3.99  71.2 -0.401    19.09 20.96 02a57422o0706c  2.333333
57428.539558 19.766969      NaN   -7    15 c    0   1.01 142.43975 3.06937  7106.34 6847.78 3.69 3.34 -88.3 -0.445    19.63 21.59 02a57428o0557c -0.466667
57428.563452 19.302877      NaN   27    14 c    0   1.27 142.43975 3.06937  6853.18 6271.88 3.65 3.36 -89.1 -0.434    19.60 21.55 02a57428o0596c  1.928571
57428.587317 19.491430      NaN   10    16 c    0   1.09 142.43975 3.06937  8053.45 5701.43 3.69 3.40  86.2 -0.450    19.55 21.49 02a57428o0635c  0.625000
57428.611224 19.569016      NaN    3    17 c    0   1.04 142.43975 3.06937  8042.31 5543.44 3.76 3.55  83.6 -0.448    19.43 21.33 02a57428o0674c  0.176471
57436.247639 17.990970      NaN -213    77 c    0   0.81 142.43975 3.06937  3913.87 4126.49 4.98 4.41 -13.5 -0.422    17.89 18.90 02a57436o0069c -2.766234
57436.254824 17.671596      NaN   94    72 c    0   0.90 142.43975 3.06937  4200.14 4709.88 4.79 4.54 -40.5 -0.440    17.95 18.99 02a57436o0080c  1.305556
57436.273629 18.376212      NaN  -48    54 c    0   1.27 142.43975 3.06937  3036.02 5288.27 4.66 4.29 -40.6 -0.413    18.12 19.19 02a57436o0110c -0.888889
57436.287738 18.043943      NaN   46    58 c    0   0.95 142.43975 3.06937  2782.57 5096.29 6.16 4.49  -6.4 -0.382    18.02 19.28 02a57436o0133c  0.793103
57452.449541 19.922338      NaN   -3    13 c    0   1.18 142.43975 3.06937  6862.38 6938.18 3.75 3.49  88.1 -0.429    19.70 21.76 02a57452o0382c -0.230769
57452.471562 19.922338      NaN   -4    13 c    0   1.04 142.43975 3.06937  6573.32 6357.63 3.68 3.39  86.0 -0.420    19.68 21.70 02a57452o0425c -0.307692
57452.493557 19.841877      NaN   -6    14 c    0   1.13 142.43975 3.06937  7736.21 5785.62 3.79 3.48  80.3 -0.425    19.60 21.59 02a57452o0468c -0.428571
57452.515792 19.841877      NaN   -6    14 c    0   1.33 142.43975 3.06937  7859.56 5574.62 3.76 3.42  79.7 -0.433    19.54 21.45 02a57452o0511c -0.428571
57460.421315 19.609992      NaN    7    15 c    0   0.97 142.43975 3.06937  6996.84 6725.63 3.86 3.53  87.4 -0.425    19.56 21.53 02a57460o0427c  0.466667
57460.443079 19.609992      NaN   10    14 c    0   0.89 142.43975 3.06937  6709.33 6145.34 3.70 3.39  86.6 -0.436    19.58 21.48 02a57460o0470c  0.714286
57460.465203 19.631075      NaN    9    14 c    0   1.23 142.43975 3.06937  7872.02 5574.36 3.74 3.37  82.4 -0.438    19.54 21.41 02a57460o0513c  0.642857
57460.487394 19.569016      NaN    6    16 c    0   0.95 142.43975 3.06937  7855.89 5576.20 3.80 3.46  80.3 -0.439    19.44 21.27 02a57460o0556c  0.375000
57480.378950 19.766969      NaN  -13    15 c    0   0.93 142.43975 3.06937  6712.52 6754.57 3.94 3.87 -80.5 -0.426    19.48 21.57 02a57480o0344c -0.866667
57480.401688 19.922338      NaN   -9    13 c    0   1.28 142.43975 3.06937  6426.02 6177.29 3.73 3.47  89.7 -0.433    19.60 21.57 02a57480o0389c -0.692308
57480.424487 19.766969      NaN    0    15 c    0   1.19 142.43975 3.06937  7591.52 5604.44 3.77 3.44  83.6 -0.437    19.55 21.47 02a57480o0434c  0.000000
57480.447529 19.766969      NaN  -22    15 c    0   0.99 142.43975 3.06937  7844.51 5569.98 3.83 3.45  79.6 -0.442    19.48 21.37 02a57480o0479c -1.466667
57490.315080 19.510313      NaN    3    18 c    0   1.18 142.43975 3.06937  6745.53 6593.42 3.90 3.53  84.6 -0.427    19.28 20.96 02a57490o0283c  0.166667
57490.333200 19.491430      NaN    4    18 c    0   1.00 142.43975 3.06937  6452.66 6015.23 3.86 3.57 -89.1 -0.416    19.28 20.99 02a57490o0317c  0.222222
57490.352886 19.569016      NaN   -9    18 c    0   1.05 142.43975 3.06937  7615.00 5443.72 3.93 3.61  83.7 -0.410    19.28 21.00 02a57490o0352c -0.500000
57490.372735 19.226921      NaN   26    16 c    0   0.97 142.43975 3.06937  7849.64 5563.20 3.95 3.61  81.7 -0.405    19.30 21.06 02a57490o0386c  1.625000
57491.311588 19.169763      NaN  -32    26 c    0   0.81 142.43975 3.06937  7156.08 6634.08 4.78 4.43 -89.1 -0.369    18.89 20.67 02a57491o0194c -1.230769
57491.329582 19.351140      NaN  -34    22 c    0   1.01 142.43975 3.06937  6864.69 6056.55 4.19 3.91  88.4 -0.393    19.01 20.64 02a57491o0228c -1.545455
57491.349498 18.711133      NaN   41    26 c    0   1.19 142.43975 3.06937  8026.60 5484.92 4.34 4.05  84.0 -0.395    18.79 20.41 02a57491o0263c  1.576923
57491.369468 19.302877      NaN   -8    23 c    0   1.05 142.43975 3.06937  7851.54 5563.86 4.43 4.15  83.0 -0.372    18.89 20.55 02a57491o0297c -0.347826
57507.320765 19.569016      NaN  -15    18 c    0   0.94 142.43975 3.06937  7228.77 6442.49 3.95 3.54  88.1 -0.446    19.45 21.40 02a57507o0201c -0.833333
57507.330068 19.212347      NaN   24    17 c    0   1.19 142.43975 3.06937  7267.12 6403.88 4.04 3.66  87.4 -0.433    19.43 21.42 02a57507o0219c  1.411765
57507.340516 19.569016      NaN   -8    18 c    0   0.88 142.43975 3.06937  7210.83 6384.37 4.06 3.73  88.2 -0.424    19.40 21.40 02a57507o0240c -0.444444
57507.353217 19.631075      NaN   -1    17 c    0   0.99 142.43975 3.06937  7287.37 6463.09 3.98 3.65  87.6 -0.431    19.40 21.37 02a57507o0265c -0.058824
57507.367053 19.510313      NaN  -23    19 c    0   0.76 142.43975 3.06937  7190.28 6481.58 3.99 3.67  86.0 -0.429    19.33 21.28 02a57507o0292c -1.210526
