         MJD         m       dm   uJy  duJy F  err  chi/N       RA     Dec        x       y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57342.608538 19.529530      NaN     2    18 c    0   0.86 142.4364 3.06798  3418.00 4226.22 4.03 3.72 -36.8 -0.390    19.36 21.10 02a57342o0541c  0.111111
57342.635386 19.454622      NaN     6    18 c    0   0.94 142.4364 3.06798  3411.09 4231.96 4.04 3.74 -41.8 -0.389    19.34 21.08 02a57342o0580c  0.333333
57391.603140 20.009244      NaN   -22    12 c    0   1.41 142.4364 3.06798  7634.66 6166.77 3.62 3.31  88.4 -0.435    19.53 21.37 02a57391o0624c -1.833333
57400.510834 19.868040      NaN     2    13 c    0   1.17 142.4364 3.06798  3029.82 4376.78 3.89 3.65 -46.5 -0.403    19.73 21.78 02a57400o0483c  0.153846
57400.556557 19.922338      NaN   -31    13 c    0   0.82 142.4364 3.06798  6995.52 5513.58 3.74 3.53  83.8 -0.397    19.67 21.69 02a57400o0544c -2.384615
57400.571482 19.384550      NaN    22    14 c    0   1.05 142.4364 3.06798  6725.93 7260.55 3.68 3.45  85.9 -0.414    19.68 21.69 02a57400o0564c  1.571429
57401.511058 20.009244      NaN   -24    12 c    0   1.18 142.4364 3.06798  3107.39 4543.29 3.89 3.60 -49.6 -0.407    19.72 21.74 02a57401o0501c -2.000000
57401.529226 19.841877      NaN    -2    14 c    0   1.07 142.4364 3.06798  2816.04 3966.13 3.94 3.63 -39.9 -0.409    19.66 21.63 02a57401o0526c -0.142857
57401.557181 19.696897      NaN     9    13 c    0   1.00 142.4364 3.06798  7046.38 5590.64 3.64 3.37  86.8 -0.410    19.63 21.54 02a57401o0566c  0.692308
57421.554274 19.841877      NaN    -9    14 c    0   0.84 142.4364 3.06798  7103.23 6787.10 3.74 3.47  89.9 -0.413    19.50 21.37 02a57421o0595c -0.642857
57421.577953 19.631075      NaN    -6    17 c    0   1.06 142.4364 3.06798  6812.33 6207.46 3.68 3.42  89.5 -0.408    19.40 21.15 02a57421o0634c -0.352941
57421.601717 19.115465      NaN    28    18 c    0   0.96 142.4364 3.06798  7977.13 5635.53 3.77 3.50  89.2 -0.408    19.28 20.98 02a57421o0673c  1.555556
57421.625392 19.076453      NaN    25    20 c    0   1.52 142.4364 3.06798  7905.86 5597.93 4.06 3.83  81.4 -0.399    19.09 20.82 02a57421o0712c  1.250000
57422.550929 19.841877      NaN    -6    14 c    0   0.83 142.4364 3.06798  6888.22 6844.39 3.74 3.41  88.8 -0.424    19.59 21.57 02a57422o0589c -0.428571
57422.574588 19.609992      NaN     1    17 c    0   0.88 142.4364 3.06798  6600.11 6264.16 3.78 3.53 -88.3 -0.409    19.44 21.36 02a57422o0628c  0.058824
57422.598255 19.454622      NaN     9    17 c    0   1.04 142.4364 3.06798  7764.36 5691.91 3.85 3.65  78.9 -0.410    19.32 21.19 02a57422o0667c  0.529412
57422.621911 19.351140      NaN    -1    22 c    0   0.78 142.4364 3.06798  7905.89 5598.14 4.21 3.99  71.1 -0.401    19.09 20.96 02a57422o0706c -0.045455
57428.539558 19.841877      NaN    -5    14 c    0   1.01 142.4364 3.06798  7112.84 6845.12 3.69 3.34 -88.3 -0.445    19.63 21.59 02a57428o0557c -0.357143
57428.563452 19.922338      NaN   -38    13 c    0   1.46 142.4364 3.06798  6859.67 6269.22 3.65 3.36 -89.1 -0.434    19.60 21.55 02a57428o0596c -2.923077
57428.587317 19.631075      NaN    -3    17 c    0   1.04 142.4364 3.06798  8059.96 5698.77 3.70 3.40  86.2 -0.450    19.55 21.49 02a57428o0635c -0.176471
57428.611224 19.609992      NaN     4    16 c    0   1.26 142.4364 3.06798  8048.81 5540.79 3.76 3.55  83.5 -0.448    19.43 21.33 02a57428o0674c  0.250000
57436.247639 17.707197      NaN    90    70 c    0   0.99 142.4364 3.06798  3907.39 4129.16 4.98 4.41 -13.6 -0.422    17.89 18.90 02a57436o0069c  1.285714
57436.254824 17.922662      NaN    30    72 c    0   0.92 142.4364 3.06798  4193.67 4712.55 4.79 4.54 -40.5 -0.440    17.95 18.99 02a57436o0080c  0.416667
57436.273629 18.396507      NaN   -34    53 c    0   1.32 142.4364 3.06798  3029.52 5290.93 4.66 4.29 -40.6 -0.413    18.12 19.19 02a57436o0110c -0.641509
57436.287738 17.972330      NaN    49    62 c    0   0.85 142.4364 3.06798  2776.07 5098.96 6.16 4.49  -6.4 -0.382    18.02 19.28 02a57436o0133c  0.790323
57452.449541 19.922338      NaN    -2    13 c    0   1.36 142.4364 3.06798  6868.87 6935.52 3.75 3.49  88.1 -0.429    19.70 21.76 02a57452o0382c -0.153846
57452.471562 19.922338      NaN    -1    13 c    0   1.28 142.4364 3.06798  6579.81 6354.97 3.68 3.39  86.0 -0.420    19.68 21.70 02a57452o0425c -0.076923
57452.493557 19.841877      NaN    -8    14 c    0   1.24 142.4364 3.06798  7742.71 5782.96 3.79 3.48  80.3 -0.425    19.60 21.59 02a57452o0468c -0.571429
57452.515792 19.766969      NaN     0    15 c    0   0.96 142.4364 3.06798  7866.07 5571.97 3.76 3.42  79.6 -0.434    19.54 21.45 02a57452o0511c  0.000000
57460.421315 19.766969      NaN   -12    15 c    0   1.03 142.4364 3.06798  7003.33 6722.98 3.86 3.53  87.4 -0.425    19.56 21.53 02a57460o0427c -0.800000
57460.443079 19.766969      NaN     0    15 c    0   0.90 142.4364 3.06798  6715.82 6142.68 3.70 3.39  86.5 -0.436    19.58 21.48 02a57460o0470c  0.000000
57460.465203 19.766969      NaN     0    15 c    0   1.25 142.4364 3.06798  7878.53 5571.70 3.74 3.37  82.4 -0.438    19.54 21.41 02a57460o0513c  0.000000
57460.487394 19.631075      NaN    -2    17 c    0   0.90 142.4364 3.06798  7862.39 5573.54 3.80 3.46  80.2 -0.439    19.44 21.27 02a57460o0556c -0.117647
57480.378950 19.419021      NaN    14    16 c    0   0.99 142.4364 3.06798  6719.01 6751.91 3.94 3.87 -80.7 -0.426    19.48 21.57 02a57480o0344c  0.875000
57480.401688 19.631075      NaN    12    13 c    0   1.23 142.4364 3.06798  6432.50 6174.63 3.73 3.47  89.7 -0.433    19.60 21.57 02a57480o0389c  0.923077
57480.424487 19.696897      NaN    -8    16 c    0   0.94 142.4364 3.06798  7598.02 5601.79 3.77 3.44  83.6 -0.437    19.55 21.47 02a57480o0434c -0.500000
57480.447529 19.816329      NaN     1    14 c    0   1.24 142.4364 3.06798  7851.01 5567.32 3.83 3.45  79.6 -0.442    19.48 21.37 02a57480o0479c  0.071429
57490.315080 19.569016      NaN   -23    18 c    0   0.96 142.4364 3.06798  6752.02 6590.76 3.90 3.53  84.6 -0.427    19.28 20.96 02a57490o0283c -1.277778
57490.333200 19.631075      NaN   -13    17 c    0   1.18 142.4364 3.06798  6459.14 6012.57 3.86 3.57 -89.1 -0.416    19.28 20.99 02a57490o0317c -0.764706
57490.352886 19.002397      NaN    34    19 c    0   0.75 142.4364 3.06798  7621.50 5441.07 3.93 3.61  83.6 -0.410    19.28 21.00 02a57490o0352c  1.789474
57490.372735 19.569016      NaN   -10    18 c    0   0.87 142.4364 3.06798  7856.15 5560.54 3.95 3.61  81.7 -0.405    19.30 21.06 02a57490o0386c -0.555556
57491.311588 19.051202      NaN    12    25 c    0   0.79 142.4364 3.06798  7162.57 6631.42 4.78 4.43 -89.1 -0.369    18.89 20.67 02a57491o0194c  0.480000
57491.329582 19.115465      NaN    13    23 c    0   1.07 142.4364 3.06798  6871.18 6053.89 4.19 3.91  88.3 -0.393    19.01 20.64 02a57491o0228c  0.565217
57491.349498 19.128787      NaN   -18    27 c    0   1.01 142.4364 3.06798  8033.11 5482.26 4.34 4.05  83.9 -0.396    18.79 20.41 02a57491o0263c -0.666667
57491.369468 19.351140      NaN   -45    22 c    0   1.20 142.4364 3.06798  7858.04 5561.20 4.43 4.15  83.0 -0.372    18.89 20.55 02a57491o0297c -2.045455
57507.320765 19.318728      NaN    14    18 c    0   0.95 142.4364 3.06798  7235.27 6439.83 3.95 3.54  88.0 -0.446    19.45 21.40 02a57507o0201c  0.777778
