         MJD         m       dm   uJy  duJy F  err  chi/N        RA     Dec        x       y  maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57342.608538 19.569016      NaN   -16    18 c    0   0.88 142.43306 3.06937  3411.54 4223.50 4.03 3.72 -36.7 -0.390    19.36 21.10 02a57342o0541c  -0.888889
57342.635386 19.631075      NaN    -6    17 c    0   0.95 142.43306 3.06937  3404.64 4229.24 4.04 3.74 -41.8 -0.389    19.34 21.08 02a57342o0580c  -0.352941
57391.603140 19.868040      NaN     2    13 c    0   1.16 142.43306 3.06937  7641.12 6169.50 3.62 3.31  88.4 -0.435    19.53 21.37 02a57391o0624c   0.153846
57400.510834 19.922338      NaN   -19    13 c    0   1.42 142.43306 3.06937  3023.36 4374.06 3.89 3.65 -46.4 -0.403    19.73 21.78 02a57400o0483c  -1.461538
57400.556557 19.841877      NaN     3    13 c    0   1.01 142.43306 3.06937  7001.97 5516.29 3.74 3.53  83.8 -0.397    19.67 21.69 02a57400o0544c   0.230769
57400.571482 19.841877      NaN   -14    14 c    0   1.01 142.43306 3.06937  6732.38 7263.28 3.68 3.45  85.9 -0.414    19.68 21.69 02a57400o0564c  -1.000000
57401.511058 19.841877      NaN    -7    14 c    0   0.88 142.43306 3.06937  3100.94 4540.57 3.89 3.60 -49.5 -0.407    19.72 21.74 02a57401o0501c  -0.500000
57401.529226 19.841877      NaN    -6    14 c    0   1.06 142.43306 3.06937  2809.58 3963.40 3.94 3.63 -39.9 -0.409    19.66 21.63 02a57401o0526c  -0.428571
57401.557181 19.719755      NaN     5    14 c    0   0.92 142.43306 3.06937  7052.83 5593.36 3.64 3.37  86.8 -0.410    19.63 21.54 02a57401o0566c   0.357143
57421.554274 19.419021      NaN    14    16 c    0   0.72 142.43306 3.06937  7109.69 6789.83 3.74 3.47  89.9 -0.413    19.50 21.37 02a57421o0595c   0.875000
57421.577953 19.696897      NaN    -8    16 c    0   1.16 142.43306 3.06937  6818.78 6210.19 3.68 3.42  89.5 -0.408    19.40 21.15 02a57421o0634c  -0.500000
57421.601717 19.454622      NaN    -4    20 c    0   0.94 142.43306 3.06937  7983.59 5638.26 3.77 3.50  89.2 -0.408    19.28 20.98 02a57421o0673c  -0.200000
57421.625392 19.115465      NaN    19    21 c    0   1.26 142.43306 3.06937  7912.32 5600.66 4.06 3.83  81.3 -0.399    19.09 20.82 02a57421o0712c   0.904762
57422.550929 19.472870      NaN    14    15 c    0   0.90 142.43306 3.06937  6894.68 6847.11 3.74 3.41  88.8 -0.424    19.59 21.57 02a57422o0589c   0.933333
57422.574588 19.766969      NaN   -26    15 c    0   1.13 142.43306 3.06937  6606.56 6266.89 3.78 3.53 -88.3 -0.409    19.44 21.36 02a57422o0628c  -1.733333
57422.598255 19.256669      NaN    24    16 c    0   1.25 142.43306 3.06937  7770.82 5694.64 3.85 3.65  78.9 -0.410    19.32 21.19 02a57422o0667c   1.500000
57422.621911 19.351140      NaN   -23    22 c    0   0.78 142.43306 3.06937  7912.35 5600.87 4.21 3.99  71.2 -0.401    19.09 20.96 02a57422o0706c  -1.045455
57428.539558 19.766969      NaN    -5    15 c    0   0.95 142.43306 3.06937  7119.29 6847.85 3.69 3.34 -88.4 -0.445    19.63 21.59 02a57428o0557c  -0.333333
57428.563452 19.241693      NaN    28    15 c    0   1.03 142.43306 3.06937  6866.12 6271.95 3.65 3.36 -89.1 -0.434    19.60 21.55 02a57428o0596c   1.866667
57428.587317 19.609992      NaN     4    16 c    0   1.08 142.43306 3.06937  8066.42 5701.50 3.70 3.40  86.2 -0.450    19.55 21.49 02a57428o0635c   0.250000
57428.611224 19.696897      NaN   -16    16 c    0   1.27 142.43306 3.06937  8055.28 5543.52 3.76 3.55  83.5 -0.448    19.43 21.33 02a57428o0674c  -1.000000
57436.247639 17.778234      NaN    65    72 c    0   0.96 142.43306 3.06937  3900.94 4126.45 4.99 4.41 -13.6 -0.422    17.89 18.90 02a57436o0069c   0.902778
57436.254824 18.063866      NaN   -98    72 c    0   0.92 142.43306 3.06937  4187.22 4709.84 4.79 4.54 -40.4 -0.440    17.95 18.99 02a57436o0080c  -1.361111
