Nested Sampling Global Log-Evidence           :   -0.472089976870384760E+02  +/-    0.629864468054949000E+00
Nested Importance Sampling Global Log-Evidence:   -0.527003741318798760E+02  +/-    0.401743613365076260E-01

Dim No.       Mean        Sigma
   1    0.204210927178838236E+00    0.130619648790778527E-01
   2   -0.258795485675322858E+02    0.136887877268324165E+01
   3    0.125366134902885595E+01    0.357019672193064144E-01
   4    0.842735655282013219E+00    0.206484960748421931E+00
   5    0.636734814545382877E-02    0.320103935459957207E-02
   6    0.177812461950662049E+01    0.117490078296145096E-01
   7   -0.173131527478270830E+01    0.453413030374376747E+00
   8    0.809755331784504581E-02    0.214609592397081717E-01
   9   -0.375214225558899628E+01    0.314156145230320316E+01
  10   -0.353080463789383139E-01    0.618076986894205913E-01
  11   -0.448687364751302262E-01    0.143336153776707220E+00
  12   -0.194957141077105905E+00    0.212158059160464763E+00
  13   -0.983726389888889274E-01    0.176033845116109269E-01
  14   -0.106190942532431021E+01    0.633534027160643359E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.201686798655281385E+00
   2   -0.260486496544227712E+02
   3    0.129036878808929556E+01
   4    0.835730713569684425E+00
   5    0.185729001266916535E-02
   6    0.177253930014008443E+01
   7   -0.157680820256695209E+01
   8    0.219699186920270656E-01
   9   -0.217305246788841444E+01
  10   -0.385235694517116339E-01
  11   -0.180851333337219616E+00
  12   -0.135701079985901946E+00
  13   -0.996976397077982690E-01
  14   -0.101894642100032051E+01

MAP Parameters
Dim No.        Parameter
   1    0.201686798655281385E+00
   2   -0.260486496544227712E+02
   3    0.129036878808929556E+01
   4    0.835730713569684425E+00
   5    0.185729001266916535E-02
   6    0.177253930014008443E+01
   7   -0.157680820256695209E+01
   8    0.219699186920270656E-01
   9   -0.217305246788841444E+01
  10   -0.385235694517116339E-01
  11   -0.180851333337219616E+00
  12   -0.135701079985901946E+00
  13   -0.996976397077982690E-01
  14   -0.101894642100032051E+01
