Nested Sampling Global Log-Evidence           :   -0.995835117966684891E+01  +/-    0.334846290127616131E+00
Nested Importance Sampling Global Log-Evidence:   -0.144393736800830919E+02  +/-    0.421320637889964281E-01

Dim No.       Mean        Sigma
   1    0.884248638604967219E-01    0.369589839001954329E-01
   2   -0.154807418576119691E+02    0.278480550152826334E+01
   3    0.632609754092162024E+00    0.111307700648897473E+00
   4    0.150834312787204960E+01    0.229516386030305414E+00
   5    0.971128468985813301E-02    0.359826689655030679E-02
   6    0.160243320370170506E+01    0.150291835254760420E+00
   7   -0.177703121566722366E+01    0.441258210864240774E+00
   8   -0.146997294813495660E-01    0.499663662011877729E-01
   9   -0.464736615875495573E+01    0.272367102934169658E+01
  10   -0.912667964006294713E-01    0.129445457697891758E+00
  11   -0.855508688407475952E-02    0.141541503951108288E+00
  12   -0.286160424568702443E+00    0.212125701184078003E+00
  13   -0.949107359573986287E-01    0.197854428290148571E+00
  14   -0.105989666747820843E+01    0.543966965196474653E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.411961932695843053E-01
   2   -0.165082218224926436E+02
   3    0.604916125761379431E+00
   4    0.147104988519019986E+01
   5    0.464213778019159293E-02
   6    0.161000458142090519E+01
   7   -0.287984148991879874E+01
   8   -0.300550132900168979E-01
   9   -0.393744950657468795E+01
  10   -0.270095249538979565E+00
  11    0.567071404972955898E-01
  12   -0.369357159800774104E+00
  13    0.256777619851936145E-01
  14   -0.111400308700834105E+01

MAP Parameters
Dim No.        Parameter
   1    0.411961932695843053E-01
   2   -0.165082218224926436E+02
   3    0.604916125761379431E+00
   4    0.147104988519019986E+01
   5    0.464213778019159293E-02
   6    0.161000458142090519E+01
   7   -0.287984148991879874E+01
   8   -0.300550132900168979E-01
   9   -0.393744950657468795E+01
  10   -0.270095249538979565E+00
  11    0.567071404972955898E-01
  12   -0.369357159800774104E+00
  13    0.256777619851936145E-01
  14   -0.111400308700834105E+01
