         MJD         m       dm      uJy  duJy F  err  chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57230.289255 18.878500      NaN     16.0    34 o    0   1.14 200.47854 16.74437  5934.82  3769.25  3.88 3.52 -80.3 -0.431    18.52 19.63 02a57230o0061o 0xc00800        16.0
57230.315754 18.711133      NaN     30.0    35 o    0   1.21 200.47854 16.74437  5926.60  3784.10  3.83 3.53 -80.0 -0.446    18.42 19.46 02a57230o0095o 0xc00800        16.0
57362.628496 18.978793      NaN    -10.0    31 o    0   0.86 200.47854 16.74437  4561.63  6998.47  3.80 3.64 -50.1 -0.444    18.71 20.12 02a57362o0609o 0xc00800        16.0
57362.655036 19.051202      NaN    -23.0    29 o    0   1.31 200.47854 16.74437  4279.38  6429.57  3.73 3.39 -72.9 -0.452    18.58 19.79 02a57362o0635o 0xc00800        16.0
57363.653944 19.128787      NaN     -8.0    27 o    0   1.07 200.47854 16.74437  4579.48  7009.00  3.70 3.51 -66.4 -0.477    18.74 20.09 02a57363o0604o 0xc00800        16.0
57415.639772 18.836735      NaN     29.0    31 o    0   1.09 200.47854 16.74437  5339.97  4333.31  3.65 3.58 -79.4 -0.410    18.66 19.77 02a57415o0698o 0xc00800        16.0
57415.668222 18.738855      NaN     30.0    34 o    0   1.05 200.47854 16.74437  5033.60  3754.92  3.65 3.54 -53.9 -0.426    18.58 19.58 02a57415o0737o 0xc00800        16.0
57442.551626 18.623526      NaN      2.0    43 o    0   1.28 200.47854 16.74437  5300.45  6499.81  3.60 3.37 -75.0 -0.466    18.16 18.86 02a57442o0556o 0xc00800        16.0
57442.572059 18.504094      NaN    -10.0    48 o    0   1.08 200.47854 16.74437  5595.43  7086.67  3.54 3.21  88.8 -0.487    18.21 18.89 02a57442o0585o 0xc00800        16.0
57442.595529 18.550302      NaN    -96.0    46 o    0   0.79 200.47854 16.74437  6234.35  3041.54  3.56 3.32   0.8 -0.512    18.26 18.98 02a57442o0619o 0xc00800        16.0
57442.605424 18.280067      NaN     61.0    44 o    0   1.04 200.47854 16.74437  6417.91  3078.76  3.56 3.41  -1.7 -0.516    18.28 19.06 02a57442o0633o 0xc00800        16.0
57443.543997 18.729535      NaN    -37.0    39 o    0   1.11 200.47854 16.74437  5247.90  6247.57  3.59 3.20 -76.7 -0.486    18.34 19.17 02a57443o0597o 0xc00800        16.0
57443.561386 18.757738      NaN    -14.0    38 o    0   1.20 200.47854 16.74437  5133.24  3866.87  3.58 3.37 -19.1 -0.471    18.36 19.17 02a57443o0624o 0xc00900        16.0
57443.589345 18.566153      NaN     35.0    39 o    0   0.83 200.47854 16.74437  6290.30  3288.97  3.61 3.44   2.8 -0.492    18.37 19.22 02a57443o0665o 0xc00900        16.0
57443.614372 18.598565      NaN    -18.0    44 o    0   0.92 200.47854 16.74437  6421.21  3082.93  3.74 3.45  -6.0 -0.481    18.35 19.19 02a57443o0702o 0xc00800        16.0
57463.491856 19.569016      NaN    -29.0    18 o    0   0.93 200.47854 16.74437  4867.54  6225.19  3.56 3.27 -78.0 -0.473    19.32 21.07 02a57463o0430o 0xc00800        16.0
57463.516870 19.696897      NaN    -29.0    16 o    0   1.07 200.47854 16.74437  5486.44  3882.65  3.52 3.39 -19.4 -0.466    19.35 21.09 02a57463o0470o 0xc00800        16.0
57463.538908 19.696897      NaN     15.0    16 o    0   1.33 200.47854 16.74437  6648.60  3307.61  3.58 3.43  13.2 -0.478    19.37 21.15 02a57463o0508o 0xc00800        16.0
57463.561029 19.569016      NaN     -3.0    18 o    0   0.87 200.47854 16.74437  6403.50  3077.79  3.81 3.54  -1.6 -0.454    19.30 21.09 02a57463o0546o 0xc00800        16.0
57467.472153 19.169763      NaN      9.0    26 o    0   1.86 200.47854 16.74437  5009.92  6252.23  3.55 3.16 -80.2 -0.505    18.61 19.69 02a57467o0496o 0xc00800        16.0
57467.494053 18.944322      NaN      0.0    32 o    0   0.85 200.47854 16.74437  5302.93  6841.18  3.54 3.12 -81.0 -0.499    18.62 19.69 02a57467o0535o 0xc00800        16.0
57467.508923 18.910912      NaN      0.0    33 o    0   1.02 200.47854 16.74437  6494.49  3259.78  3.66 3.42   8.2 -0.517    18.63 19.77 02a57467o0563o 0xc00800        16.0
57467.530451 19.089302      NaN      3.0    28 o    0   1.33 200.47854 16.74437  6399.71  3068.80  3.76 3.39   2.4 -0.511    18.65 19.78 02a57467o0603o 0xc00800        16.0
57471.476090 17.447688      NaN    -98.0   127 o    0   1.04 200.47854 16.74437  5253.86  4091.10  4.10 2.46  -4.1 -0.460    17.09 18.07 02a57471o0317o 0xc00800        16.0
57471.496920 18.336727      NaN    -50.0    56 o    0   1.03 200.47854 16.74437  4950.34  3526.01  3.52 3.45 -51.2 -0.514    18.03 18.81 02a57471o0354o 0xc00800        16.0
57471.503072 18.136622      NaN     41.0    59 o    0   0.97 200.47854 16.74437  6118.32  2926.97  3.66 3.44   1.8 -0.531    18.05 18.64 02a57471o0365o 0xc00800        16.0
57471.526550 18.417189      NaN    -50.0    52 o    0   1.10 200.47854 16.74437  6389.36  3067.57  3.51 3.45  16.0 -0.504    18.06 18.62 02a57471o0407o 0xc00800        16.0
57475.476876 18.955691      NaN     36.0    25 o    0   1.02 200.47854 16.74437  5600.01  4247.56  3.47 3.43 -68.2 -0.486    18.81 20.04 02a57475o0434o 0xc00800        16.0
57475.500131 19.169763      NaN    -14.0    26 o    0   0.89 200.47854 16.74437  5318.12  3670.83  3.83 3.50 -15.4 -0.462    18.79 20.04 02a57475o0471o 0xc00800        16.0
57475.524416 18.944322      NaN     28.0    28 o    0   1.20 200.47854 16.74437  6481.11  3092.47  3.78 3.46  -0.0 -0.501    18.76 20.00 02a57475o0504o 0xc00800        16.0
57475.546685 19.128787      NaN      7.0    27 o    0   1.29 200.47854 16.74437  6385.74  3075.27  3.70 3.35   2.3 -0.514    18.75 19.95 02a57475o0540o 0xc00800        16.0
57495.348932 18.816441      NaN     -5.0    36 o    0   0.91 200.47854 16.74437  4821.71  6614.94  3.75 3.32 -78.0 -0.470    18.49 19.52 02a57495o0265o 0xc00800        16.0
57495.372753 18.910912      NaN    -49.0    33 o    0   1.30 200.47854 16.74437  4839.46  6653.94  3.68 3.28 -79.5 -0.490    18.55 19.56 02a57495o0311o 0xc00800        16.0
57495.387561 19.014394      NaN     16.0    30 o    0   1.07 200.47854 16.74437  4763.13  6575.99  3.73 3.38 -75.8 -0.479    18.55 19.59 02a57495o0340o 0xc00800        16.0
57495.402736 18.711133      NaN     30.0    35 o    0   0.98 200.47854 16.74437  4742.25  6690.15  3.66 3.33 -78.5 -0.469    18.58 19.61 02a57495o0370o 0xc00800        16.0
57498.368324 17.740268      NaN     52.0    85 o    0   1.22 200.47854 16.74437  4819.63  6611.34  3.63 3.22 -77.7 -0.479    17.96 18.45 02a57498o0319o 0xc00800        16.0
57498.382197 17.597155      NaN    117.0    77 o    0   1.42 200.47854 16.74437  4834.55  6648.15  3.63 3.23 -76.9 -0.496    17.98 18.48 02a57498o0347o 0xc00800        16.0
57498.406887 18.417189      NaN    -23.0    52 o    0   1.24 200.47854 16.74437  4761.70  6570.14  3.62 3.22 -80.5 -0.503    17.99 18.50 02a57498o0389o 0xc00800        16.0
57498.414374 17.990970      NaN     -8.0    77 o    0   1.53 200.47854 16.74437  4742.40  6683.68  3.67 3.28 -82.4 -0.516    17.98 18.51 02a57498o0402o 0xc00800        16.0
57525.353249 18.786693      NaN     14.0    37 o    0   1.11 200.47854 16.74437  6795.12  3129.83  3.88 3.71  24.2 -0.458    18.37 19.30 02a57525o0249o 0xc00800        16.0
57525.372214 18.757738      NaN     11.0    38 o    0   1.38 200.47854 16.74437  6780.69  3098.18  3.75 3.60  18.2 -0.491    18.39 19.27 02a57525o0287o 0xc00800        16.0
57525.390643 18.786693      NaN    -27.0    37 o    0   1.17 200.47854 16.74437  6838.92  3181.99  3.70 3.57  18.0 -0.478    18.41 19.32 02a57525o0321o 0xc00800        16.0
57525.400766 18.729535      NaN     -3.0    39 o    0   1.21 200.47854 16.74437  6858.49  3065.26  3.72 3.58  10.5 -0.480    18.33 19.17 02a57525o0341o 0xc00800        16.0
57525.421252 18.574166      NaN    -28.0    45 o    0   1.00 200.47854 16.74437  6823.59  3124.73  3.68 3.61   1.3 -0.467    18.29 19.10 02a57525o0379o 0xc00900        16.0
57565.249269 18.298627      NaN      0.0    58 o    0   1.07 200.47854 16.74437  6131.33  3885.18  4.02 3.78 -87.9 -0.512    17.99 18.68 02a57565o0039o 0xc00800        16.0
57565.260020 19.212347      NaN    -10.0    25 o    0   1.19 200.47854 16.74437  6113.63  3842.33  3.92 3.49 -88.5 -0.485    18.99 20.56 02a57565o0056o 0xc00900        16.0
57565.264784 19.302877      NaN     -6.0    23 o    0   1.03 200.47854 16.74437  6169.55  3922.45  3.90 3.55 -88.5 -0.510    19.11 20.79 02a57565o0064o 0xc00800        16.0
57565.275616 19.351140      NaN    -10.0    22 o    0   1.00 200.47854 16.74437  6187.86  3804.64  3.74 3.42  88.9 -0.499    19.18 20.90 02a57565o0083o 0xc00800        16.0
57565.287752 19.351140      NaN    -14.0    22 o    0   1.21 200.47854 16.74437  6149.65  3860.85  3.83 3.28  89.3 -0.487    19.17 20.93 02a57565o0102o 0xc00800        16.0
57569.284259 16.611500      NaN    170.0   223 o    0   1.07 200.47854 16.74437  6275.40  3641.71  3.74 3.65  84.4 -0.494    16.58 18.08 02a57569o0099o 0xc00802        16.0
57569.334361 15.912328      NaN    311.0   424 o    0   1.04 200.47854 16.74437  6296.27  3621.93  3.66 3.61 -70.7 -0.481    15.70 17.06 02a57569o0191o 0xc00802        16.0
57590.259933 18.757738      NaN     31.0    33 o    0   0.96 200.47854 16.74437  6740.90  5015.80  3.68 3.13  87.6 -0.480    18.68 19.82 02a57590o0017o 0xc00800        16.0
57599.253084 18.816441      NaN      4.0    36 o    0   0.88 200.47854 16.74437  5931.01  4454.29  3.73 3.43 -86.3 -0.496    18.62 19.80 02a57599o0006o 0xc00800        16.0
57599.257607 19.102305      NaN     27.0    24 o    0   1.09 200.47854 16.74437  5991.09  4528.24  3.77 3.49 -85.9 -0.475    18.87 20.30 02a57599o0014o 0xc00800        16.0
57599.265456 19.212347      NaN     -8.0    25 o    0   0.98 200.47854 16.74437  6011.23  4411.43  3.97 3.79 -77.6 -0.470    18.93 20.54 02a57599o0030o 0xc00800        16.0
57599.275694 18.826541      NaN     33.0    30 o    0   1.02 200.47854 16.74437  5973.43  4468.34  4.71 4.54 -45.9 -0.429    18.70 20.49 02a57599o0051o 0xc00800        16.0
57765.606436 18.298627      NaN      0.0    58 o    0   1.18 200.47854 16.74437  5989.33  8002.29  3.35 3.17 -63.5 -0.470    18.52 19.24 02a57765o0749o 0xc00800        16.0
57765.618875 18.317510      NaN    -18.0    57 o    0   0.99 200.47854 16.74437  6006.76  8041.91  3.29 3.13 -46.0 -0.444    18.55 19.27 02a57765o0769o 0xc00800        16.0
57765.640438 17.900816      NaN    105.0    54 o    0   0.96 200.47854 16.74437  5950.26  7967.83  3.34 3.16 -49.3 -0.430    18.57 19.33 02a57765o0804o 0xc00800        16.0
57765.658890 18.459772      NaN    -22.0    50 o    0   1.14 200.47854 16.74437  5932.37  8085.17  3.32 3.12 -46.9 -0.431    18.59 19.37 02a57765o0830o 0xc00800        16.0
57765.676362 17.896499      NaN   -166.0    84 o    0   0.90 200.47854 16.74437  5970.22  8027.90  3.27 3.10 -36.7 -0.433    18.39 18.93 02a57765o0856o 0xc00800        16.0
