Nested Sampling Global Log-Evidence           :   -0.111287862551590351E+02  +/-    0.357637728153267165E+00
Nested Importance Sampling Global Log-Evidence:   -0.165486592446957665E+02  +/-    0.114845501898722030E+00

Dim No.       Mean        Sigma
   1    0.103168224187599689E+00    0.334597223285515930E-01
   2   -0.286427774543535492E+02    0.417054258844688253E+01
   3    0.116731152430753338E+01    0.816298588684707810E-01
   4    0.153979656929451458E+01    0.423561895775931507E+00
   5    0.797312948752105545E-02    0.287941976512104576E-02
   6    0.167813185824960498E+01    0.379970752792252231E+00
   7   -0.183348862524243184E+01    0.467565290942840162E+00
   8   -0.162687057791931849E+00    0.458399312856143798E-01
   9   -0.496214847967999173E+01    0.333348082245641564E+01
  10   -0.251216440799440742E-01    0.151569017619882340E+00
  11   -0.473515507974958325E-01    0.138687967558349862E+00
  12   -0.472093964664295207E-01    0.207274378881607463E+00
  13   -0.148680997316672836E+00    0.190259320517734226E+00
  14   -0.105545626965640715E+01    0.484275017039964562E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.748967914403472212E-01
   2   -0.321444080977350524E+02
   3    0.114019442973473173E+01
   4    0.974547161478582558E+00
   5    0.574732866672308940E-02
   6    0.206920865749595517E+01
   7   -0.135280412995030286E+01
   8   -0.214537576011863712E+00
   9   -0.966614688493356233E+01
  10   -0.241223251766431834E+00
  11   -0.895761700845083553E-01
  12   -0.307391780483096733E+00
  13   -0.216761661908643044E+00
  14   -0.107970781311371256E+01

MAP Parameters
Dim No.        Parameter
   1    0.748967914403472212E-01
   2   -0.321444080977350524E+02
   3    0.114019442973473173E+01
   4    0.974547161478582558E+00
   5    0.574732866672308940E-02
   6    0.206920865749595517E+01
   7   -0.135280412995030286E+01
   8   -0.214537576011863712E+00
   9   -0.966614688493356233E+01
  10   -0.241223251766431834E+00
  11   -0.895761700845083553E-01
  12   -0.307391780483096733E+00
  13   -0.216761661908643044E+00
  14   -0.107970781311371256E+01
