Nested Sampling Global Log-Evidence           :   -0.366623714565403747E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.367828561783449270E+01  +/-    0.326294959889887040E-02

Dim No.       Mean        Sigma
   1    0.347737106614923325E-01    0.850993187849567040E-03
   2   -0.207969333980207089E+02    0.399219744362095452E+00
   3    0.424732022461005942E+00    0.306041818981767320E-01
   4    0.106452399493295569E+01    0.157049713016661797E-01
   5    0.102662099098555504E-01    0.282378109309667179E-03
   6    0.231277576179096656E+01    0.153981066446020904E-02
   7   -0.184838739863246393E+01    0.762337774169227489E-01
   8   -0.166078492656377280E+00    0.154381615653806283E-02
   9   -0.326297863890270445E+01    0.602506626583438454E+00
  10   -0.255901870774048079E+00    0.525708704274921237E-01
  11   -0.831322408181239814E-01    0.391127648227433330E-01
  12   -0.220743268816999960E+00    0.361838663332478550E-01
  13   -0.808278891437460151E-01    0.239508452997484918E-02
  14   -0.108341097745971759E+01    0.114375361269501222E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.345590678177197033E-01
   2   -0.210072210731311664E+02
   3    0.453956053042692320E+00
   4    0.106534366672343195E+01
   5    0.100518259882339204E-01
   6    0.231232188718167775E+01
   7   -0.188106818207436244E+01
   8   -0.167836941584554339E+00
   9   -0.215760144677169130E+01
  10   -0.217100681296746451E+00
  11   -0.636723982985468312E-01
  12   -0.234201765456563377E+00
  13   -0.868350914688125475E-01
  14   -0.109800142756833741E+01

MAP Parameters
Dim No.        Parameter
   1    0.351337762686539309E-01
   2   -0.213663923814116536E+02
   3    0.391752563632534467E+00
   4    0.107737242240818221E+01
   5    0.107197327527132225E-01
   6    0.231082283490318252E+01
   7   -0.179066838559996633E+01
   8   -0.166065175414791627E+00
   9   -0.267178817274927249E+01
  10   -0.219625456748512471E+00
  11   -0.146133209744641501E+00
  12   -0.280124222416358926E+00
  13   -0.775321450434949822E-01
  14   -0.107637129728228453E+01
