Nested Sampling Global Log-Evidence           :   -0.170812783916178539E+02  +/-    0.361328131706486366E+00
Nested Importance Sampling Global Log-Evidence:   -0.216813351563773473E+02  +/-    0.388617456297169206E-01

Dim No.       Mean        Sigma
   1    0.870968974012389235E-01    0.338532433323654805E-01
   2   -0.243188264489394186E+02    0.337161849238770417E+01
   3    0.103389548024668354E+01    0.103552405944409481E+00
   4    0.168446958535928326E+01    0.245115761467927046E+00
   5    0.974467452316371031E-02    0.252381497090728652E-02
   6    0.166710059554486278E+01    0.212527365067199658E+00
   7   -0.178886506234085130E+01    0.434944282993051434E+00
   8   -0.449452149980611795E-01    0.481148437162239109E-01
   9   -0.449102588241287126E+01    0.343300506206289047E+01
  10   -0.134750011448405621E+00    0.113141864252877644E+00
  11   -0.235641906673277057E-01    0.141627412048652729E+00
  12   -0.186988201456479236E+00    0.189220010154267121E+00
  13   -0.148305486000226389E+00    0.183503037748452447E+00
  14   -0.106856040076123837E+01    0.628570621122866852E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.117619209500150007E+00
   2   -0.224296218687412434E+02
   3    0.103401638116948646E+01
   4    0.163666224933535553E+01
   5    0.109615079041031765E-01
   6    0.186411672177091536E+01
   7   -0.164575081092539555E+01
   8   -0.693633277928441538E-01
   9   -0.667056255720566327E+01
  10   -0.158159250585180183E+00
  11   -0.497339715335732083E-01
  12   -0.234615770303688659E+00
  13   -0.309985397662983109E+00
  14   -0.101886053660421405E+01

MAP Parameters
Dim No.        Parameter
   1    0.117619209500150007E+00
   2   -0.224296218687412434E+02
   3    0.103401638116948646E+01
   4    0.163666224933535553E+01
   5    0.109615079041031765E-01
   6    0.186411672177091536E+01
   7   -0.164575081092539555E+01
   8   -0.693633277928441538E-01
   9   -0.667056255720566327E+01
  10   -0.158159250585180183E+00
  11   -0.497339715335732083E-01
  12   -0.234615770303688659E+00
  13   -0.309985397662983109E+00
  14   -0.101886053660421405E+01
