Nested Sampling Global Log-Evidence           :   -0.153984849322482038E+02  +/-    0.364037227544160957E+00
Nested Importance Sampling Global Log-Evidence:   -0.200120922112020558E+02  +/-    0.603581278326910733E-01

Dim No.       Mean        Sigma
   1    0.621656905555834360E-01    0.341482058066451891E-01
   2   -0.176225904972995053E+02    0.375127116198683908E+01
   3    0.103855473566995493E+01    0.107865276977224561E+00
   4    0.118216053071463434E+01    0.330136266107815268E+00
   5    0.973435143964195351E-02    0.324279139778116095E-02
   6    0.186480777795235730E+01    0.685267122617101709E-01
   7   -0.177090774749650848E+01    0.441264764249585495E+00
   8   -0.993327882545160801E-01    0.697055327772160283E-01
   9   -0.389255590806734064E+01    0.360486224317921344E+01
  10   -0.952111849080650163E-01    0.133856932236859461E+00
  11   -0.854892551923668725E-01    0.140011593280860158E+00
  12   -0.191783002009225989E+00    0.212339844382758103E+00
  13   -0.192187586865968318E+00    0.115671684740957528E+00
  14   -0.105872568917773169E+01    0.556373328970027961E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.435870882987570221E-01
   2   -0.182866144976755045E+02
   3    0.101864258830182508E+01
   4    0.108641908380705798E+01
   5    0.972258378172836078E-02
   6    0.189538887904843945E+01
   7   -0.170430603182309470E+01
   8   -0.448029252985862603E-01
   9   -0.768780068453850340E+01
  10   -0.214769183933601421E+00
  11    0.134086107262277807E-01
  12   -0.247044510556692021E+00
  13   -0.188574867483326358E+00
  14   -0.101970110273034753E+01

MAP Parameters
Dim No.        Parameter
   1    0.435870882987570221E-01
   2   -0.182866144976755045E+02
   3    0.101864258830182508E+01
   4    0.108641908380705798E+01
   5    0.972258378172836078E-02
   6    0.189538887904843945E+01
   7   -0.170430603182309470E+01
   8   -0.448029252985862603E-01
   9   -0.768780068453850340E+01
  10   -0.214769183933601421E+00
  11    0.134086107262277807E-01
  12   -0.247044510556692021E+00
  13   -0.188574867483326358E+00
  14   -0.101970110273034753E+01
