Nested Sampling Global Log-Evidence           :   -0.117469003582118496E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.117601613767012481E+02  +/-    0.427627021026023672E-02

Dim No.       Mean        Sigma
   1    0.725234579153949260E-01    0.154442183683729394E-02
   2   -0.155423464751797535E+02    0.197282008029214639E+00
   3    0.793904614476111714E+00    0.153174730629251563E-01
   4    0.893852617257078541E+00    0.696421161782809633E-01
   5    0.902004922184055855E-02    0.371227448969102471E-03
   6    0.214894605309906339E+01    0.461061267724150164E-02
   7   -0.166301043610317412E+01    0.125758690338328233E+00
   8   -0.103533217712497738E+00    0.399972469582663727E-02
   9   -0.524178114209182588E+01    0.145262750469066837E+00
  10   -0.129721249184114124E+00    0.205416890533181018E-01
  11   -0.672136069615379087E-02    0.321087166451118552E-01
  12   -0.207387358171634423E+00    0.398868666266702157E-01
  13   -0.106097902604336006E+00    0.990744110972797791E-02
  14   -0.105332372120171680E+01    0.124238360885538593E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.722211522661925648E-01
   2   -0.153658733203962896E+02
   3    0.801044883035342714E+00
   4    0.107035860157291585E+01
   5    0.866721336684046426E-02
   6    0.215238666390263678E+01
   7   -0.145313285301928574E+01
   8   -0.105244351508675837E+00
   9   -0.527966358077047193E+01
  10   -0.165418919140685711E+00
  11    0.518229124566281160E-02
  12   -0.166293127356676729E+00
  13   -0.113231759178777203E+00
  14   -0.106936215320586858E+01

MAP Parameters
Dim No.        Parameter
   1    0.733626908073471834E-01
   2   -0.157745913649026246E+02
   3    0.810559401619060371E+00
   4    0.854967979086842966E+00
   5    0.953493293497653313E-02
   6    0.214720622671984485E+01
   7   -0.146478673631382916E+01
   8   -0.107077377137149085E+00
   9   -0.539574970250471608E+01
  10   -0.108469373858422702E+00
  11    0.105483542138507993E-01
  12   -0.179214750487771857E+00
  13   -0.100036216055695321E+00
  14   -0.105840813976333736E+01
