Nested Sampling Global Log-Evidence           :   -0.384397756039546401E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.435733917392105052E+01  +/-    0.745812193473532753E-01

Dim No.       Mean        Sigma
   1   -0.816296728722056830E-01    0.208764253467265881E-02
   2   -0.140223256811735677E+02    0.355455097507867621E-01
   3    0.310002494390698713E+00    0.309960982062478484E-02
   4    0.232270799855621740E+00    0.201224590973137045E-01
   5    0.129580044880827274E-01    0.563833805798368698E-03
   6    0.136774447862870430E+01    0.176610741034226347E-02
   7   -0.152422998690813993E+01    0.615514026016644733E-01
   8   -0.106464691258548905E+00    0.147486701270841646E-01
   9   -0.233720264774566600E+01    0.397835659477014325E+00
  10   -0.409962907094468948E-01    0.306680631785328124E-01
  11   -0.236992445295695381E+00    0.491191582407788513E-01
  12    0.197535056621247693E-01    0.313152554332888494E-01
  13   -0.166249977795519838E+00    0.430308890178121711E-01
  14   -0.107020007105200166E+01    0.409258719967697197E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.875285295864157709E-01
   2   -0.140347317506988780E+02
   3    0.309631620243070338E+00
   4    0.259045025115505034E+00
   5    0.134193145073843566E-01
   6    0.136995316021390479E+01
   7   -0.146523187816467670E+01
   8   -0.953582356270535614E-01
   9   -0.245239578140159198E+01
  10   -0.683040228590078569E-01
  11   -0.204921637535520840E+00
  12   -0.104010977242706831E-01
  13   -0.161716429357362190E+00
  14   -0.107235654318551976E+01

MAP Parameters
Dim No.        Parameter
   1   -0.793703127064345204E-01
   2   -0.140329383383706485E+02
   3    0.311791850163550099E+00
   4    0.270117257384806797E+00
   5    0.123161084391192055E-01
   6    0.136674652348444425E+01
   7   -0.152233500760303575E+01
   8   -0.904263511983681156E-01
   9   -0.282975439865135847E+01
  10   -0.462513294075361861E-01
  11   -0.251102451830225393E+00
  12    0.253449304253970768E-01
  13   -0.785836779242270328E-01
  14   -0.108238808197753156E+01
