Nested Sampling Global Log-Evidence           :   -0.485300423088386446E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.133139112624208722E+01  +/-    0.124076793584958225E+00

Dim No.       Mean        Sigma
   1    0.769477310444843243E-01    0.597600613322415899E-02
   2   -0.101982524998307955E+02    0.442762063703752817E+00
   3    0.851053179644947422E+00    0.476160121570655681E-01
   4    0.116477454565236682E+01    0.878537836244213666E-01
   5    0.713225829681274695E-02    0.106867367538259666E-02
   6    0.205440254485518681E+01    0.968629120968900366E-02
   7   -0.167635349618601648E+01    0.136723572774946844E+00
   8   -0.117506590519808052E+00    0.116349393647793235E-01
   9   -0.547527342325887645E+01    0.174000388594095901E+01
  10   -0.171840592807428499E+00    0.629365964695190183E-01
  11   -0.196222460315547097E-01    0.475018695075425310E-01
  12   -0.856262621898562365E-01    0.733803360487092771E-01
  13   -0.161958169306656352E+00    0.155666908407255753E-01
  14   -0.105892804066462864E+01    0.109748133128320918E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.720328307699843184E-01
   2   -0.100368061550070866E+02
   3    0.793614794135350743E+00
   4    0.113965271173426275E+01
   5    0.646175118164032773E-02
   6    0.205761290906216265E+01
   7   -0.172278460791454102E+01
   8   -0.120703675443852673E+00
   9   -0.404416789320406522E+01
  10   -0.137678003570740837E+00
  11    0.118099099597914342E-01
  12   -0.140023882904322744E+00
  13   -0.173483512422502650E+00
  14   -0.106131522300515524E+01

MAP Parameters
Dim No.        Parameter
   1    0.713303408399258293E-01
   2   -0.105245438090963184E+02
   3    0.925519628244165338E+00
   4    0.110742367474709869E+01
   5    0.877016988555661889E-02
   6    0.205315332795704197E+01
   7   -0.169334954921453029E+01
   8   -0.920339985481804096E-01
   9   -0.532866246818868028E+01
  10   -0.207379676247769401E+00
  11   -0.490649644482754471E-01
  12   -0.164704282584192951E-01
  13   -0.181252407165725160E+00
  14   -0.105262957727056028E+01
