         MJD         m       dm     uJy  duJy F  err  chi/N       RA     Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57356.618754 18.878500      NaN   -13.0    34 o    0   1.02 153.4485 -0.9153  9162.27  2309.45  3.59 3.31  73.9 -0.487    18.67 19.72 02a57356o0603o 0xc00800         0.0
57356.632140 18.748255      NaN    22.0    31 o    0   1.18 153.4485 -0.9153  9161.96  2313.01  3.59 3.35  64.6 -0.487    18.69 19.77 02a57356o0624o 0xc00800         0.0
57356.640401 18.978793      NaN   -15.0    31 o    0   1.08 153.4485 -0.9153  9159.77  2315.26  3.61 3.40  64.0 -0.485    18.70 19.79 02a57356o0637o 0xc00800         0.0
57356.648686 18.978793      NaN   -30.0    31 o    0   1.30 153.4485 -0.9153  9157.46  2317.51  3.63 3.37  69.2 -0.483    18.70 19.78 02a57356o0650o 0xc00800         0.0
57357.589858 18.847027      NaN   -19.0    35 o    0   1.14 153.4485 -0.9153  9166.30  2593.91  3.66 3.51  50.5 -0.479    18.55 19.61 02a57357o0641o 0xc00800         0.0
57357.611135 18.481707      NaN    45.0    34 o    0   0.82 153.4485 -0.9153  8869.22  2599.97  3.51 3.28  76.8 -0.491    18.59 19.62 02a57357o0674o 0xc00800         0.0
57357.627040 18.944322      NaN   -49.0    32 o    0   1.17 153.4485 -0.9153  8287.15  2019.24  3.61 3.41  28.8 -0.496    18.62 19.67 02a57357o0698o 0xc00800         0.0
57357.642331 18.910912      NaN   -19.0    33 o    0   0.98 153.4485 -0.9153  9739.79  2905.11  3.68 3.35  73.3 -0.479    18.59 19.65 02a57357o0720o 0xc00800         0.0
57358.578189 18.039019      NaN    74.0    49 o    0   0.95 153.4485 -0.9153  8869.63  2591.77  3.77 3.60  46.4 -0.461    18.36 19.39 02a57358o0649o 0xc00800         0.0
57358.591059 18.376212      NaN  -144.0    54 o    0   1.22 153.4485 -0.9153  8584.45  2010.09  4.48 4.22  21.8 -0.418    18.25 19.42 02a57358o0670o 0xc00800         0.0
57358.610634 18.702047      NaN     0.0    40 o    0   1.15 153.4485 -0.9153  9449.14  3183.23  3.68 3.40  67.9 -0.473    18.39 19.36 02a57358o0702o 0xc00900         0.0
57358.625291 18.590371      NaN     7.0    42 o    0   1.13 153.4485 -0.9153  9755.11  1435.33  3.87 3.60  37.5 -0.512    18.43 19.50 02a57358o0725o 0xc00800         0.0
57359.585627 19.089302      NaN   -17.0    28 o    0   1.01 153.4485 -0.9153  8874.99  2595.44  3.51 3.37  60.4 -0.480    18.82 20.04 02a57359o0524o 0xc00800         0.0
57359.601621 18.806434      NaN    22.0    29 o    0   1.34 153.4485 -0.9153  8584.73  2014.92  3.67 3.51  41.7 -0.487    18.78 20.03 02a57359o0550o 0xc00900         0.0
57359.620500 19.089302      NaN   -32.0    28 o    0   1.07 153.4485 -0.9153  9449.55  3188.33  3.66 3.41  58.7 -0.459    18.85 20.11 02a57359o0581o 0xc00800         0.0
57359.632050 18.349730      NaN    67.0    33 o    0   1.01 153.4485 -0.9153  9755.73  1438.50  3.88 3.61  40.0 -0.500    18.83 20.15 02a57359o0600o 0xc00800         0.0
57388.658193 18.847027      NaN    12.0    31 o    0   1.10 153.4485 -0.9153  1881.25  8085.74  4.06 3.55 -60.7 -0.459    18.81 20.16 02a57388o0737o 0xc00800         0.0
57388.674450 16.912039      NaN   -52.0   208 o    0   1.21 153.4485 -0.9153  2167.51  8671.06  4.14 3.72 -55.3 -0.494    17.77 18.22 02a57388o0763o 0xc00802         0.0
57408.493697 18.816441      NaN    21.0    29 o    0   1.46 153.4485 -0.9153  9456.07  2037.84  3.66 3.40  43.6 -0.498    18.64 19.62 02a57408o0490o 0xc00800         0.0
57408.505571 19.014394      NaN   -30.0    30 o    0   1.46 153.4485 -0.9153  9738.41  2625.55  3.63 3.35  68.7 -0.494    18.64 19.64 02a57408o0508o 0xc00800         0.0
57408.540071 18.978793      NaN    -3.0    31 o    0   1.70 153.4485 -0.9153  1875.87  9253.32  3.63 3.54  66.1 -0.442    18.64 19.71 02a57408o0557o 0xc00800         0.0
57408.561912 18.738855      NaN    14.0    34 o    0   1.17 153.4485 -0.9153  2183.45  7498.65  3.64 3.39 -79.0 -0.456    18.66 19.72 02a57408o0589o 0xc00900         0.0
57444.531758 18.649074      NaN   -43.0    42 o    0   0.80 153.4485 -0.9153  2403.25  7327.41  3.99 3.54 -60.5 -0.459    18.44 19.46 02a57444o0246o 0xc00800         0.0
57445.470091 19.063754      NaN     2.0    28 o    0   1.30 153.4485 -0.9153   959.47  8763.30  3.86 3.50 -57.6 -0.449    18.84 20.04 02a57445o0526o 0xc00800         0.0
