         MJD         m       dm     uJy  duJy F  err  chi/N        RA     Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57400.567986 19.569016      NaN     9.5    18 c    0   0.90 172.23122 5.45907  9489.53  9506.98 4.02 3.84  76.4 -0.392    19.60 21.58 02a57400o0559c 0xc00800        15.5
57400.603587 19.454622      NaN   -40.5    20 c    0   1.01 172.23122 5.45907   499.12   377.75 6.01 3.84 -28.2 -0.421    19.66 21.71 02a57400o0612c 0xc00800        15.5
57400.604196 19.841877      NaN    11.5    14 c    0   1.25 172.23122 5.45907  7320.27 10134.70 3.92 3.74  19.9 -0.410    19.62 21.69 02a57400o0613c 0xc00900        15.5
57400.623111 19.454622      NaN   -17.5    20 c    0   0.86 172.23122 5.45907   254.69  2151.75 5.37 3.86 -34.2 -0.384    19.65 21.72 02a57400o0642c 0xc00800        15.5
57400.625913 19.142275      NaN    17.5    26 c    0   0.93 172.23122 5.45907 10390.29   402.78 4.74 4.12  17.5 -0.407    19.58 21.73 02a57400o0646c 0xc00900        15.5
57400.635003 19.631075      NaN    -1.5    17 c    0   1.15 172.23122 5.45907 10094.17  2176.63 4.43 4.13  28.7 -0.408    19.56 21.72 02a57400o0657c 0xc00800        15.5
57401.567506 19.510313      NaN   -14.5    19 c    0   0.94 172.23122 5.45907  9535.68  9649.51 3.81 3.65 -79.2 -0.399    19.58 21.50 02a57401o0581c 0xc00800        15.5
57401.585082 19.128787      NaN   -32.5    27 c    0   0.73 172.23122 5.45907  9239.47  9065.10 3.83 3.59  89.4 -0.413    19.62 21.57 02a57401o0605c 0xc00800        15.5
57401.605893 19.696897      NaN     0.5    16 c    0   0.93 172.23122 5.45907  7444.54 10221.85 3.74 3.60  18.6 -0.424    19.61 21.57 02a57401o0635c 0xc00800        15.5
57401.621937 19.510313      NaN    -7.5    19 c    0   1.07 172.23122 5.45907   330.19  2239.74 5.18 3.69 -34.0 -0.395    19.64 21.61 02a57401o0661c 0xc00800        15.5
57401.625224 19.401649      NaN     3.5    21 c    0   1.04 172.23122 5.45907 10488.84   497.32 4.13 3.64  19.4 -0.453    19.67 21.62 02a57401o0665c 0xc00800        15.5
57401.634446 19.696897      NaN     0.5    16 c    0   0.94 172.23122 5.45907 10173.21  2264.54 3.80 3.59  58.7 -0.462    19.65 21.58 02a57401o0675c 0xc00800        15.5
57421.632094 18.191747      NaN   -78.5    64 c    0   0.60 172.23122 5.45907   676.56  1691.40 5.07 3.89 -30.7 -0.402    19.34 21.15 02a57421o0723c 0xc00900        15.5
57421.650993 17.813578      NaN   116.5    57 c    0   0.59 172.23122 5.45907   357.16  1103.45 5.42 3.88 -31.1 -0.446    19.29 21.08 02a57421o0754c 0xc00800        15.5
57421.663706 18.053859      NaN    35.5    66 c    0   0.85 172.23122 5.45907  1546.76   523.60 5.35 3.95 -25.1 -0.450    19.15 20.79 02a57421o0775c 0xc00800        15.5
57421.670417 18.063866      NaN   -67.5    72 c    0   1.10 172.23122 5.45907  1469.12   485.27 5.63 4.20 -24.6 -0.418    18.58 19.83 02a57421o0786c 0xc00800        15.5
57422.628581 18.255804      NaN    37.5    53 c    0   0.83 172.23122 5.45907   441.02  1748.77 5.88 4.28 -28.6 -0.384    19.31 21.25 02a57422o0717c 0xc00800        15.5
57422.647988 18.504094      NaN    -0.5    48 c    0   0.81 172.23122 5.45907   142.75  1160.62 5.84 3.93 -28.8 -0.453    19.32 21.17 02a57422o0749c 0xc00900        15.5
57422.661381 15.113631      NaN     0.5  1090 c    0   0.00 172.23122 5.45907  1333.93   580.67 5.85 4.10 -22.8 -0.465    19.20 20.99 02a57422o0771c 0xc00802        15.5
57422.668648 17.931525 0.289233   259.5    65 c    0   1.08 172.23122 5.45907  1470.40   484.78 6.03 4.12 -23.3 -0.497    18.78 20.17 02a57422o0783c 0xc00900        15.5
57428.617968 19.128787      NaN    11.5    27 c    0   0.72 172.23122 5.45907   671.56  1744.32 5.48 3.68 -29.7 -0.431    19.57 21.51 02a57428o0685c 0xc00800        15.5
57428.632663 18.574166      NaN  -127.5    45 c    0   5.46 172.23122 5.45907 10522.53  1774.37 4.44 3.67  29.0 -0.478    19.59 21.55 02a57428o0709c 0xc00800        15.5
57428.640638 19.226921      NaN    17.5    24 c    0   1.10 172.23122 5.45907   409.02  1162.75 5.86 3.70 -29.3 -0.437    19.53 21.45 02a57428o0722c 0xc00800        15.5
57428.651663 19.302877      NaN   -43.5    23 c    0   0.98 172.23122 5.45907 10263.66  1193.05 4.60 3.66  24.2 -0.445    19.53 21.45 02a57428o0740c 0xc00800        15.5
57428.657188 19.351140      NaN   -25.5    22 c    0   1.14 172.23122 5.45907  1622.83   585.82 5.50 3.64 -22.7 -0.471    19.48 21.33 02a57428o0749c 0xc00800        15.5
57428.662090 19.351140      NaN   -32.5    22 c    0   0.99 172.23122 5.45907  8419.02 10342.04 3.80 3.72  76.4 -0.425    19.32 21.06 02a57428o0757c 0xc00800        15.5
57428.667585 18.816441      NaN    -5.5    36 c    0   0.90 172.23122 5.45907  1582.20   431.24 5.70 3.69 -23.1 -0.466    18.83 20.10 02a57428o0766c 0xc00800        15.5
57428.670040 18.467034      NaN    32.5    44 c    0   1.03 172.23122 5.45907  8393.00 10186.14 3.85 3.70  72.2 -0.419    18.53 19.54 02a57428o0770c 0xc00900        15.5
57436.323923 18.094452      NaN -1864.5    70 c    0  27.85 172.23122 5.45907 10361.21  9245.47 5.05 4.37  66.7 -0.360    18.13 19.21 02a57436o0192c 0xc00801        15.5
57436.338614 17.909502      NaN   -48.5    83 c    0   1.27 172.23122 5.45907   506.42  9207.85 4.60 4.18 -50.4 -0.401    18.20 19.26 02a57436o0216c 0xc00800        15.5
57436.347811 18.110074      NaN    -0.5    69 c    0   0.97 172.23122 5.45907  3805.61    80.55 5.38 4.07  -7.5 -0.448    18.25 19.36 02a57436o0231c 0xc00800        15.5
57436.363092 16.547464      NaN   384.5   168 c    0   0.86 172.23122 5.45907  2640.56   663.69 5.27 4.00 -12.1 -0.430    18.36 19.48 02a57436o0246c 0xc00802        15.5
