         MJD         m       dm  uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57396.613007 19.696897      NaN   -2    16 c    0   0.95 226.08682 51.08246  6672.67  8474.50 3.69 3.47  85.7 -0.423    19.53 21.44 02a57396o0648c 0xc00800
57396.626489 19.841877      NaN   -6    14 c    0   1.08 226.08682 51.08246  6347.89  7899.97 3.66 3.40  88.5 -0.425    19.55 21.47 02a57396o0670c 0xc00800
57396.639359 19.419021      NaN   20    14 c    0   1.14 226.08682 51.08246  7232.01  9059.97 3.70 3.53  84.0 -0.427    19.57 21.51 02a57396o0691c 0xc00800
57396.651634 19.696897      NaN   -1    16 c    0   0.85 226.08682 51.08246  7509.69  7305.77 3.66 3.33  86.3 -0.430    19.58 21.50 02a57396o0711c 0xc00800
57448.562965 18.666446      NaN   52    24 c    0   1.01 226.08682 51.08246  6806.68  8012.80 4.76 4.57  86.7 -0.393    18.91 20.72 02a57448o0531c 0xc00800
57448.585357 19.302877      NaN    9    20 c    0   1.06 226.08682 51.08246  7106.93  8593.62 3.79 3.60  85.6 -0.425    19.20 20.79 02a57448o0571c 0xc00800
57448.607951 19.302877      NaN   18    17 c    0   1.54 226.08682 51.08246  5910.88  9191.07 3.75 3.66  65.9 -0.421    19.22 20.79 02a57448o0613c 0xc00800
57448.618376 19.142275      NaN   20    20 c    0   0.95 226.08682 51.08246  6155.87  9097.24 3.73 3.61  74.9 -0.429    19.25 20.83 02a57448o0632c 0xc00800
57449.555181 19.569016      NaN    6    16 c    0   1.00 226.08682 51.08246  7059.49  7967.17 3.68 3.35  86.1 -0.438    19.37 21.04 02a57449o0681c 0xc00800
57449.578612 19.212347      NaN   21    18 c    0   0.92 226.08682 51.08246  7367.31  8547.63 3.70 3.40  86.9 -0.443    19.38 21.04 02a57449o0723c 0xc00800
57449.581514 19.696897      NaN  -15    16 c    0   1.20 226.08682 51.08246  6166.77  9145.68 3.68 3.55  84.8 -0.432    19.37 21.04 02a57449o0729c 0xc00800
57449.608887 19.351140      NaN   18    16 c    0   0.95 226.08682 51.08246  6156.50  9094.09 3.72 3.60  83.1 -0.429    19.37 21.04 02a57449o0780c 0xc00800
57458.534132 19.674510      NaN   10    13 c    0   1.16 226.08682 51.08246  7139.77  7806.75 3.84 3.52  83.9 -0.419    19.64 21.67 02a57458o0648c 0xc00800
57458.557402 19.841877      NaN   -2    14 c    0   0.95 226.08682 51.08246  7455.36  8391.06 3.86 3.60  84.5 -0.416    19.66 21.72 02a57458o0689c 0xc00800
57458.580478 19.589310      NaN    8    15 c    0   1.47 226.08682 51.08246  6264.77  8993.75 3.87 3.57  89.1 -0.429    19.61 21.70 02a57458o0730c 0xc00800
57458.593093 19.569016      NaN   15    13 c    0   1.49 226.08682 51.08246  6156.50  9091.65 3.74 3.65  72.3 -0.421    19.67 21.69 02a57458o0752c 0xc00800
57488.453630 19.631075      NaN    9    14 c    0   1.37 226.08682 51.08246  7302.31  7883.78 3.90 3.50  88.7 -0.438    19.57 21.55 02a57488o0422c 0xc00800
57488.471571 19.743105 0.354044   46    15 c    0   0.84 226.08682 51.08246  7603.91  8473.86 4.00 3.52  84.7 -0.438    19.58 21.58 02a57488o0454c 0xc00900
57488.486692 19.609992      NaN    4    16 c    0   1.06 226.08682 51.08246  6398.31  9072.95 3.83 3.56 -86.1 -0.436    19.61 21.59 02a57488o0483c 0xc00800
57488.507801 19.401649      NaN    9    18 c    0   0.66 226.08682 51.08246  6149.44  9077.62 3.80 3.64  89.2 -0.432    19.60 21.58 02a57488o0525c 0xc00800
