         MJD         m       dm    uJy  duJy F  err  chi/N        RA      Dec        x        y   maj   min   phi  apfit  mag5sig   Sky            Obs     Mask
57233.259683 18.237955      NaN     64    40 o    0   0.93 226.10185 51.08246  2431.67  3763.37  3.82  3.49 -71.8 -0.460    18.50 19.49 02a57233o0010o 0xc00800
57233.292749 18.738855      NaN      2    38 o    0   0.91 226.10185 51.08246  2416.36  3773.68  3.67  3.38 -69.0 -0.454    18.40 19.39 02a57233o0038o 0xc00800
57386.606061 18.978793      NaN     12    27 o    0   1.43 226.10185 51.08246  6501.38  8465.64  3.75  3.34 -89.2 -0.468    18.75 20.06 02a57386o0658o 0xc00800
57386.617912 19.401649      NaN    -19    21 o    0   1.78 226.10185 51.08246  6193.32  7886.47  3.66  3.20 -87.7 -0.473    18.82 20.15 02a57386o0674o 0xc00800
57386.626296 19.089302      NaN    -45    28 o    0   0.99 226.10185 51.08246  7095.94  9044.55  3.58  3.21  89.9 -0.479    18.86 20.17 02a57386o0686o 0xc00800
57386.632510 19.256669      NaN    -20    24 o    0   1.09 226.10185 51.08246  7394.79  7288.62  3.56  3.04  89.9 -0.473    18.89 20.22 02a57386o0696o 0xc00800
57387.595862 18.816441      NaN    -10    36 o    0   1.34 226.10185 51.08246  6504.06  8463.35  3.61  3.47  70.4 -0.465    18.64 19.72 02a57387o0650o 0xc00800
57387.606582 19.051202      NaN    -41    29 o    0   0.99 226.10185 51.08246  6197.19  7883.72  3.49  3.21 -88.0 -0.479    18.80 19.86 02a57387o0663o 0xc00800
57387.612741 19.089302      NaN    -67    28 o    0   1.12 226.10185 51.08246  7100.32  9041.69  3.53  3.32 -87.2 -0.471    18.90 19.98 02a57387o0673o 0xc00800
57387.619924 19.302877      NaN    -47    23 o    0   1.20 226.10185 51.08246  7398.12  7284.95  3.50  3.08 -89.6 -0.478    18.93 20.01 02a57387o0682o 0xc00800
57414.652190 19.169763      NaN    -47    26 o    0   1.25 226.10185 51.08246  7024.67  8183.79  3.39  3.13  89.7 -0.490    18.81 19.93 02a57414o0725o 0xc00800
57414.668103 19.002397      NaN      1    30 o    0   1.27 226.10185 51.08246  7331.48  8770.43  3.38  3.20  88.6 -0.481    18.69 19.70 02a57414o0751o 0xc00800
57418.642966 19.089302      NaN     24    20 o    0   1.11 226.10185 51.08246  7215.98  8204.54  3.51  3.31  87.4 -0.458    19.16 20.72 02a57418o0704o 0xc00800
57418.659470 18.955691      NaN     26    23 o    0   0.78 226.10185 51.08246  7523.59  8789.21  3.67  3.55  85.7 -0.440    19.07 20.63 02a57418o0730o 0xc00800
57418.676219 17.963129      NaN    -14    79 o    0   1.40 226.10185 51.08246  6306.21  9394.80  3.49  3.38  21.1 -0.457    17.99 18.42 02a57418o0757o 0xc00800
57419.644777 19.589310      NaN      2    17 o    0   1.07 226.10185 51.08246  6878.54  7648.11  3.59  3.34  89.3 -0.452    19.29 21.01 02a57419o0678o 0xc00800
57419.662307 19.569016      NaN     -1    18 o    0   1.00 226.10185 51.08246  7185.20  8229.73  3.56  3.37  83.1 -0.459    19.27 20.94 02a57419o0705o 0xc00800
57419.679415 16.175237      NaN   -178   410 o    0   0.92 226.10185 51.08246  5973.97  8835.35  3.55  3.37  76.8 -0.480    17.52 17.50 02a57419o0732o 0xc00802
57440.549348 18.237955      NaN     58    42 o    0   1.64 226.10185 51.08246  7292.91  7625.36  3.63  3.07  88.0 -0.481    18.28 19.01 02a57440o0606o 0xc00900
57440.555024 18.396507      NaN    -18    53 o    0   1.17 226.10185 51.08246  7584.61  8204.92  3.67  3.11  87.7 -0.497    18.29 19.03 02a57440o0617o 0xc00800
57440.572401 18.053859      NaN     68    50 o    0   1.11 226.10185 51.08246  6394.21  8811.60  3.52  3.20  89.9 -0.495    18.32 19.05 02a57440o0650o 0xc00800
57440.588192 18.504094      NaN    -11    48 o    0   1.11 226.10185 51.08246  6165.23  9089.05  3.53  3.29  89.2 -0.494    18.34 19.09 02a57440o0680o 0xc00800
57441.533981 18.286218      NaN     11    55 o    0   1.32 226.10185 51.08246  7066.04  8009.55  3.56  3.11  88.0 -0.481    18.25 18.95 02a57441o0587o 0xc00900
57441.548206 18.298627      NaN    -71    58 o    0   1.23 226.10185 51.08246  7370.56  8593.64  3.48  3.08  88.6 -0.498    18.29 18.98 02a57441o0614o 0xc00800
57441.569980 18.417189      NaN      9    49 o    0   1.54 226.10185 51.08246  6148.10  9200.47  3.75  3.53 -86.9 -0.460    18.23 19.04 02a57441o0656o 0xc00800
57441.573592 18.410251      NaN      7    50 o    0   1.43 226.10185 51.08246  6160.72  9085.34  3.58  3.35 -87.9 -0.484    18.28 19.03 02a57441o0663o 0xc00800
57466.508848 19.089302      NaN    -26    28 o    0   0.78 226.10185 51.08246  7148.89  7697.00  3.68  3.02  89.7 -0.490    18.81 20.09 02a57466o0601o 0xc00800
57466.526345 19.169763      NaN    -28    26 o    0   1.00 226.10185 51.08246  7450.35  8280.06  3.70  3.07  89.2 -0.502    18.83 20.12 02a57466o0634o 0xc00800
57466.542273 19.256669      NaN    -19    24 o    0   1.42 226.10185 51.08246  6248.24  8884.42  3.65  3.28 -87.0 -0.494    18.87 20.20 02a57466o0666o 0xc00800
57466.553529 18.693037      NaN     49    24 o    0   1.16 226.10185 51.08246  6159.05  9079.99  3.61  3.33  89.2 -0.483    18.90 20.23 02a57466o0689o 0xc00800
57470.478574 12.825821      NaN  -3560  8965 o    0   1.14 226.10185 51.08246  7125.49  8280.23 12.05 10.50 -90.0 -0.136    15.88 15.72 02a57470o0548o 0xc00802
57470.498565 15.170896      NaN   -207  1034 o    0   0.87 226.10185 51.08246  5915.12  8886.54  3.64  3.46 -71.3 -0.506    17.54 18.61 02a57470o0589o 0xc00802
57470.502507 16.478793      NaN     -1   310 o    0   1.01 226.10185 51.08246  6146.69  9081.10  3.65  3.32 -86.8 -0.528    17.30 17.85 02a57470o0597o 0xc00802
57474.526328 18.729535      NaN     27    30 o    0   0.97 226.10185 51.08246  7095.86  7931.46  3.66  3.02  89.4 -0.494    18.72 19.93 02a57474o0562o 0xc00800
57474.530456 18.955691      NaN     11    28 o    0   1.40 226.10185 51.08246  7403.58  8507.81  3.63  3.02  88.4 -0.494    18.73 19.92 02a57474o0569o 0xc00800
57474.553252 18.847027      NaN     -7    35 o    0   0.99 226.10185 51.08246  4445.69  1577.74  4.42  3.06  -3.1 -0.489    18.70 19.90 02a57474o0608o 0xc00800
57474.585923 18.910912      NaN    -16    33 o    0   1.07 226.10185 51.08246  4456.65  1596.60  4.44  3.28  -4.8 -0.508    18.68 19.93 02a57474o0665o 0xc00800
57492.428593 19.302877      NaN    -25    23 o    0   0.88 226.10185 51.08246  7136.01  7986.88  3.76  3.29  88.3 -0.465    19.07 20.58 02a57492o0429o 0xc00900
57492.446722 19.351140      NaN    -18    22 o    0   0.93 226.10185 51.08246  7460.93  8565.26  3.67  3.24  86.1 -0.468    19.13 20.66 02a57492o0466o 0xc00800
57492.455441 19.334813      NaN      7    20 o    0   1.44 226.10185 51.08246  6247.45  9173.34  3.89  3.62 -89.5 -0.439    19.07 20.68 02a57492o0484o 0xc00800
57492.470000 19.631075      NaN    -26    17 o    0   1.61 226.10185 51.08246  6152.12  9081.11  3.57  3.34  85.2 -0.462    19.27 20.89 02a57492o0514o 0xc00800
57523.392148 19.256669      NaN    -36    24 o    0   1.18 226.10185 51.08246  4959.78  7597.53  3.69  3.32 -82.2 -0.476    18.86 20.19 02a57523o0293o 0xc00800
57523.402925 19.256669      NaN     -9    24 o    0   1.29 226.10185 51.08246  5501.44  2905.76  3.77  3.45  -0.2 -0.486    18.87 20.20 02a57523o0314o 0xc00800
57523.405466 19.169763      NaN      6    24 o    0   1.27 226.10185 51.08246  4926.08  7549.08  3.66  3.34 -82.5 -0.474    18.85 20.16 02a57523o0319o 0xc00800
57523.421484 19.256669      NaN    -23    24 o    0   1.26 226.10185 51.08246  5590.25  2872.15  3.95  3.57   1.8 -0.472    18.85 20.25 02a57523o0348o 0xc00800
57523.431689 19.051202      NaN     15    24 o    0   1.32 226.10185 51.08246  5556.54  2931.97  3.85  3.54  -0.2 -0.477    18.81 20.20 02a57523o0367o 0xc00800
57527.382393 18.702047      NaN      0    40 o    0   0.96 226.10185 51.08246  6756.03  7379.62  4.01  3.41 -89.7 -0.468    18.44 19.51 02a57527o0152o 0xc00800
57527.391108 18.094452      NaN     81    43 o    0   0.79 226.10185 51.08246  3714.70  3113.06  4.38  3.68 -14.2 -0.473    18.41 19.51 02a57527o0169o 0xc00900
57527.409336 18.786693      NaN      0    37 o    0   1.11 226.10185 51.08246  3779.23  3193.67  4.46  3.70 -12.0 -0.456    18.39 19.50 02a57527o0205o 0xc00800
57527.416190 18.757738      NaN    -25    38 o    0   1.08 226.10185 51.08246  3808.52  3080.66  4.53  3.95 -20.2 -0.438    18.36 19.50 02a57527o0217o 0xc00800
57527.425608 18.255804      NaN     61    40 o    0   1.03 226.10185 51.08246  3765.90  3136.75  4.62  3.86 -13.3 -0.441    18.35 19.52 02a57527o0236o 0xc00800
57535.357261 18.816441      NaN     -5    36 o    0   0.80 226.10185 51.08246  6999.71  8555.35  3.84  3.32  85.1 -0.477    18.66 20.25 02a57535o0266o 0xc00800
57535.384989 19.063754      NaN     11    25 o    0   0.93 226.10185 51.08246  3491.26  1938.50  4.16  3.37  -9.9 -0.510    19.07 20.71 02a57535o0322o 0xc00800
57535.387068 19.287255      NaN      1    23 o    0   1.25 226.10185 51.08246  6971.48  8513.44  3.72  3.31  85.5 -0.477    19.02 20.59 02a57535o0326o 0xc00800
57535.400943 18.816441      NaN      0    36 o    0   1.10 226.10185 51.08246  3578.91  1895.09  4.15  3.31  -8.8 -0.514    18.61 19.92 02a57535o0354o 0xc00800
57535.411348 19.302877      NaN     -4    23 o    0   0.88 226.10185 51.08246  3533.47  1955.81  4.17  3.43 -10.2 -0.491    19.05 20.58 02a57535o0375o 0xc00800
57536.243345 18.376212      NaN    -35    54 o    0   1.25 226.10185 51.08246  7489.85  3125.55  3.81  3.14  88.8 -0.525    18.06 18.70 02a57536o0041o 0xc00800
57568.332098 19.302877      NaN    -30    23 o    0   1.05 226.10185 51.08246  3754.91  1652.61  4.34  3.49  -7.6 -0.493    19.16 20.83 02a57568o0197o 0xc00800
57568.350196 18.967180      NaN     19    25 o    0   0.80 226.10185 51.08246  3732.38  1611.55  4.33  3.49  -7.8 -0.494    19.21 20.93 02a57568o0234o 0xc00800
57568.359008 19.302877      NaN     -5    23 o    0   0.86 226.10185 51.08246  3795.05  1688.47  4.29  3.41  -8.5 -0.485    19.24 20.96 02a57568o0252o 0xc00800
57568.377604 19.384550      NaN      1    21 o    0   1.26 226.10185 51.08246  3819.50  1567.43  4.27  3.38  -7.9 -0.502    19.21 20.92 02a57568o0290o 0xc00800
57568.383409 19.401649      NaN      0    21 o    0   1.10 226.10185 51.08246  3770.22  1626.07  4.25  3.40  -9.4 -0.494    19.22 20.94 02a57568o0302o 0xc00800
57597.343784 19.256669      NaN    -24    24 o    0   0.90 226.10185 51.08246  1970.53  2186.80  4.53  3.84 -20.0 -0.431    19.06 20.80 02a57597o0121o 0xc00800
57598.290830 18.967180      NaN     22    24 o    0   0.95 226.10185 51.08246  5099.05  2647.44  4.95  4.54 -12.1 -0.399    19.05 21.04 02a57598o0112o 0xc00800
57598.299570 19.241693      NaN      7    22 o    0   0.94 226.10185 51.08246  5088.85  2606.35  4.39  3.90  -5.6 -0.436    19.17 21.06 02a57598o0130o 0xc00900
57598.314791 19.302877      NaN    -33    23 o    0   0.82 226.10185 51.08246  5149.20  2682.46  4.71  4.30  -9.9 -0.399    19.08 21.01 02a57598o0161o 0xc00900
57598.320593 19.454622      NaN    -18    20 o    0   1.02 226.10185 51.08246  5161.65  2565.80  4.51  4.00  -6.0 -0.425    19.13 20.99 02a57598o0173o 0xc00800
57598.341075 19.241693      NaN     10    21 o    0   1.05 226.10185 51.08246  5125.72  2621.08  4.35  3.88  -7.7 -0.435    19.12 20.93 02a57598o0215o 0xc00800
57613.269609 19.169763      NaN    -34    26 o    0   1.03 226.10185 51.08246  3859.63  2447.52  3.75  3.55 -27.5 -0.471    18.81 20.51 02a57613o0080o 0xc00800
57613.289109 18.857417      NaN     17    29 o    0   1.04 226.10185 51.08246  2660.35  2426.69  3.86  3.54 -25.8 -0.471    18.73 20.37 02a57613o0116o 0xc00800
57613.294822 18.666446      NaN     31    31 o    0   0.99 226.10185 51.08246  2723.66  2501.56  3.84  3.50 -24.9 -0.476    18.74 20.34 02a57613o0127o 0xc00800
57613.302765 19.014394      NaN    -33    30 o    0   1.03 226.10185 51.08246  2733.83  2383.75  3.88  3.50 -23.0 -0.475    18.69 20.29 02a57613o0142o 0xc00800
57613.315721 18.666446      NaN     22    34 o    0   0.89 226.10185 51.08246  2695.05  2440.45  3.98  3.50 -20.1 -0.486    18.65 20.24 02a57613o0167o 0xc00800
57617.269660 18.356290      NaN     39    42 o    0   1.12 226.10185 51.08246  2034.56  2185.66  4.21  3.16 -14.0 -0.524    18.37 19.69 02a57617o0091o 0xc00800
57617.274854 18.649074      NaN      9    39 o    0   1.35 226.10185 51.08246  2010.58  2144.68  4.32  3.19 -13.6 -0.523    18.34 19.69 02a57617o0101o 0xc00800
57617.286949 18.280067      NaN     42    45 o    0   1.10 226.10185 51.08246  2069.78  2218.62  4.27  3.11 -12.7 -0.520    18.32 19.64 02a57617o0124o 0xc00800
57617.301582 18.550302      NaN    -41    46 o    0   1.12 226.10185 51.08246  2080.38  2101.08  4.36  3.08 -11.5 -0.518    18.28 19.58 02a57617o0152o 0xc00800
57617.315572 18.186107      NaN     31    54 o    0   0.81 226.10185 51.08246  2044.53  2156.12  4.42  3.13 -12.2 -0.512    18.22 19.49 02a57617o0179o 0xc00800
57620.274978 19.051202      NaN    -61    29 o    0   1.16 226.10185 51.08246  2244.62  2623.67  3.89  3.32 -18.8 -0.502    18.60 20.10 02a57620o0081o 0xc00800
57620.287919 18.836735      NaN      4    34 o    0   1.14 226.10185 51.08246  2215.44  2586.33  3.98  3.38 -19.7 -0.508    18.50 19.96 02a57620o0105o 0xc00800
57620.301497 18.757738      NaN     -2    38 o    0   1.11 226.10185 51.08246  2274.55  2658.30  4.13  3.44 -16.7 -0.514    18.40 19.84 02a57620o0131o 0xc00800
57620.314269 18.542463      NaN     13    42 o    0   1.04 226.10185 51.08246  2298.26  2539.06  4.54  3.75 -20.3 -0.475    18.28 19.76 02a57620o0154o 0xc00800
57620.318679 18.598565      NaN    -22    44 o    0   0.80 226.10185 51.08246  2248.58  2600.84  4.40  3.52 -19.2 -0.501    18.29 19.70 02a57620o0162o 0xc00800
57621.270930 18.729535      NaN    -13    39 o    0   0.78 226.10185 51.08246  2907.37  1751.02  4.18  3.55  -3.0 -0.438    18.54 20.67 02a57621o0084o 0xc00800
57621.278245 18.816441      NaN    -21    36 o    0   1.06 226.10185 51.08246  2882.30  1710.35  4.22  3.60  -4.5 -0.433    18.55 20.67 02a57621o0097o 0xc00800
57621.293027 18.504094      NaN   -116    48 o    0   0.96 226.10185 51.08246  2942.48  1784.27  4.54  3.91  -1.5 -0.399    18.13 20.07 02a57621o0122o 0xc00800
57621.304809 18.232071      NaN     11    58 o    0   1.02 226.10185 51.08246  2963.14  1668.67  4.93  4.34  -4.1 -0.358    17.90 19.75 02a57621o0142o 0xc00800
57621.320129 16.774917 0.101213    708    66 o    0   1.99 226.10185 51.08246  2916.46  1723.95  4.88  4.28  -1.8 -0.366    17.76 19.51 02a57621o0169o 0xc00800
57762.599163 19.454622      NaN    -16    20 o    0   0.94 226.10185 51.08246  4848.38  8643.45  3.29  3.10  -4.1 -0.419    19.44 21.12 02a57762o0792o 0xc00800
57762.610370 19.631075      NaN    -16    17 o    0   1.27 226.10185 51.08246  4870.93  8683.00  3.31  3.09  -2.4 -0.418    19.50 21.23 02a57762o0813o 0xc00800
57762.622011 19.510313      NaN     -4    19 o    0   1.10 226.10185 51.08246  4807.76  8605.37  3.36  3.13  -4.6 -0.410    19.50 21.22 02a57762o0835o 0xc00900
57762.633412 19.063754      NaN     32    18 o    0   1.17 226.10185 51.08246  4782.89  8722.66  3.29  3.01  -8.2 -0.428    19.50 21.21 02a57762o0857o 0xc00800
57762.644878 19.631075      NaN    -12    17 o    0   1.20 226.10185 51.08246  4819.97  8665.66  3.30  3.03 -11.9 -0.424    19.49 21.19 02a57762o0879o 0xc00800
57766.613527 18.226218      NaN    -64    62 o    0   0.90 226.10185 51.08246  7221.58  8549.08  3.45  3.18 -81.4 -0.488    18.49 19.20 02a57766o0763o 0xc00800
57766.626343 18.267867      NaN     20    53 o    0   1.23 226.10185 51.08246  7244.42  8589.77  3.51  3.33 -84.4 -0.483    18.49 19.26 02a57766o0786o 0xc00800
57766.638979 18.243872      NaN     42    47 o    0   1.41 226.10185 51.08246  7181.82  8515.09  3.60  3.37 -85.2 -0.470    18.50 19.31 02a57766o0809o 0xc00800
57766.651534 18.526952      NaN    -64    47 o    0   1.00 226.10185 51.08246  7155.58  8634.16  3.49  3.31 -83.9 -0.479    18.55 19.36 02a57766o0832o 0xc00800
